Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,4302,7644,8228,8620,8691,8702,8905,9017,8893,9143,9433,9661,9772,,,,,,,,
Quarterly Results,Expenses,3455,6151,6592,7245,7087,7067,7274,7432,7357,7536,7734,8068,8176,,,,,,,,
Quarterly Results,Operating Profit,846,1494,1636,1375,1604,1636,1631,1585,1536,1606,1699,1593,1596,,,,,,,,
Quarterly Results,OPM %,20%,20%,20%,16%,18%,19%,18%,18%,17%,18%,18%,16%,16%,,,,,,,,
Quarterly Results,Other Income,134,178,161,152,66,132,143,220,208,227,299,212,251,,,,,,,,
Quarterly Results,Interest,19,31,38,38,44,46,47,61,68,72,70,69,67,,,,,,,,
Quarterly Results,Depreciation,102,166,196,178,182,185,208,199,227,235,241,264,251,,,,,,,,
Quarterly Results,Profit before tax,860,1474,1563,1311,1444,1536,1519,1545,1448,1526,1687,1472,1529,,,,,,,,
Quarterly Results,Tax %,26%,25%,24%,24%,23%,25%,24%,24%,24%,26%,26%,26%,26%,,,,,,,,
Quarterly Results,Net Profit,638,1106,1189,1001,1114,1152,1162,1169,1101,1135,1252,1087,1129,,,,,,,,
Quarterly Results,EPS in Rs,36.34,63.06,40.18,33.82,37.65,38.92,39.26,39.49,37.14,38.28,42.24,36.63,38.09,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,26109,,,,33183,,,,35517,,,,38008,4920,4978,5846,6501,7306,9446,10879,12370
Profit & Loss,Expenses,20860,,,,27075,,,,29130,,,,31513,3773,3973,4819,5271,6119,7562,8849,9645
Profit & Loss,Operating Profit,5249,,,,6108,,,,6387,,,,6495,1147,1005,1028,1230,1187,1883,2029,2725
Profit & Loss,OPM %,20%,,,,18%,,,,18%,,,,17%,23%,20%,18%,19%,16%,20%,19%,22%
