Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,334,359,371,325,336,301,308,304,300,339,344,371,393,,,,,,,
Quarterly Results,Expenses,282,301,312,273,275,250,262,263,237,283,299,308,329,,,,,,,
Quarterly Results,Operating Profit,51,58,59,52,61,51,46,41,64,56,45,64,64,,,,,,,
Quarterly Results,OPM %,15%,16%,16%,16%,18%,17%,15%,13%,21%,16%,13%,17%,16%,,,,,,,
Quarterly Results,Other Income,2,2,4,6,3,2,3,4,3,3,4,3,6,,,,,,,
Quarterly Results,Interest,8,7,8,9,9,9,9,9,9,9,10,10,8,,,,,,,
Quarterly Results,Depreciation,6,7,7,7,7,7,9,9,9,9,9,12,8,,,,,,,
Quarterly Results,Profit before tax,39,47,48,42,49,37,31,27,49,40,30,44,53,,,,,,,
Quarterly Results,Tax %,27%,27%,27%,25%,27%,23%,22%,23%,43%,24%,25%,23%,27%,,,,,,,
Quarterly Results,Net Profit,29,34,35,32,36,29,24,21,28,30,23,34,39,,,,,,,
Quarterly Results,EPS in Rs,4.79,5.71,5.88,5.32,5.97,4.79,3.66,3.17,4.23,4.65,3.49,5.25,5.78,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,1069,,,,1391,,,,1213,,,,1447,418,480,507,643,769,674,679
Profit & Loss,Expenses,911,,,,1160,,,,1010,,,,1218,339,396,441,562,667,591,600
Profit & Loss,Operating Profit,158,,,,231,,,,202,,,,228,79,84,66,81,102,82,79
Profit & Loss,OPM %,15%,,,,17%,,,,17%,,,,16%,19%,18%,13%,13%,13%,12%,12%
Profit & Loss,Other Income,6,,,,15,,,,12,,,,15,1,2,7,8,3,7,3
Profit & Loss,Interest,28,,,,35,,,,37,,,,37,34,37,44,49,47,39,27
Profit & Loss,Depreciation,23,,,,26,,,,34,,,,38,12,13,16,19,21,20,20
Profit & Loss,Profit before tax,112,,,,185,,,,144,,,,168,34,36,14,22,37,30,34
Profit & Loss,Tax %,28%,,,,26%,,,,30%,,,,25%,36%,41%,52%,35%,35%,27%,-1%
Profit & Loss,Net Profit,81,,,,137,,,,101,,,,127,22,21,7,14,24,22,34
Profit & Loss,EPS in Rs,13.63,,,,22.86,,,,15.43,,,,18.81,3.66,3.56,1.10,2.42,4.08,3.72,5.78
Profit & Loss,Dividend Payout %,3%,,,,2%,,,,2%,,,,2%,11%,6%,0%,8%,5%,5%,3%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,12,,,,12,,,,13,,,,13,12,12,12,12,12,12,12
Balance Sheet,Reserves,265,,,,402,,,,688,,,,913,79,106,85,99,130,148,184
Balance Sheet,Borrowings,365,,,,379,,,,315,,,,342,225,263,322,381,348,328,336
Balance Sheet,Other Liabilities,274,,,,258,,,,310,,,,365,177,239,275,289,266,247,242
Balance Sheet,Total Liabilities,916,,,,1052,,,,1326,,,,1634,492,620,694,782,757,736,773
Balance Sheet,Fixed Assets,463,,,,465,,,,635,,,,702,186,202,290,349,350,338,387
Balance Sheet,CWIP,5,,,,98,,,,16,,,,69,44,66,62,17,19,36,24
Balance Sheet,Investments,3,,,,2,,,,2,,,,0,0,0,1,2,1,1,1
Balance Sheet,Other Assets,444,,,,488,,,,675,,,,863,262,352,342,415,387,360,361
Balance Sheet,Total Assets,916,,,,1052,,,,1326,,,,1634,492,620,694,782,757,736,773
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,94,,,,134,,,,68,,,,90,13,39,73,89,100,49,67
Cash Flows,Cash from Investing Activity,-86,,,,-118,,,,-154,,,,-100,-9,-43,-98,-33,-23,-22,-52
Cash Flows,Cash from Financing Activity,-9,,,,-16,,,,88,,,,10,1,4,25,-56,-78,-24,-19
Cash Flows,Net Cash Flow,0,,,,0,,,,2,,,,0,5,-1,0,0,-1,4,-4
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,65,,,,47,,,,69,,,,74,78,88,69,82,64,49,62
Ratios,Inventory Days,143,,,,142,,,,263,,,,242,230,314,269,212,201,252,243
Ratios,Days Payable,146,,,,120,,,,187,,,,172,117,225,201,207,147,167,174
Ratios,Cash Conversion Cycle,63,,,,69,,,,145,,,,144,191,176,137,87,117,134,131
Ratios,Working Capital Days,64,,,,62,,,,102,,,,113,128,103,58,83,72,78,92
Ratios,ROCE %,24%,,,,30%,,,,20%,,,,18%,,21%,14%,16%,17%,14%,12%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,75.00%,75.00%,75.00%,75.00%,75.00%,68.36%,68.36%,68.36%,68.36%,68.36%,68.36%,69.21%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.58%,1.25%,1.10%,0.80%,0.46%,1.45%,0.33%,0.22%,0.48%,0.90%,0.70%,0.83%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,6.82%,7.09%,7.37%,6.74%,6.57%,7.37%,6.72%,,,,,,,
Shareholding Pattern (Quarterly),Public,,24.42%,23.75%,23.89%,24.19%,24.55%,23.36%,24.20%,24.06%,24.41%,24.17%,23.57%,23.26%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,10787,14356,19571,22781,24873,29108,30089,29277,26595,27370,29291,29673,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,75.00%,,,,75.00%,,,,68.36%,,,,69.21%,,,75.00%,75.00%,75.00%,75.00%,75.00%
Shareholding Pattern (Yearly),FIIs,0.46%,,,,0.80%,,,,0.22%,,,,0.83%,,,0.00%,0.83%,0.46%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,0.00%,,,,0.00%,,,,7.37%,,,,6.72%,,,0.09%,0.02%,0.02%,0.02%,0.00%
Shareholding Pattern (Yearly),Public,24.54%,,,,24.19%,,,,24.06%,,,,23.26%,,,24.91%,24.15%,24.52%,24.98%,25.00%
Shareholding Pattern (Yearly),No. of Shareholders,9240,,,,22781,,,,29277,,,,29673,,,5931,4886,5459,5808,5832
,,,,,,,,,,,,,,,,,,,,,
