Section,,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Sales,,,,,,,,,,,,,,,,,,
Quarterly Results,Expenses,,,,,,,,,,,,,,,,,,
Quarterly Results,Operating Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,OPM %,,,,,,,,,,,,,,,,,,
Quarterly Results,Other Income,,,,,,,,,,,,,,,,,,
Quarterly Results,Interest,,,,,,,,,,,,,,,,,,
Quarterly Results,Depreciation,,,,,,,,,,,,,,,,,,
Quarterly Results,Profit before tax,,,,,,,,,,,,,,,,,,
Quarterly Results,Tax %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,EPS in Rs,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,,,,,,,,,,,,,,,,,,
Profit & Loss,Expenses,,,,,,,,,,,,,,,,,,
Profit & Loss,Operating Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,OPM %,,,,,,,,,,,,,,,,,,
Profit & Loss,Other Income,,,,,,,,,,,,,,,,,,
Profit & Loss,Interest,,,,,,,,,,,,,,,,,,
Profit & Loss,Depreciation,,,,,,,,,,,,,,,,,,
Profit & Loss,Profit before tax,,,,,,,,,,,,,,,,,,
Profit & Loss,Tax %,,,,,,,,,,,,,,,,,,
Profit & Loss,Net Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,EPS in Rs,,,,,,,,,,,,,,,,,,
Profit & Loss,Dividend Payout %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,,,,,,,,,,,,,,,,,,
Balance Sheet,Reserves,,,,,,,,,,,,,,,,,,
Balance Sheet,Borrowings,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Fixed Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,CWIP,,,,,,,,,,,,,,,,,,
Balance Sheet,Investments,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Assets,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Investing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Financing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Net Cash Flow,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,,,,,,,,,,,,,,,,,,
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,,,,,,,,,,,,,,,,,,
Ratios,Working Capital Days,,,,,,,,,,,,,,,,,,
Ratios,ROCE %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,51.82%,51.82%,51.82%,51.82%,51.82%,51.82%,51.82%,51.82%,51.82%,51.82%,51.82%,51.82%,,,,,,
Shareholding Pattern (Quarterly),FIIs,6.47%,6.05%,6.33%,6.72%,7.15%,7.38%,7.60%,6.24%,6.39%,6.61%,7.01%,6.86%,,,,,,
Shareholding Pattern (Quarterly),DIIs,8.07%,12.62%,12.44%,12.31%,12.29%,12.30%,12.66%,13.72%,14.56%,14.84%,14.71%,14.21%,,,,,,
Shareholding Pattern (Quarterly),Public,33.64%,29.51%,29.41%,29.14%,28.74%,28.50%,27.92%,28.22%,27.24%,26.74%,26.47%,27.11%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,65729,65148,63831,61030,58856,57919,56730,56778,55923,54792,53736,53993,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,51.82%,,,,51.82%,,,,51.82%,51.80%,51.80%,51.82%,51.82%,51.82%,51.82%
Shareholding Pattern (Yearly),FIIs,,,,6.72%,,,,6.24%,,,,6.86%,2.28%,3.66%,4.24%,4.62%,6.71%,6.57%
Shareholding Pattern (Yearly),DIIs,,,,12.31%,,,,13.72%,,,,14.21%,10.07%,9.59%,7.42%,10.39%,11.48%,7.91%
Shareholding Pattern (Yearly),Public,,,,29.14%,,,,28.22%,,,,27.11%,35.85%,34.95%,36.53%,33.17%,30.00%,33.71%
Shareholding Pattern (Yearly),No. of Shareholders,,,,61030,,,,56778,,,,53993,31699,28556,32142,45514,53076,66289
,,,,,,,,,,,,,,,,,,,
