Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,149,156,186,156,158,160,190,179,196,187,210,215,234,,,,,,,,
Quarterly Results,Expenses,137,146,167,144,143,150,170,164,174,170,186,189,206,,,,,,,,
Quarterly Results,Operating Profit,12,10,19,12,15,10,20,15,22,17,24,26,28,,,,,,,,
Quarterly Results,OPM %,8%,6%,10%,8%,9%,6%,10%,8%,11%,9%,11%,12%,12%,,,,,,,,
Quarterly Results,Other Income,15,3,5,6,5,6,5,6,8,11,9,2,9,,,,,,,,
Quarterly Results,Interest,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Quarterly Results,Depreciation,4,4,4,4,4,4,4,4,4,4,4,6,6,,,,,,,,
Quarterly Results,Profit before tax,23,9,21,15,16,12,21,17,26,23,28,21,30,,,,,,,,
Quarterly Results,Tax %,17%,58%,19%,9%,11%,21%,16%,30%,21%,22%,26%,25%,10%,,,,,,,,
Quarterly Results,Net Profit,19,4,17,14,14,9,18,12,20,18,21,16,27,,,,,,,,
Quarterly Results,EPS in Rs,8.49,1.64,7.40,5.99,6.28,4.09,7.75,5.34,9.03,8.02,9.35,7.06,11.94,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,566,,,,656,,,,724,,,,845,261,324,336,351,452,525,479,481
Profit & Loss,Expenses,517,,,,603,,,,658,,,,751,237,290,301,316,388,449,424,436
Profit & Loss,Operating Profit,50,,,,53,,,,66,,,,94,24,33,35,35,64,76,55,45
Profit & Loss,OPM %,9%,,,,8%,,,,9%,,,,11%,9%,10%,10%,10%,14%,14%,11%,9%
Profit & Loss,Other Income,25,,,,23,,,,25,,,,30,9,7,9,14,13,15,26,16
Profit & Loss,Interest,0,,,,0,,,,0,,,,0,0,0,0,0,0,0,1,1
