Section,,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Sales,,,,,,,,,,,,,,,,,,
Quarterly Results,Expenses,,,,,,,,,,,,,,,,,,
Quarterly Results,Operating Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,OPM %,,,,,,,,,,,,,,,,,,
Quarterly Results,Other Income,,,,,,,,,,,,,,,,,,
Quarterly Results,Interest,,,,,,,,,,,,,,,,,,
Quarterly Results,Depreciation,,,,,,,,,,,,,,,,,,
Quarterly Results,Profit before tax,,,,,,,,,,,,,,,,,,
Quarterly Results,Tax %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,EPS in Rs,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,,,,,,,,,,,,,,,,,,
Profit & Loss,Expenses,,,,,,,,,,,,,,,,,,
Profit & Loss,Operating Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,OPM %,,,,,,,,,,,,,,,,,,
Profit & Loss,Other Income,,,,,,,,,,,,,,,,,,
Profit & Loss,Interest,,,,,,,,,,,,,,,,,,
Profit & Loss,Depreciation,,,,,,,,,,,,,,,,,,
Profit & Loss,Profit before tax,,,,,,,,,,,,,,,,,,
Profit & Loss,Tax %,,,,,,,,,,,,,,,,,,
Profit & Loss,Net Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,EPS in Rs,,,,,,,,,,,,,,,,,,
Profit & Loss,Dividend Payout %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,,,,,,,,,,,,,,,,,,
Balance Sheet,Reserves,,,,,,,,,,,,,,,,,,
Balance Sheet,Borrowings,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Fixed Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,CWIP,,,,,,,,,,,,,,,,,,
Balance Sheet,Investments,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Assets,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Investing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Financing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Net Cash Flow,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,,,,,,,,,,,,,,,,,,
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,,,,,,,,,,,,,,,,,,
Ratios,Working Capital Days,,,,,,,,,,,,,,,,,,
Ratios,ROCE %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,50.00%,50.00%,50.00%,50.00%,50.00%,38.00%,38.00%,38.00%,38.00%,38.00%,38.00%,38.00%,,,,,,
Shareholding Pattern (Quarterly),FIIs,16.25%,17.14%,13.99%,13.66%,14.09%,22.34%,23.23%,24.84%,27.28%,28.50%,26.70%,23.91%,,,,,,
Shareholding Pattern (Quarterly),DIIs,21.63%,21.86%,25.57%,25.85%,25.68%,28.45%,28.69%,26.88%,24.30%,22.60%,23.70%,23.53%,,,,,,
Shareholding Pattern (Quarterly),Government,0.02%,0.00%,0.00%,0.00%,0.00%,0.02%,0.07%,0.07%,0.07%,0.07%,0.07%,0.07%,,,,,,
Shareholding Pattern (Quarterly),Public,12.10%,11.00%,10.43%,10.48%,10.22%,11.18%,10.00%,10.19%,10.35%,10.82%,11.51%,14.48%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,24315,26207,25128,24544,25558,28901,30223,26754,32028,37198,45154,56960,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,50.00%,,,,38.00%,,,,38.00%,47.48%,47.48%,49.88%,50.00%,50.00%,50.00%
Shareholding Pattern (Yearly),FIIs,,,,13.66%,,,,24.84%,,,,23.91%,20.88%,15.58%,14.40%,15.84%,15.37%,15.83%
Shareholding Pattern (Yearly),DIIs,,,,25.85%,,,,26.88%,,,,23.53%,15.74%,20.14%,19.27%,21.57%,21.57%,21.81%
Shareholding Pattern (Yearly),Government,,,,0.00%,,,,0.07%,,,,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%
Shareholding Pattern (Yearly),Public,,,,10.48%,,,,10.19%,,,,14.48%,15.89%,16.79%,16.45%,12.59%,13.06%,12.34%
Shareholding Pattern (Yearly),No. of Shareholders,,,,24544,,,,26754,,,,56960,13849,15987,14895,14920,18758,16990
,,,,,,,,,,,,,,,,,,,
