Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,40.56,33.94,42.36,46.09,43.94,43.39,51.75,53.33,78.80,56.79,74.85,74.38,85.67,,,,,,,
Quarterly Results,Expenses,37.72,31.18,37.42,41.55,36.71,39.84,45.65,45.90,67.91,50.24,65.69,64.65,70.27,,,,,,,
Quarterly Results,Operating Profit,2.84,2.76,4.94,4.54,7.23,3.55,6.10,7.43,10.89,6.55,9.16,9.73,15.40,,,,,,,
Quarterly Results,OPM %,7.00%,8.13%,11.66%,9.85%,16.45%,8.18%,11.79%,13.93%,13.82%,11.53%,12.24%,13.08%,17.98%,,,,,,,
Quarterly Results,Other Income,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
Quarterly Results,Interest,0.24,0.20,0.30,0.51,0.38,0.40,0.27,0.50,0.30,0.49,0.99,1.22,1.17,,,,,,,
Quarterly Results,Depreciation,1.11,0.89,1.28,1.15,1.36,1.24,1.26,1.23,1.24,1.55,1.84,1.82,1.83,,,,,,,
Quarterly Results,Profit before tax,1.49,1.67,3.36,2.88,5.49,1.91,4.57,5.70,9.35,4.51,6.33,6.69,12.40,,,,,,,
Quarterly Results,Tax %,56.38%,22.16%,36.01%,24.65%,25.32%,23.04%,21.23%,18.07%,32.41%,26.39%,30.49%,21.38%,25.65%,,,,,,,
Quarterly Results,Net Profit,0.66,1.31,2.14,2.17,4.09,1.47,3.61,4.67,6.32,3.32,4.40,5.26,9.21,,,,,,,
Quarterly Results,EPS in Rs,0.52,1.03,1.69,1.71,3.23,1.16,2.85,3.68,4.98,2.62,3.47,4.15,7.26,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,140,,,,164,,,,224,,,,292,117,140,123,172,211,190,152
Profit & Loss,Expenses,128,,,,147,,,,199,,,,251,104,128,111,156,191,177,148
Profit & Loss,Operating Profit,12,,,,17,,,,25,,,,41,13,12,12,17,20,13,4
Profit & Loss,OPM %,8%,,,,10%,,,,11%,,,,14%,11%,9%,10%,10%,9%,7%,3%
Profit & Loss,Other Income,1,,,,2,,,,3,,,,0,1,1,1,1,1,1,1
Profit & Loss,Interest,1,,,,1,,,,1,,,,4,3,3,3,1,2,2,2
Profit & Loss,Depreciation,3,,,,5,,,,5,,,,7,7,5,4,3,4,4,2
Profit & Loss,Profit before tax,9,,,,13,,,,22,,,,30,4,5,6,14,15,8,1
Profit & Loss,Tax %,27%,,,,27%,,,,25%,,,,26%,36%,33%,32%,39%,28%,32%,8%
Profit & Loss,Net Profit,6,,,,10,,,,16,,,,22,3,3,4,8,11,5,1
Profit & Loss,EPS in Rs,5.07,,,,7.66,,,,12.66,,,,17.51,4.66,5.47,7.24,6.65,8.32,4.15,0.78
Profit & Loss,Dividend Payout %,10%,,,,7%,,,,4%,,,,0%,23%,15%,7%,8%,6%,12%,64%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,13,,,,13,,,,13,,,,13,6,6,6,13,13,13,13
Balance Sheet,Reserves,73,,,,82,,,,100,,,,121,30,33,36,53,63,68,69
Balance Sheet,Borrowings,0,,,,11,,,,11,,,,43,22,23,17,3,8,10,1
Balance Sheet,Other Liabilities,37,,,,42,,,,48,,,,66,27,45,17,49,49,41,42
Balance Sheet,Total Liabilities,123,,,,148,,,,172,,,,243,85,107,76,117,133,132,124
Balance Sheet,Fixed Assets,22,,,,31,,,,29,,,,49,15,16,17,16,19,19,19
Balance Sheet,CWIP,0,,,,7,,,,15,,,,7,0,0,0,0,0,0,0
Balance Sheet,Investments,1,,,,1,,,,1,,,,1,0,0,0,0,0,0,0
Balance Sheet,Other Assets,99,,,,109,,,,128,,,,186,70,90,59,101,113,112,104
Balance Sheet,Total Assets,123,,,,148,,,,172,,,,243,85,107,76,117,133,132,124
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,8,,,,16,,,,3,,,,-3,-1,5,13,8,-7,0,12
Cash Flows,Cash from Investing Activity,-7,,,,-19,,,,-12,,,,-19,-2,-5,-3,-3,-5,-3,-2
Cash Flows,Cash from Financing Activity,-8,,,,7,,,,3,,,,27,4,-2,-9,2,8,2,-6
Cash Flows,Net Cash Flow,-7,,,,4,,,,-6,,,,6,2,-2,1,8,-4,-0,4
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,117,,,,123,,,,119,,,,107,115,159,102,137,101,115,114
Ratios,Inventory Days,12,,,,12,,,,8,,,,10,30,28,12,13,4,6,6
Ratios,Days Payable,308,,,,438,,,,232,,,,132,71,156,41,125,82,105,154
Ratios,Cash Conversion Cycle,-179,,,,-304,,,,-105,,,,-14,74,31,73,24,23,16,-34
Ratios,Working Capital Days,109,,,,111,,,,114,,,,119,95,89,87,62,82,104,113
Ratios,ROCE %,11%,,,,16%,,,,20%,,,,22%,,13%,15%,24%,22%,11%,3%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,74.59%,74.59%,74.59%,74.59%,74.59%,74.59%,74.51%,74.36%,74.36%,74.36%,74.42%,74.53%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%,0.00%,,,,,,,
Shareholding Pattern (Quarterly),Public,,25.41%,25.41%,25.41%,25.41%,25.41%,25.41%,25.48%,25.60%,25.64%,25.64%,25.58%,25.47%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,450,561,628,698,750,1233,1262,1397,1449,1441,1537,1570,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,74.59%,,,,74.59%,,,,74.36%,,,,74.53%,,,,67.22%,71.56%,73.87%,74.08%
Shareholding Pattern (Yearly),FIIs,0.00%,,,,0.00%,,,,0.03%,,,,0.00%,,,,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,25.41%,,,,25.41%,,,,25.60%,,,,25.47%,,,,32.78%,28.44%,26.13%,25.91%
Shareholding Pattern (Yearly),No. of Shareholders,297,,,,698,,,,1397,,,,1570,,,,677,472,363,326
,,,,,,,,,,,,,,,,,,,,,
