Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,1595,1190,941,1125,1141,1179,883,1020,1235,1140,828,1001,1172,,,,,,
Quarterly Results,Expenses,1330,1065,1084,1033,924,1027,780,900,1026,934,818,918,1001,,,,,,
Quarterly Results,Operating Profit,265,125,-143,92,217,152,103,120,209,207,11,83,171,,,,,,
Quarterly Results,OPM %,17%,10%,-15%,8%,19%,13%,12%,12%,17%,18%,1%,8%,15%,,,,,,
Quarterly Results,Other Income,403,25,39,41,43,48,70,47,54,472,85,66,85,,,,,,
Quarterly Results,Interest,8,11,4,5,6,9,12,8,7,7,7,10,6,,,,,,
Quarterly Results,Depreciation,22,21,22,22,24,34,27,28,27,26,26,27,27,,,,,,
Quarterly Results,Profit before tax,638,117,-130,105,230,157,133,132,229,646,62,112,223,,,,,,
Quarterly Results,Tax %,22%,15%,-27%,24%,28%,26%,27%,27%,28%,23%,34%,16%,26%,,,,,,
Quarterly Results,Net Profit,495,99,-95,80,166,115,98,95,165,501,41,94,165,,,,,,
Quarterly Results,EPS in Rs,7.98,1.60,-1.54,1.28,2.68,1.86,1.58,1.54,2.66,8.07,0.66,1.52,2.65,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,4647,,,,4397,,,,4317,,,,4142,2482,2602,2738,3091,2985,3462
Profit & Loss,Expenses,3624,,,,4105,,,,3732,,,,3666,2075,2039,2253,2487,2536,2472
Profit & Loss,Operating Profit,1023,,,,293,,,,585,,,,476,407,563,484,604,448,990
Profit & Loss,OPM %,22%,,,,7%,,,,14%,,,,11%,16%,22%,18%,20%,15%,29%
Profit & Loss,Other Income,457,,,,145,,,,218,,,,704,71,32,40,26,55,87
Profit & Loss,Interest,14,,,,27,,,,36,,,,30,45,15,10,12,11,7
Profit & Loss,Depreciation,83,,,,89,,,,116,,,,107,51,55,61,70,74,78
Profit & Loss,Profit before tax,1383,,,,321,,,,651,,,,1043,383,525,454,548,418,992
Profit & Loss,Tax %,24%,,,,22%,,,,27%,,,,23%,33%,32%,33%,33%,20%,26%
Profit & Loss,Net Profit,1051,,,,251,,,,474,,,,800,258,355,306,367,333,738
