Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,0.44,0.73,0.33,0.40,0.44,0.48,0.00,0.68,0.42,1.12,0.38,0.00,0.07,,,,,
Quarterly Results,Expenses,0.56,0.94,0.35,0.37,0.48,0.58,0.05,0.69,0.46,1.18,0.41,0.07,0.24,,,,,
Quarterly Results,Operating Profit,-0.12,-0.21,-0.02,0.03,-0.04,-0.10,-0.05,-0.01,-0.04,-0.06,-0.03,-0.07,-0.17,,,,,
Quarterly Results,OPM %,-27.27%,-28.77%,-6.06%,7.50%,-9.09%,-20.83%,,-1.47%,-9.52%,-5.36%,-7.89%,,-242.86%,,,,,
Quarterly Results,Other Income,0.20,0.12,0.30,0.03,0.10,0.18,0.24,0.33,0.36,0.46,0.25,-0.01,-0.17,,,,,
Quarterly Results,Interest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
Quarterly Results,Depreciation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,,,,,
Quarterly Results,Profit before tax,0.08,-0.09,0.28,0.06,0.06,0.08,0.19,0.32,0.32,0.39,0.21,-0.09,-0.35,,,,,
Quarterly Results,Tax %,-50.00%,11.11%,7.14%,33.33%,-66.67%,0.00%,0.00%,0.00%,59.38%,0.00%,4.76%,0.00%,-17.14%,,,,,
Quarterly Results,Net Profit,0.12,-0.10,0.26,0.04,0.09,0.08,0.19,0.32,0.14,0.39,0.21,-0.08,-0.29,,,,,
Quarterly Results,EPS in Rs,0.39,-0.32,0.84,0.13,0.29,0.26,0.61,1.03,0.45,1.25,0.68,-0.26,-0.93,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,0.44,,,,1.90,,,,1.58,,,,1.57,1.22,1.67,1.61,0.60,0.00
Profit & Loss,Expenses,0.80,,,,2.12,,,,1.76,,,,1.89,1.29,1.35,1.18,8.71,0.32
Profit & Loss,Operating Profit,-0.36,,,,-0.22,,,,-0.18,,,,-0.32,-0.07,0.32,0.43,-8.11,-0.32
Profit & Loss,OPM %,-81.82%,,,,-11.58%,,,,-11.39%,,,,-20.38%,-5.74%,19.16%,26.71%,-1351.67%,
Profit & Loss,Other Income,0.90,,,,0.55,,,,1.10,,,,0.53,0.61,0.64,0.44,0.30,1.25
