Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,7.24,5.03,5.55,5.56,3.21,5.89,4.95,5.99,5.37,5.96,6.78,7.03,6.47,,,,,,,
Quarterly Results,Expenses,8.78,5.48,5.55,5.99,7.43,5.91,4.73,5.73,4.82,5.85,6.60,6.89,6.39,,,,,,,
Quarterly Results,Operating Profit,-1.54,-0.45,0.00,-0.43,-4.22,-0.02,0.22,0.26,0.55,0.11,0.18,0.14,0.08,,,,,,,
Quarterly Results,OPM %,-21.27%,-8.95%,0.00%,-7.73%,-131.46%,-0.34%,4.44%,4.34%,10.24%,1.85%,2.65%,1.99%,1.24%,,,,,,,
Quarterly Results,Other Income,0.00,0.04,0.00,0.16,0.01,0.01,0.01,0.01,0.01,0.08,0.01,0.02,0.02,,,,,,,
Quarterly Results,Interest,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.01,0.01,0.01,0.01,,,,,,,
Quarterly Results,Depreciation,0.32,0.13,0.14,0.13,0.13,0.16,0.24,0.23,0.26,0.11,0.11,0.11,0.11,,,,,,,
Quarterly Results,Profit before tax,-1.86,-0.54,-0.14,-0.40,-4.34,-0.17,-0.03,0.02,0.26,0.07,0.07,0.04,-0.02,,,,,,,
Quarterly Results,Tax %,-5.91%,-25.93%,-14.29%,-62.50%,-11.98%,-23.53%,-133.33%,100.00%,11.54%,100.00%,-14.29%,-225.00%,-50.00%,,,,,,,
Quarterly Results,Net Profit,-1.74,-0.41,-0.12,-0.15,-3.82,-0.13,0.02,0.00,0.24,0.00,0.07,0.13,-0.01,,,,,,,
Quarterly Results,EPS in Rs,-1.70,-0.40,-0.12,-0.15,-3.74,-0.13,0.02,0.00,0.24,0.00,0.07,0.13,-0.01,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,26.68,,,,19.36,,,,22.19,,,,26.24,3.27,4.92,11.96,15.66,20.92,32.39,22.57
Profit & Loss,Expenses,28.44,,,,24.56,,,,21.17,,,,25.72,3.08,4.40,10.13,12.95,19.59,29.70,28.46
Profit & Loss,Operating Profit,-1.76,,,,-5.20,,,,1.02,,,,0.52,0.19,0.52,1.83,2.71,1.33,2.69,-5.89
Profit & Loss,OPM %,-6.60%,,,,-26.86%,,,,4.60%,,,,1.98%,5.81%,10.57%,15.30%,17.31%,6.36%,8.31%,-26.10%
Profit & Loss,Other Income,0.20,,,,0.22,,,,0.04,,,,0.13,0.01,0.00,0.06,-0.12,0.30,0.04,0.19
