Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,509,541,528,547,616,639,619,634,614,606,558,610,726,,,,,,,
Quarterly Results,Expenses,389,429,446,451,479,492,501,504,477,487,477,491,524,,,,,,,
Quarterly Results,Operating Profit,121,113,82,96,137,148,118,131,136,119,81,119,202,,,,,,,
Quarterly Results,OPM %,24%,21%,15%,18%,22%,23%,19%,21%,22%,20%,15%,19%,28%,,,,,,,
Quarterly Results,Other Income,26,10,11,20,20,13,13,20,9,17,29,16,23,,,,,,,
Quarterly Results,Interest,1,1,1,1,0,1,1,1,1,1,1,1,1,,,,,,,
Quarterly Results,Depreciation,26,28,29,31,33,34,34,34,35,37,39,40,41,,,,,,,
Quarterly Results,Profit before tax,120,93,62,84,124,127,97,116,110,98,70,94,182,,,,,,,
Quarterly Results,Tax %,20%,26%,26%,26%,26%,26%,27%,27%,33%,24%,25%,24%,25%,,,,,,,
Quarterly Results,Net Profit,95,69,46,63,91,94,71,85,73,75,52,71,136,,,,,,,
Quarterly Results,EPS in Rs,7.08,5.09,3.38,4.58,6.68,6.87,5.16,6.17,5.33,5.43,3.82,5.06,9.75,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,1878,,,,2231,,,,2506,,,,2500,609,811,914,1087,1450,1347,1497
Profit & Loss,Expenses,1403,,,,1793,,,,1964,,,,1969,689,847,937,1012,1317,1271,1138
Profit & Loss,Operating Profit,475,,,,439,,,,542,,,,531,-80,-36,-23,75,132,75,360
Profit & Loss,OPM %,25%,,,,20%,,,,22%,,,,21%,-13%,-4%,-3%,7%,9%,6%,24%
Profit & Loss,Other Income,43,,,,53,,,,62,,,,77,18,27,41,32,66,38,20
Profit & Loss,Interest,7,,,,6,,,,6,,,,8,1,2,13,17,16,22,13
Profit & Loss,Depreciation,98,,,,122,,,,137,,,,156,19,21,24,27,42,69,77
Profit & Loss,Profit before tax,413,,,,363,,,,461,,,,444,-82,-33,-20,64,140,23,290
Profit & Loss,Tax %,15%,,,,26%,,,,30%,,,,25%,2%,-28%,15%,11%,6%,22%,9%
Profit & Loss,Net Profit,350,,,,269,,,,323,,,,334,-83,-23,-22,57,131,18,265
Profit & Loss,EPS in Rs,25.94,,,,19.69,,,,23.47,,,,23.97,-6.75,-1.90,-1.79,3.72,9.97,1.21,19.76
Profit & Loss,Dividend Payout %,10%,,,,13%,,,,15%,,,,29%,0%,0%,0%,0%,0%,0%,0%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,67,,,,68,,,,68,,,,69,50,50,51,63,66,66,66
Balance Sheet,Reserves,1741,,,,1990,,,,2370,,,,2716,569,561,547,739,954,979,1326
Balance Sheet,Borrowings,20,,,,27,,,,44,,,,72,8,23,232,159,133,300,82
Balance Sheet,Other Liabilities,764,,,,802,,,,895,,,,985,304,378,353,400,478,525,567
Balance Sheet,Total Liabilities,2593,,,,2887,,,,3378,,,,3843,931,1012,1184,1361,1631,1869,2042
Balance Sheet,Fixed Assets,435,,,,494,,,,558,,,,727,213,258,278,274,334,368,397
Balance Sheet,CWIP,344,,,,370,,,,374,,,,307,54,66,138,196,228,312,349
Balance Sheet,Investments,416,,,,365,,,,449,,,,538,179,77,66,69,68,77,146
Balance Sheet,Other Assets,1398,,,,1657,,,,1997,,,,2270,485,611,703,822,1001,1113,1150
Balance Sheet,Total Assets,2593,,,,2887,,,,3378,,,,3843,931,1012,1184,1361,1631,1869,2042
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,453,,,,174,,,,410,,,,431,-18,-101,-65,49,-50,44,463
Cash Flows,Cash from Investing Activity,-399,,,,-177,,,,-255,,,,-244,132,31,-103,-154,1,-99,-193
Cash Flows,Cash from Financing Activity,-52,,,,-50,,,,-49,,,,-63,-8,16,146,143,63,80,-225
Cash Flows,Net Cash Flow,1,,,,-52,,,,106,,,,124,106,-54,-22,38,14,24,45
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,50,,,,68,,,,81,,,,65,100,68,82,81,51,77,46
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,50,,,,68,,,,81,,,,65,100,68,82,81,51,77,46
Ratios,Working Capital Days,50,,,,80,,,,88,,,,75,8,39,53,39,58,81,59
Ratios,ROCE %,25%,,,,19%,,,,20%,,,,17%,,-6%,-4%,7%,15%,2%,21%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,30.76%,30.67%,30.64%,30.60%,30.50%,30.42%,30.38%,30.35%,30.26%,30.05%,29.95%,29.91%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,24.60%,24.49%,22.20%,22.31%,23.03%,24.39%,25.09%,27.85%,27.53%,27.19%,26.21%,24.86%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,2.50%,2.17%,4.44%,4.45%,4.91%,3.90%,3.84%,3.79%,5.23%,6.35%,7.09%,8.23%,,,,,,,
Shareholding Pattern (Quarterly),Public,,42.13%,42.68%,42.71%,42.64%,41.57%,41.29%,40.68%,38.01%,36.99%,36.41%,36.74%,36.99%,,,,,,,
Shareholding Pattern (Quarterly),Others,,0.01%,0.01%,0.01%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,110444,121580,115477,112927,104462,100657,102985,103422,105176,105775,111649,112152,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,30.86%,,,,30.60%,,,,30.35%,,,,29.91%,,,29.38%,31.04%,31.51%,31.38%,31.23%
Shareholding Pattern (Yearly),FIIs,25.42%,,,,22.31%,,,,27.85%,,,,24.86%,,,11.10%,15.66%,15.34%,21.59%,27.21%
Shareholding Pattern (Yearly),DIIs,2.60%,,,,4.45%,,,,3.79%,,,,8.23%,,,7.42%,7.29%,7.48%,4.73%,2.99%
Shareholding Pattern (Yearly),Public,41.11%,,,,42.64%,,,,38.01%,,,,36.99%,,,52.00%,45.94%,45.63%,42.30%,37.85%
Shareholding Pattern (Yearly),Others,0.01%,,,,0.01%,,,,0.00%,,,,0.00%,,,0.10%,0.07%,0.04%,0.01%,0.71%
Shareholding Pattern (Yearly),No. of Shareholders,103204,,,,112927,,,,103422,,,,112152,,,71618,56852,53802,50692,60605
,,,,,,,,,,,,,,,,,,,,,
