Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,361.22,359.32,343.08,315.97,368.13,423.85,455.52,366.18,393.94,414.54,411.12,378.84,448.53,,,,,
Quarterly Results,Expenses,323.91,325.28,306.87,281.65,319.76,367.86,387.74,370.36,359.16,368.44,378.51,362.16,415.30,,,,,
Quarterly Results,Operating Profit,37.31,34.04,36.21,34.32,48.37,55.99,67.78,-4.18,34.78,46.10,32.61,16.68,33.23,,,,,
Quarterly Results,OPM %,10.33%,9.47%,10.55%,10.86%,13.14%,13.21%,14.88%,-1.14%,8.83%,11.12%,7.93%,4.40%,7.41%,,,,,
Quarterly Results,Other Income,5.35,0.49,2.56,2.34,7.76,3.45,3.94,4.16,7.22,6.93,3.91,2.89,3.68,,,,,
Quarterly Results,Interest,0.55,1.31,1.58,1.26,0.69,2.54,2.43,2.72,3.35,2.62,3.44,3.53,4.16,,,,,
Quarterly Results,Depreciation,14.77,13.06,13.26,13.38,15.85,15.61,15.51,15.70,17.45,17.08,17.70,18.00,19.96,,,,,
Quarterly Results,Profit before tax,27.34,20.16,23.93,22.02,39.59,41.29,53.78,-18.44,21.20,33.33,15.38,-1.96,12.79,,,,,
Quarterly Results,Tax %,24.29%,27.83%,18.72%,28.29%,25.69%,28.29%,29.34%,-108.24%,40.85%,26.04%,21.46%,11.22%,34.09%,,,,,
Quarterly Results,Net Profit,20.70,14.55,19.45,15.79,29.42,29.61,38.00,1.52,12.54,24.65,12.08,-2.18,8.43,,,,,
Quarterly Results,EPS in Rs,5.74,4.04,5.40,4.38,8.16,8.22,10.54,0.42,3.48,6.84,3.35,-0.60,2.34,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,1260,,,,1386,,,,1639,,,,1653,766,835,950,917,1022
Profit & Loss,Expenses,1117,,,,1233,,,,1485,,,,1524,667,729,841,825,865
Profit & Loss,Operating Profit,143,,,,153,,,,155,,,,129,99,106,109,92,157
Profit & Loss,OPM %,11%,,,,11%,,,,9%,,,,8%,13%,13%,12%,10%,15%
Profit & Loss,Other Income,16,,,,13,,,,18,,,,17,4,4,4,-10,19
Profit & Loss,Interest,3,,,,5,,,,11,,,,14,5,4,4,4,3
Profit & Loss,Depreciation,51,,,,56,,,,64,,,,73,44,44,46,48,49
Profit & Loss,Profit before tax,104,,,,106,,,,98,,,,60,55,63,64,30,124
Profit & Loss,Tax %,25%,,,,25%,,,,17%,,,,28%,8%,25%,21%,35%,47%
Profit & Loss,Net Profit,77,,,,79,,,,82,,,,43,50,47,50,19,66
Profit & Loss,EPS in Rs,21.50,,,,21.98,,,,22.66,,,,11.93,171.36,13.07,14.00,5.40,18.20
Profit & Loss,Dividend Payout %,33%,,,,32%,,,,31%,,,,59%,1%,15%,18%,46%,55%
,,,,,,,,,,,,,,,,,,,
