Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Revenue,1635,1622,1740,1898,1973,2025,2129,2184,2275,2314,2355,2371,2373,,,,,
Quarterly Results,Interest,1038,1018,1014,1073,1116,1217,1298,1365,1400,1449,1472,1501,1505,,,,,
Quarterly Results,Expenses,591,672,735,629,680,877,777,836,828,893,891,815,981,,,,,
Quarterly Results,Financing Profit,6,-69,-8,197,178,-69,54,-17,47,-27,-9,54,-113,,,,,
Quarterly Results,Financing Margin %,0%,-4%,-0%,10%,9%,-3%,3%,-1%,2%,-1%,-0%,2%,-5%,,,,,
Quarterly Results,Other Income,204,246,255,-34,345,361,355,452,346,422,449,409,572,,,,,
Quarterly Results,Depreciation,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Quarterly Results,Profit before tax,210,178,247,162,522,292,409,435,393,394,440,463,459,,,,,
Quarterly Results,Tax %,-29%,35%,10%,36%,36%,31%,33%,30%,27%,26%,26%,26%,25%,,,,,
Quarterly Results,Net Profit,272,115,223,103,334,203,275,305,287,294,325,342,342,,,,,
Quarterly Results,EPS in Rs,1.04,0.44,0.85,0.39,1.28,0.77,1.05,1.17,1.10,1.12,1.24,1.31,1.31,,,,,
Quarterly Results,Gross NPA %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net NPA %,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Revenue,6587,,,,7233,,,,8613,,,,9413,,,,,
Profit & Loss,Interest,4347,,,,4221,,,,5281,,,,5928,,,,,
Profit & Loss,Expenses,3282,,,,2627,,,,3227,,,,3542,,,,,
Profit & Loss,Financing Profit,-1042,,,,385,,,,105,,,,-56,,,,,
Profit & Loss,Financing Margin %,-16%,,,,5%,,,,1%,,,,-1%,,,,,
Profit & Loss,Other Income,1034,,,,811,,,,1515,,,,1813,,,,,
Profit & Loss,Depreciation,84,,,,87,,,,90,,,,0,,,,,
Profit & Loss,Profit before tax,-92,,,,1108,,,,1529,,,,1757,,,,,
Profit & Loss,Tax %,-149%,,,,30%,,,,30%,,,,26%,,,,,
Profit & Loss,Net Profit,45,,,,775,,,,1070,,,,1303,,,,,
Profit & Loss,EPS in Rs,0.17,,,,2.96,,,,4.09,,,,4.98,,,,,
Profit & Loss,Dividend Payout %,0%,,,,8%,,,,7%,,,,8%,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,209,,,,209,,,,262,,,,262,,,,,
Balance Sheet,Reserves,5645,,,,6465,,,,8565,,,,9839,,,,,
Balance Sheet,Deposits,89142,,,,91650,,,,101919,,,,107522,,,,,
Balance Sheet,Borrowing,3294,,,,6994,,,,3912,,,,4300,,,,,
Balance Sheet,Other Liabilities,1761,,,,2379,,,,2755,,,,2732,,,,,
Balance Sheet,Total Liabilities,100052,,,,107697,,,,117412,,,,124655,,,,,
Balance Sheet,Fixed Assets,752,,,,754,,,,821,,,,1018,,,,,
Balance Sheet,CWIP,59,,,,124,,,,145,,,,0,,,,,
Balance Sheet,Investments,21445,,,,24641,,,,23977,,,,21777,,,,,
Balance Sheet,Other Assets,77796,,,,82178,,,,92469,,,,101860,,,,,
Balance Sheet,Total Assets,100052,,,,107697,,,,117412,,,,124655,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,5165,,,,-7261,,,,7075,,,,-2353,,,,,
Cash Flows,Cash from Investing Activity,-1741,,,,-386,,,,-1986,,,,4434,,,,,
Cash Flows,Cash from Financing Activity,-989,,,,3524,,,,-2148,,,,157,,,,,
Cash Flows,Net Cash Flow,2436,,,,-4123,,,,2942,,,,2238,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,ROE %,,,,,12%,,,,14%,,,,14%,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,7.45%,7.82%,14.88%,14.58%,13.59%,15.00%,14.68%,15.17%,13.44%,11.47%,11.46%,11.96%,,,,,
Shareholding Pattern (Quarterly),DIIs,,16.12%,11.64%,6.87%,7.64%,7.84%,6.59%,7.61%,4.61%,5.06%,5.25%,7.25%,10.42%,,,,,
Shareholding Pattern (Quarterly),Public,,76.43%,80.54%,78.22%,77.77%,78.57%,78.40%,77.70%,80.20%,81.49%,83.26%,81.29%,77.61%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,661707,697657,695022,709877,715015,809664,888397,1104003,1208113,1247471,1258792,1254661,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),FIIs,7.36%,,,,14.58%,,,,15.17%,,,,11.96%,35.37%,31.65%,24.13%,19.10%,7.27%
Shareholding Pattern (Yearly),DIIs,16.53%,,,,7.64%,,,,4.61%,,,,10.42%,13.81%,15.55%,13.53%,7.30%,18.04%
Shareholding Pattern (Yearly),Public,76.11%,,,,77.77%,,,,80.20%,,,,77.61%,50.82%,52.80%,62.34%,73.60%,74.69%
Shareholding Pattern (Yearly),No. of Shareholders,664199,,,,709877,,,,1104003,,,,1254661,297193,334846,408357,440646,553557
,,,,,,,,,,,,,,,,,,,
