Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Revenue,1481,1502,1696,1715,1776,2030,2161,2305,2348,2488,2633,2560,2360,,,,,,,,
Quarterly Results,Interest,495,505,528,566,589,648,689,749,779,848,906,925,895,,,,,,,,
Quarterly Results,Expenses,584,568,587,575,587,671,675,729,773,846,892,1191,1638,,,,,,,,
Quarterly Results,Financing Profit,402,429,581,574,600,710,796,827,796,793,835,444,-173,,,,,,,,
Quarterly Results,Financing Margin %,27%,29%,34%,33%,34%,35%,37%,36%,34%,32%,32%,17%,-7%,,,,,,,,
Quarterly Results,Other Income,10,1,18,19,23,27,13,21,14,24,4,3,4,,,,,,,,
Quarterly Results,Depreciation,58,49,46,53,56,56,62,62,65,64,67,70,66,,,,,,,,
Quarterly Results,Profit before tax,354,381,553,541,567,681,747,786,746,753,773,376,-236,,,,,,,,
Quarterly Results,Tax %,26%,26%,26%,27%,27%,27%,25%,27%,24%,26%,26%,26%,-14%,,,,,,,,
Quarterly Results,Net Profit,261,282,409,393,415,498,561,575,564,557,572,278,-203,,,,,,,,
Quarterly Results,EPS in Rs,3.08,3.33,4.82,4.63,4.88,5.86,6.60,6.77,6.63,6.55,6.74,3.33,-2.26,,,,,,,,
Quarterly Results,Gross NPA %,,,,,,,,,,,,,,,,,,,,,
Quarterly Results,Net NPA %,,,,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Revenue,6061,,,,6700,,,,8848,,,,10041,2100,1988,2369,3406,3421,4180,5465,6331
Profit & Loss,Interest,2011,,,,2188,,,,2866,,,,3575,1027,877,947,1169,1030,1345,1832,2219
Profit & Loss,Expenses,2133,,,,2317,,,,2848,,,,4567,678,648,820,1011,1344,1365,1547,1669
Profit & Loss,Financing Profit,1916,,,,2195,,,,3134,,,,1899,396,462,601,1225,1047,1469,2086,2443
Profit & Loss,Financing Margin %,32%,,,,33%,,,,35%,,,,19%,19%,23%,25%,36%,31%,35%,38%,39%
Profit & Loss,Other Income,65,,,,50,,,,72,,,,3,11,5,3,3,58,63,86,44
Profit & Loss,Depreciation,198,,,,204,,,,246,,,,267,64,54,56,63,68,75,164,171
Profit & Loss,Profit before tax,1784,,,,2041,,,,2960,,,,1635,343,414,548,1166,1037,1457,2007,2316
Profit & Loss,Tax %,26%,,,,26%,,,,26%,,,,28%,34%,34%,35%,35%,35%,35%,26%,26%
Profit & Loss,Net Profit,1329,,,,1500,,,,2197,,,,1173,226,271,355,758,676,949,1480,1725
Profit & Loss,EPS in Rs,15.70,,,,17.67,,,,25.86,,,,14.37,2.69,3.23,4.20,8.98,8.04,11.16,17.37,20.37
Profit & Loss,Dividend Payout %,19%,,,,17%,,,,13%,,,,24%,67%,42%,54%,17%,25%,19%,16%,10%
,,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,169,,,,169,,,,169,,,,169,168,168,168,168,169,169,169,169
Balance Sheet,Reserves,8199,,,,9476,,,,11379,,,,12263,2324,2465,2590,3193,3645,4378,5577,7138
Balance Sheet,Borrowing,24816,,,,29167,,,,34320,,,,36060,7795,8632,9638,10986,12607,15297,23022,23327
Balance Sheet,Other Liabilities,623,,,,693,,,,880,,,,713,551,352,443,804,609,602,767,703
Balance Sheet,Total Liabilities,33808,,,,39504,,,,46748,,,,49205,10838,11616,12839,15152,17030,20446,29535,31338
Balance Sheet,Fixed Assets,1052,,,,1094,,,,1070,,,,1134,202,206,230,222,310,367,803,926
Balance Sheet,CWIP,13,,,,17,,,,33,,,,11,5,1,0,1,0,1,3,8
Balance Sheet,Investments,421,,,,534,,,,726,,,,788,796,217,49,5,5,174,90,338
Balance Sheet,Other Assets,32322,,,,37860,,,,44918,,,,47272,9836,11193,12560,14925,16715,19904,28639,30066
Balance Sheet,Total Assets,33808,,,,39504,,,,46748,,,,49205,10838,11616,12839,15152,17030,20446,29535,31338
,,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-423,,,,-3103,,,,-3383,,,,-467,2924,-888,-1042,-1271,-33,-1661,-3620,-619
Cash Flows,Cash from Investing Activity,-193,,,,-616,,,,-593,,,,-1588,2,649,72,-25,-148,-371,26,-186
Cash Flows,Cash from Financing Activity,438,,,,3849,,,,4025,,,,1132,-2923,265,772,1211,293,2388,6049,59
Cash Flows,Net Cash Flow,-177,,,,130,,,,49,,,,-922,4,26,-198,-84,112,356,2455,-747
,,,,,,,,,,,,,,,,,,,,,,
Ratios,ROE %,17%,,,,17%,,,,21%,,,,10%,,11%,13%,25%,19%,22%,28%,26%
,,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,35.15%,35.18%,35.20%,35.20%,35.20%,35.20%,35.20%,35.20%,35.24%,35.25%,35.25%,35.25%,,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,28.91%,28.36%,30.07%,30.17%,30.73%,27.08%,28.95%,31.99%,33.00%,30.36%,27.01%,28.43%,,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,13.50%,12.18%,11.57%,13.54%,10.65%,12.25%,12.15%,9.50%,9.34%,10.97%,7.88%,7.99%,,,,,,,,
Shareholding Pattern (Quarterly),Public,,22.44%,24.27%,23.16%,21.11%,23.42%,25.47%,23.69%,23.32%,22.42%,23.41%,29.84%,28.33%,,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,406937,422087,400372,390490,370993,350710,385117,437488,452090,574726,666703,626137,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,35.06%,,,,35.20%,,,,35.20%,,,,35.25%,,,,34.45%,34.64%,35.14%,35.05%,34.99%
Shareholding Pattern (Yearly),FIIs,29.83%,,,,30.17%,,,,31.99%,,,,28.43%,,,,34.99%,0.00%,44.18%,39.50%,38.58%
Shareholding Pattern (Yearly),DIIs,15.80%,,,,13.54%,,,,9.50%,,,,7.99%,,,,5.18%,44.35%,3.89%,8.43%,8.88%
Shareholding Pattern (Yearly),Public,19.31%,,,,21.11%,,,,23.32%,,,,28.33%,,,,25.38%,21.01%,16.79%,17.02%,17.55%
Shareholding Pattern (Yearly),No. of Shareholders,346543,,,,390490,,,,437488,,,,626137,,,,94614,137834,112218,139706,214395
,,,,,,,,,,,,,,,,,,,,,,
