Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,188,235,200,218,202,222,224,217,210,227,221,243,243,,,,,,
Quarterly Results,Expenses,147,191,159,188,169,175,173,173,174,178,179,191,192,,,,,,
Quarterly Results,Operating Profit,42,44,41,29,32,47,51,44,36,49,43,52,51,,,,,,
Quarterly Results,OPM %,22%,19%,21%,14%,16%,21%,23%,20%,17%,22%,19%,21%,21%,,,,,,
Quarterly Results,Other Income,5,5,5,5,7,5,5,6,7,6,6,6,31,,,,,,
Quarterly Results,Interest,4,6,6,6,9,7,7,11,14,13,12,15,15,,,,,,
Quarterly Results,Depreciation,9,8,8,10,13,11,11,15,16,17,17,18,18,,,,,,
Quarterly Results,Profit before tax,34,35,31,19,18,35,38,23,13,26,19,25,48,,,,,,
Quarterly Results,Tax %,24%,17%,11%,14%,31%,35%,18%,33%,-134%,17%,20%,29%,5%,,,,,,
Quarterly Results,Net Profit,25,29,28,16,12,23,32,16,30,21,15,18,46,,,,,,
Quarterly Results,EPS in Rs,7.09,8.20,8.24,4.24,3.38,6.46,9.77,4.51,9.69,6.17,4.26,5.55,14.09,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,648,,,,854,,,,873,,,,934,220,244,276,284,451,465
Profit & Loss,Expenses,500,,,,706,,,,695,,,,739,154,175,206,207,325,350
Profit & Loss,Operating Profit,148,,,,148,,,,178,,,,195,67,69,70,76,126,115
Profit & Loss,OPM %,23%,,,,17%,,,,20%,,,,21%,30%,28%,25%,27%,28%,25%
Profit & Loss,Other Income,18,,,,20,,,,24,,,,49,2,6,14,15,-4,16
Profit & Loss,Interest,20,,,,27,,,,40,,,,56,24,21,23,25,30,28
Profit & Loss,Depreciation,33,,,,39,,,,53,,,,70,18,17,13,18,24,31
Profit & Loss,Profit before tax,113,,,,102,,,,109,,,,118,27,37,49,48,67,71
Profit & Loss,Tax %,20%,,,,17%,,,,8%,,,,15%,16%,16%,18%,27%,30%,9%
Profit & Loss,Net Profit,90,,,,85,,,,100,,,,101,23,31,40,35,47,64
Profit & Loss,EPS in Rs,24.00,,,,24.07,,,,30.37,,,,30.07,133.60,213.90,224.92,19.17,10.69,15.92
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,0%,0%,0%,0%,0%,0%,0%
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,14,,,,14,,,,14,,,,14,1,1,1,7,13,14
Balance Sheet,Reserves,403,,,,472,,,,560,,,,645,-41,-20,119,143,211,334
Balance Sheet,Borrowings,175,,,,355,,,,447,,,,506,298,281,153,185,209,154
Balance Sheet,Other Liabilities,352,,,,397,,,,429,,,,489,67,90,149,168,243,279
Balance Sheet,Total Liabilities,944,,,,1238,,,,1450,,,,1654,325,353,422,503,677,781
Balance Sheet,Fixed Assets,238,,,,309,,,,662,,,,738,117,116,41,166,259,253
Balance Sheet,CWIP,61,,,,250,,,,41,,,,38,51,86,106,23,14,6
Balance Sheet,Investments,0,,,,0,,,,0,,,,0,0,0,0,0,0,0
Balance Sheet,Other Assets,645,,,,680,,,,747,,,,878,157,151,275,315,404,521
Balance Sheet,Total Assets,944,,,,1238,,,,1450,,,,1654,325,353,422,503,677,781
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,105,,,,90,,,,140,,,,187,58,63,36,31,108,112
Cash Flows,Cash from Investing Activity,-140,,,,-260,,,,-152,,,,-149,-24,-44,14,-54,-116,-33
Cash Flows,Cash from Financing Activity,5,,,,149,,,,35,,,,12,-17,-45,-30,11,14,-4
Cash Flows,Net Cash Flow,-30,,,,-22,,,,22,,,,49,18,-26,21,-12,6,75
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,100,,,,92,,,,105,,,,104,121,134,59,72,70,70
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,100,,,,92,,,,105,,,,104,121,134,59,72,70,70
Ratios,Working Capital Days,46,,,,45,,,,50,,,,37,83,83,-48,-46,18,16
Ratios,ROCE %,20%,,,,15%,,,,14%,,,,12%,,21%,24%,20%,26%,18%
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,46.23%,46.23%,46.23%,46.23%,46.23%,46.23%,46.07%,46.07%,46.07%,46.07%,46.08%,46.08%,,,,,,
