Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,1053,1159,1232,1085,980,942,983,940,929,974,1063,1042,1145,,,,,,,
Quarterly Results,Expenses,908,1011,1100,931,845,819,858,828,827,850,935,936,1018,,,,,,,
Quarterly Results,Operating Profit,145,148,132,154,135,123,125,112,102,124,128,106,127,,,,,,,
Quarterly Results,OPM %,14%,13%,11%,14%,14%,13%,13%,12%,11%,13%,12%,10%,11%,,,,,,,
Quarterly Results,Other Income,1,-2,1,4,7,2,3,6,24,5,9,4,8,,,,,,,
Quarterly Results,Interest,3,4,6,6,6,6,5,6,5,4,4,5,6,,,,,,,
Quarterly Results,Depreciation,18,19,20,22,23,24,25,25,26,27,28,28,28,,,,,,,
Quarterly Results,Profit before tax,124,123,107,131,113,96,98,88,94,99,104,77,100,,,,,,,
Quarterly Results,Tax %,21%,18%,21%,19%,20%,22%,21%,19%,18%,19%,19%,16%,24%,,,,,,,
Quarterly Results,Net Profit,98,100,84,106,91,75,77,71,78,80,85,65,76,,,,,,,
Quarterly Results,EPS in Rs,27.75,28.31,23.66,29.96,25.53,21.20,21.84,20.13,21.86,22.48,23.89,18.22,21.40,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,3684,,,,4462,,,,3792,,,,4224,1870,1799,2158,2432,2761,2595,2782
Profit & Loss,Expenses,3284,,,,3894,,,,3330,,,,3739,1681,1563,1886,2144,2408,2226,2334
Profit & Loss,Operating Profit,401,,,,568,,,,462,,,,484,190,236,271,288,353,369,449
Profit & Loss,OPM %,11%,,,,13%,,,,12%,,,,11%,10%,13%,13%,12%,13%,14%,16%
Profit & Loss,Other Income,13,,,,10,,,,35,,,,26,2,6,10,10,5,6,11
Profit & Loss,Interest,13,,,,22,,,,22,,,,19,34,34,27,31,30,24,13
Profit & Loss,Depreciation,71,,,,83,,,,100,,,,110,45,45,47,49,51,62,74
Profit & Loss,Profit before tax,329,,,,473,,,,375,,,,380,112,163,207,219,277,289,372
Profit & Loss,Tax %,20%,,,,19%,,,,20%,,,,20%,40%,37%,29%,28%,31%,20%,19%
Profit & Loss,Net Profit,263,,,,381,,,,301,,,,305,67,103,148,158,191,230,302
Profit & Loss,EPS in Rs,74.12,,,,107.46,,,,85.03,,,,86.00,19.03,28.97,41.64,44.57,53.87,64.99,85.22
Profit & Loss,Dividend Payout %,24%,,,,20%,,,,26%,,,,5%,21%,31%,14%,16%,15%,22%,21%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,35,,,,35,,,,35,,,,35,35,35,35,35,35,35,35
Balance Sheet,Reserves,1539,,,,1847,,,,2144,,,,2327,342,412,539,683,841,1032,1266
Balance Sheet,Borrowings,421,,,,327,,,,187,,,,210,451,412,393,348,298,396,289
Balance Sheet,Other Liabilities,602,,,,518,,,,539,,,,889,231,250,315,385,389,348,458
Balance Sheet,Total Liabilities,2597,,,,2728,,,,2906,,,,3462,1060,1109,1283,1452,1563,1812,2049
Balance Sheet,Fixed Assets,760,,,,923,,,,973,,,,1030,459,436,456,447,519,748,712
Balance Sheet,CWIP,205,,,,139,,,,158,,,,262,7,51,10,25,83,66,124
Balance Sheet,Investments,0,,,,0,,,,198,,,,299,0,0,0,0,0,6,43
Balance Sheet,Other Assets,1630,,,,1665,,,,1576,,,,1871,594,623,817,980,962,992,1170
Balance Sheet,Total Assets,2597,,,,2728,,,,2906,,,,3462,1060,1109,1283,1452,1563,1812,2049
,,,,,,,,,,,,,,,,,,,,,
