Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2019,Mar 2020,Mar 2021,Mar 2017,Mar 2018
Quarterly Results,Sales,57.56,60.31,60.08,63.49,58.09,53.24,57.89,55.58,50.42,49.31,48.74,49.05,87.05,,,,,
Quarterly Results,Expenses,50.70,51.94,53.94,56.38,55.24,49.00,49.31,48.79,46.51,44.55,43.32,41.16,82.71,,,,,
Quarterly Results,Operating Profit,6.86,8.37,6.14,7.11,2.85,4.24,8.58,6.79,3.91,4.76,5.42,7.89,4.34,,,,,
Quarterly Results,OPM %,11.92%,13.88%,10.22%,11.20%,4.91%,7.96%,14.82%,12.22%,7.75%,9.65%,11.12%,16.09%,4.99%,,,,,
Quarterly Results,Other Income,1.39,0.79,0.75,1.63,4.89,1.15,0.31,1.24,0.92,0.85,0.98,0.37,-0.24,,,,,
Quarterly Results,Interest,0.59,0.59,1.23,1.24,1.38,0.72,0.65,0.61,0.73,0.79,0.84,0.78,0.79,,,,,
Quarterly Results,Depreciation,1.45,1.87,2.01,1.98,1.88,2.86,2.18,2.04,1.95,1.96,1.98,2.00,1.93,,,,,
Quarterly Results,Profit before tax,6.21,6.70,3.65,5.52,4.48,1.81,6.06,5.38,2.15,2.86,3.58,5.48,1.38,,,,,
Quarterly Results,Tax %,4.19%,5.37%,26.30%,29.35%,37.05%,38.12%,16.17%,14.68%,58.60%,24.13%,24.30%,32.85%,2.17%,,,,,
Quarterly Results,Net Profit,5.96,6.34,2.69,3.90,2.82,1.12,5.07,4.59,0.89,2.17,2.71,3.68,1.35,,,,,
Quarterly Results,EPS in Rs,0.45,0.48,0.20,0.29,0.21,0.08,0.38,0.35,0.07,0.16,0.20,0.28,0.04,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,217,,,,242,,,,217,,,,234,0,195,181,,
Profit & Loss,Expenses,188,,,,218,,,,193,,,,212,0,188,168,,
Profit & Loss,Operating Profit,28,,,,24,,,,24,,,,22,0,7,13,,
Profit & Loss,OPM %,13%,,,,10%,,,,11%,,,,10%,19%,4%,7%,,
Profit & Loss,Other Income,1,,,,5,,,,3,,,,2,0,-1,15,,
Profit & Loss,Interest,2,,,,4,,,,3,,,,3,0,1,2,,
Profit & Loss,Depreciation,5,,,,8,,,,9,,,,8,0,1,5,,
Profit & Loss,Profit before tax,22,,,,17,,,,15,,,,13,0,4,21,,
Profit & Loss,Tax %,7%,,,,27%,,,,24%,,,,25%,0%,1%,6%,,
