Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,4351,3795,3490,3297,3671,3179,3043,3348,3579,2856,4001,4662,5268,,,,,,,
Quarterly Results,Expenses,2724,2936,3200,2849,2931,2600,2666,2592,2491,1935,2469,2351,2525,,,,,,,
Quarterly Results,Operating Profit,1627,859,290,448,740,579,378,756,1088,921,1533,2311,2743,,,,,,,
Quarterly Results,OPM %,37%,23%,8%,14%,20%,18%,12%,23%,30%,32%,38%,50%,52%,,,,,,,
Quarterly Results,Other Income,142,52,69,61,55,48,69,50,511,61,72,99,126,,,,,,,
Quarterly Results,Interest,16,4,4,4,1,2,4,2,9,3,4,19,32,,,,,,,
Quarterly Results,Depreciation,384,150,154,157,255,170,186,154,240,174,180,286,88,,,,,,,
Quarterly Results,Profit before tax,1368,757,201,347,539,455,256,650,1350,804,1420,2105,2748,,,,,,,
Quarterly Results,Tax %,25%,26%,38%,26%,8%,27%,27%,28%,26%,27%,26%,26%,25%,,,,,,,
Quarterly Results,Net Profit,1025,558,125,256,495,334,187,471,997,588,1046,1566,2067,,,,,,,
Quarterly Results,EPS in Rs,5.58,3.04,0.68,1.40,2.70,1.82,1.02,2.56,5.43,3.20,5.70,8.53,11.26,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,14215,,,,14257,,,,13149,,,,16788,7383,6817,7543,9509,11499,8472,8956
Profit & Loss,Expenses,9665,,,,11917,,,,10348,,,,9280,5510,5858,6464,8113,8607,7985,7174
Profit & Loss,Operating Profit,4550,,,,2340,,,,2801,,,,7508,1873,959,1079,1397,2893,487,1782
Profit & Loss,OPM %,32%,,,,16%,,,,21%,,,,45%,25%,14%,14%,15%,25%,6%,20%
Profit & Loss,Other Income,264,,,,234,,,,678,,,,357,821,659,368,1124,327,273,147
Profit & Loss,Interest,23,,,,13,,,,17,,,,59,167,3,3,2,2,6,7
Profit & Loss,Depreciation,837,,,,716,,,,750,,,,728,414,426,480,480,476,530,606
Profit & Loss,Profit before tax,3954,,,,1845,,,,2712,,,,7078,2113,1189,964,2039,2741,224,1316
Profit & Loss,Tax %,25%,,,,22%,,,,27%,,,,26%,37%,34%,31%,34%,37%,39%,1%
Profit & Loss,Net Profit,2951,,,,1435,,,,1988,,,,5268,1322,787,668,1342,1734,136,1299
Profit & Loss,EPS in Rs,16.07,,,,7.81,,,,10.83,,,,28.68,5.13,3.05,3.45,6.94,9.29,0.73,7.07
Profit & Loss,Dividend Payout %,40%,,,,58%,,,,46%,,,,28%,34%,65%,81%,82%,62%,205%,49%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,918,,,,918,,,,918,,,,918,1289,1289,966,966,933,933,918
Balance Sheet,Reserves,11634,,,,12208,,,,13470,,,,16887,11509,11906,9239,9537,9552,9054,9761
Balance Sheet,Borrowings,77,,,,105,,,,96,,,,182,0,0,51,45,67,12,102
Balance Sheet,Other Liabilities,4857,,,,4396,,,,4751,,,,4895,3380,3515,4245,4064,4596,4549,3928
Balance Sheet,Total Liabilities,17487,,,,17627,,,,19235,,,,22882,16178,16710,14501,14613,15147,14548,14709
Balance Sheet,Fixed Assets,7343,,,,7303,,,,7383,,,,7750,6645,6596,7144,7139,7286,7485,7660
Balance Sheet,CWIP,2235,,,,3269,,,,4573,,,,4935,550,688,566,915,883,1427,1575
Balance Sheet,Investments,375,,,,359,,,,342,,,,774,950,1011,1260,710,257,331,560
Balance Sheet,Other Assets,7534,,,,6696,,,,6938,,,,9424,8032,8416,5531,5849,6722,5306,4913
Balance Sheet,Total Assets,17487,,,,17627,,,,19235,,,,22882,16178,16710,14501,14613,15147,14548,14709
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,4050,,,,908,,,,2719,,,,5806,520,881,1436,1590,2409,-349,2199
Cash Flows,Cash from Investing Activity,-2736,,,,-334,,,,-2000,,,,-3971,566,314,1550,-490,-532,873,-1404
Cash Flows,Cash from Financing Activity,-1114,,,,-924,,,,-739,,,,-1758,-506,-544,-3616,-1100,-1731,-677,-601
Cash Flows,Net Cash Flow,199,,,,-350,,,,-20,,,,78,580,651,-630,1,146,-153,195
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,2,,,,2,,,,4,,,,4,6,13,9,10,8,6,6
Ratios,Inventory Days,324,,,,213,,,,252,,,,353,411,352,389,288,231,463,411
Ratios,Days Payable,287,,,,146,,,,206,,,,137,155,213,284,232,245,211,262
Ratios,Cash Conversion Cycle,39,,,,69,,,,50,,,,221,262,151,114,66,-7,258,156
Ratios,Working Capital Days,-15,,,,5,,,,7,,,,8,8,10,-22,-10,-26,-8,13
Ratios,ROCE %,34%,,,,14%,,,,17%,,,,44%,,9%,9%,11%,26%,2%,13%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,51.28%,51.28%,51.28%,51.28%,51.28%,51.28%,51.28%,51.28%,51.28%,51.28%,51.28%,51.28%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,16.71%,14.69%,15.05%,15.95%,14.95%,13.68%,11.56%,8.99%,10.43%,12.08%,14.13%,15.81%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,10.13%,12.58%,12.49%,13.30%,15.38%,17.47%,18.80%,18.82%,19.12%,19.29%,17.99%,15.70%,,,,,,,
Shareholding Pattern (Quarterly),Public,,21.88%,21.45%,21.17%,19.48%,18.40%,17.57%,18.38%,20.93%,19.16%,17.34%,16.60%,17.21%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,614835,677784,679547,662340,644039,636856,692122,876645,912729,868800,912049,927096,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,51.28%,,,,51.28%,,,,51.28%,,,,51.28%,,,74.58%,60.20%,52.00%,51.50%,51.28%
Shareholding Pattern (Yearly),FIIs,18.03%,,,,15.95%,,,,8.99%,,,,15.81%,,,4.00%,6.41%,11.92%,11.30%,8.38%
Shareholding Pattern (Yearly),DIIs,8.76%,,,,13.30%,,,,18.82%,,,,15.70%,,,13.16%,21.21%,19.73%,14.20%,9.64%
Shareholding Pattern (Yearly),Public,21.93%,,,,19.48%,,,,20.93%,,,,17.21%,,,8.27%,12.17%,16.35%,23.00%,30.70%
