Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,108,125,56,108,148,113,70,82,207,127,199,212,401,,,,,,,
Quarterly Results,Expenses,100,108,45,89,125,92,54,65,177,105,158,169,331,,,,,,,
Quarterly Results,Operating Profit,7,17,11,20,23,21,16,17,30,22,40,43,70,,,,,,,
Quarterly Results,OPM %,7%,14%,20%,18%,15%,19%,23%,21%,15%,18%,20%,20%,18%,,,,,,,
Quarterly Results,Other Income,3,0,1,0,3,0,1,1,10,8,3,1,7,,,,,,,
Quarterly Results,Interest,1,1,1,2,2,2,3,3,4,5,8,7,9,,,,,,,
Quarterly Results,Depreciation,1,1,1,1,1,2,2,2,2,2,3,3,5,,,,,,,
Quarterly Results,Profit before tax,8,15,10,17,23,17,12,12,34,23,33,34,65,,,,,,,
Quarterly Results,Tax %,28%,32%,33%,30%,30%,11%,30%,26%,26%,20%,24%,22%,29%,,,,,,,
Quarterly Results,Net Profit,5,10,7,12,15,15,8,9,25,18,25,26,46,,,,,,,
Quarterly Results,EPS in Rs,0.82,1.50,1.01,1.76,2.32,2.28,1.23,1.39,3.73,2.73,3.74,3.96,6.87,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,250,,,,438,,,,471,,,,939,27,41,111,60,158,75,72
Profit & Loss,Expenses,216,,,,367,,,,386,,,,763,22,32,82,50,125,64,54
Profit & Loss,Operating Profit,34,,,,70,,,,85,,,,176,5,10,29,10,33,11,18
Profit & Loss,OPM %,14%,,,,16%,,,,18%,,,,19%,18%,23%,26%,17%,21%,14%,25%
Profit & Loss,Other Income,3,,,,5,,,,13,,,,20,0,0,0,0,0,1,1
Profit & Loss,Interest,5,,,,6,,,,13,,,,29,0,1,2,3,5,5,5
Profit & Loss,Depreciation,6,,,,5,,,,8,,,,13,0,1,1,3,4,4,5
Profit & Loss,Profit before tax,27,,,,64,,,,76,,,,154,4,8,26,4,25,3,9
Profit & Loss,Tax %,33%,,,,31%,,,,24%,,,,25%,33%,34%,35%,50%,22%,60%,36%
Profit & Loss,Net Profit,18,,,,44,,,,58,,,,115,3,5,17,2,19,1,6
Profit & Loss,EPS in Rs,2.74,,,,6.58,,,,8.74,,,,17.29,1.51,0.78,2.53,0.28,2.92,0.17,0.91
Profit & Loss,Dividend Payout %,6%,,,,2%,,,,6%,,,,3%,0%,0%,6%,9%,6%,0%,0%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,11,,,,11,,,,33,,,,33,1,3,9,9,11,11,11
Balance Sheet,Reserves,76,,,,117,,,,152,,,,280,4,13,24,26,49,48,55
Balance Sheet,Borrowings,28,,,,49,,,,116,,,,252,2,10,21,40,35,31,33
Balance Sheet,Other Liabilities,226,,,,168,,,,324,,,,604,12,17,50,63,84,169,167
Balance Sheet,Total Liabilities,342,,,,346,,,,626,,,,1169,19,43,104,138,179,260,265
Balance Sheet,Fixed Assets,135,,,,144,,,,174,,,,420,10,25,50,85,83,81,132
Balance Sheet,CWIP,11,,,,1,,,,1,,,,0,0,0,18,8,10,50,11
Balance Sheet,Investments,5,,,,23,,,,22,,,,10,0,0,0,0,0,0,1
Balance Sheet,Other Assets,191,,,,177,,,,429,,,,739,9,18,36,45,86,130,121
Balance Sheet,Total Assets,342,,,,346,,,,626,,,,1169,19,43,104,138,179,260,265
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,26,,,,28,,,,33,,,,162,7,4,36,12,2,-28,-6
Cash Flows,Cash from Investing Activity,-10,,,,-21,,,,-70,,,,-241,-9,-16,-44,-27,-4,-40,-18
Cash Flows,Cash from Financing Activity,-11,,,,-15,,,,47,,,,101,3,13,8,22,1,69,33
Cash Flows,Net Cash Flow,5,,,,-8,,,,10,,,,22,1,1,0,7,-1,0,9
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,23,,,,48,,,,196,,,,126,26,68,84,93,64,53,21
Ratios,Inventory Days,,,,,96,,,,134,,,,126,,,,,,,
Ratios,Days Payable,,,,,105,,,,197,,,,180,,,,,,,
Ratios,Cash Conversion Cycle,23,,,,40,,,,132,,,,71,26,68,84,93,64,53,21
Ratios,Working Capital Days,24,,,,19,,,,85,,,,80,15,26,15,-134,21,228,238
Ratios,ROCE %,24%,,,,44%,,,,38%,,,,42%,,52%,70%,11%,35%,7%,13%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,59.56%,44.80%,44.80%,44.80%,44.80%,44.80%,44.80%,44.80%,45.01%,45.01%,45.01%,45.02%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,0.00%,0.00%,0.06%,0.19%,0.26%,0.26%,0.32%,0.37%,0.48%,0.60%,0.80%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.91%,0.91%,,,,,,,
Shareholding Pattern (Quarterly),Public,,40.44%,55.20%,55.20%,55.15%,55.01%,54.94%,54.94%,54.87%,54.62%,54.45%,53.47%,53.27%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,8336,9754,9414,11044,14258,16197,18312,43282,58795,57152,54624,57788,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,66.39%,,,,44.80%,,,,44.80%,,,,45.02%,,,69.44%,69.44%,69.45%,69.45%,68.78%
Shareholding Pattern (Yearly),FIIs,0.00%,,,,0.06%,,,,0.32%,,,,0.80%,,,0.00%,0.00%,0.00%,0.00%,0.00%
