Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2021,Mar 2019,Mar 2020
Quarterly Results,Sales,309,464,700,328,254,612,811,314,135,519,747,274,274,,,,,
Quarterly Results,Expenses,247,398,518,270,247,482,667,296,202,465,600,280,270,,,,,
Quarterly Results,Operating Profit,62,66,183,58,7,130,144,19,-67,55,147,-6,4,,,,,
Quarterly Results,OPM %,20%,14%,26%,18%,3%,21%,18%,6%,-50%,11%,20%,-2%,2%,,,,,
Quarterly Results,Other Income,1,0,1,1,1,4,-3,1,1,3,1,-0,1,,,,,
Quarterly Results,Interest,7,7,9,10,13,12,15,19,15,16,16,16,17,,,,,
Quarterly Results,Depreciation,7,6,6,6,7,7,8,6,11,10,10,11,12,,,,,
Quarterly Results,Profit before tax,49,53,168,43,-12,115,118,-6,-92,32,121,-33,-24,,,,,
Quarterly Results,Tax %,23%,25%,23%,29%,-28%,21%,19%,3%,-22%,33%,22%,-26%,-9%,,,,,
Quarterly Results,Net Profit,38,40,130,31,-8,90,95,-7,-72,21,95,-24,-22,,,,,
Quarterly Results,EPS in Rs,16.14,16.97,54.90,12.95,-3.56,38.27,40.12,-2.80,-30.66,9.00,40.03,-10.22,-9.26,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,1211,,,,1746,,,,1873,,,,1814,127,151,905,,
Profit & Loss,Expenses,1045,,,,1432,,,,1648,,,,1614,126,154,854,,
Profit & Loss,Operating Profit,166,,,,314,,,,226,,,,200,1,-2,51,,
Profit & Loss,OPM %,14%,,,,18%,,,,12%,,,,11%,0%,-1%,6%,,
Profit & Loss,Other Income,2,,,,3,,,,3,,,,5,1,4,7,,
Profit & Loss,Interest,15,,,,39,,,,62,,,,66,1,2,5,,
Profit & Loss,Depreciation,12,,,,24,,,,33,,,,43,0,0,3,,
Profit & Loss,Profit before tax,141,,,,253,,,,134,,,,96,0,0,51,,
