Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Revenue,2201,2203,2286,2497,2643,2855,3008,3191,3339,3497,3531,3537,3477,,,,,
Quarterly Results,Interest,1000,1062,1111,1221,1285,1434,1533,1645,1739,1796,1916,1951,1913,,,,,
Quarterly Results,Expenses,1490,1471,1503,1610,1651,1698,2063,2004,1990,2000,2239,2837,2472,,,,,
Quarterly Results,Financing Profit,-289,-330,-328,-334,-293,-276,-588,-458,-390,-300,-624,-1251,-908,,,,,
Quarterly Results,Financing Margin %,-13%,-15%,-14%,-13%,-11%,-10%,-20%,-14%,-12%,-9%,-18%,-35%,-26%,,,,,
Quarterly Results,Other Income,513,614,585,624,684,694,713,777,876,775,928,1074,1001,,,,,
Quarterly Results,Depreciation,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Quarterly Results,Profit before tax,224,284,257,290,390,418,125,320,486,475,304,-177,93,,,,,
Quarterly Results,Tax %,26%,26%,27%,23%,24%,24%,-165%,23%,25%,26%,24%,-127%,7%,,,,,
Quarterly Results,Net Profit,165,209,188,225,299,319,331,245,364,351,232,47,87,,,,,
Quarterly Results,EPS in Rs,2.75,3.48,3.13,3.75,4.98,5.33,5.51,4.06,6.02,5.79,3.81,0.78,1.43,,,,,
Quarterly Results,Gross NPA %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net NPA %,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Revenue,8445,,,,9677,,,,12394,,,,14041,3713,4561,6302,8779,8676
Profit & Loss,Interest,4148,,,,4679,,,,6350,,,,7576,2492,2741,3761,4885,4539
Profit & Loss,Expenses,6674,,,,6071,,,,7520,,,,9548,1234,1827,2559,4919,5129
Profit & Loss,Financing Profit,-2378,,,,-1073,,,,-1477,,,,-3083,-12,-6,-17,-1025,-993
Profit & Loss,Financing Margin %,-28%,,,,-11%,,,,-12%,,,,-22%,-0%,-0%,-0%,-12%,-11%
Profit & Loss,Other Income,2352,,,,2507,,,,3060,,,,3778,755,1069,1441,1918,1875
Profit & Loss,Depreciation,180,,,,213,,,,235,,,,0,62,89,126,146,170
Profit & Loss,Profit before tax,-206,,,,1221,,,,1349,,,,696,681,974,1298,747,712
