Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,572,565,541,523,587,563,545,520,504,502,526,523,528,,,,,
Quarterly Results,Expenses,527,509,510,481,492,491,481,476,454,451,484,476,465,,,,,
Quarterly Results,Operating Profit,45,56,32,43,95,73,64,44,50,51,42,47,63,,,,,
Quarterly Results,OPM %,8%,10%,6%,8%,16%,13%,12%,9%,10%,10%,8%,9%,12%,,,,,
Quarterly Results,Other Income,7,5,5,7,9,7,7,8,8,7,6,4,5,,,,,
Quarterly Results,Interest,2,3,4,5,5,4,4,4,3,2,4,4,4,,,,,
Quarterly Results,Depreciation,11,11,11,12,12,14,16,16,16,17,18,19,19,,,,,
Quarterly Results,Profit before tax,39,47,22,33,87,61,51,32,37,40,26,28,45,,,,,
Quarterly Results,Tax %,23%,26%,28%,28%,26%,25%,26%,28%,26%,24%,26%,26%,30%,,,,,
Quarterly Results,Net Profit,30,35,16,24,65,46,38,23,28,30,19,21,31,,,,,
Quarterly Results,EPS in Rs,1.01,1.18,0.54,0.81,2.21,1.56,1.29,0.79,0.94,1.02,0.65,0.70,1.07,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,2184,,,,2217,,,,2133,,,,2079,,,,,
Profit & Loss,Expenses,1925,,,,1991,,,,1902,,,,1877,,,,,
Profit & Loss,Operating Profit,259,,,,226,,,,231,,,,202,,,,,
Profit & Loss,OPM %,12%,,,,10%,,,,11%,,,,10%,,,,,
Profit & Loss,Other Income,17,,,,25,,,,30,,,,22,,,,,
Profit & Loss,Interest,8,,,,16,,,,16,,,,15,,,,,
Profit & Loss,Depreciation,43,,,,46,,,,63,,,,72,,,,,
Profit & Loss,Profit before tax,225,,,,189,,,,182,,,,138,,,,,
Profit & Loss,Tax %,25%,,,,26%,,,,26%,,,,27%,,,,,
Profit & Loss,Net Profit,168,,,,139,,,,134,,,,101,,,,,
Profit & Loss,EPS in Rs,5.71,,,,4.74,,,,4.58,,,,3.44,,,,,
Profit & Loss,Dividend Payout %,14%,,,,17%,,,,22%,,,,116%,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,59,,,,59,,,,59,,,,59,,,,,
Balance Sheet,Reserves,1334,,,,1449,,,,1553,,,,1629,,,,,
Balance Sheet,Borrowings,44,,,,80,,,,33,,,,117,,,,,
Balance Sheet,Other Liabilities,526,,,,435,,,,600,,,,577,,,,,
Balance Sheet,Total Liabilities,1962,,,,2022,,,,2244,,,,2382,,,,,
Balance Sheet,Fixed Assets,561,,,,752,,,,933,,,,1172,,,,,
Balance Sheet,CWIP,105,,,,90,,,,101,,,,21,,,,,
Balance Sheet,Investments,2,,,,20,,,,20,,,,21,,,,,
Balance Sheet,Other Assets,1294,,,,1161,,,,1190,,,,1169,,,,,
Balance Sheet,Total Assets,1962,,,,2022,,,,2244,,,,2382,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,93,,,,122,,,,290,,,,179,,,,,
Cash Flows,Cash from Investing Activity,-121,,,,-120,,,,-191,,,,-154,,,,,
Cash Flows,Cash from Financing Activity,-2,,,,-4,,,,-92,,,,46,,,,,
Cash Flows,Net Cash Flow,-29,,,,-2,,,,6,,,,70,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,79,,,,83,,,,81,,,,90,,,,,
Ratios,Inventory Days,95,,,,77,,,,111,,,,95,,,,,
Ratios,Days Payable,95,,,,74,,,,123,,,,112,,,,,
Ratios,Cash Conversion Cycle,79,,,,86,,,,69,,,,73,,,,,
Ratios,Working Capital Days,78,,,,86,,,,76,,,,79,,,,,
Ratios,ROCE %,,,,,14%,,,,12%,,,,9%,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,43.69%,43.69%,43.69%,48.19%,48.19%,48.19%,48.19%,48.19%,48.19%,48.19%,52.62%,52.62%,,,,,
Shareholding Pattern (Quarterly),FIIs,,2.50%,2.41%,2.37%,2.43%,3.54%,2.33%,2.18%,1.40%,1.39%,1.63%,1.49%,1.47%,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.04%,0.05%,0.16%,0.23%,0.25%,0.35%,0.36%,0.29%,0.09%,0.07%,0.08%,0.07%,,,,,
Shareholding Pattern (Quarterly),Public,,53.77%,53.84%,53.78%,49.15%,48.02%,49.12%,49.27%,50.11%,50.34%,50.11%,45.81%,45.84%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,148907,145692,143327,140177,126004,135397,134235,130003,128689,125979,126701,130002,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,43.69%,,,,48.19%,,,,48.19%,,,,52.62%,41.19%,41.19%,41.89%,41.89%,43.69%
Shareholding Pattern (Yearly),FIIs,3.14%,,,,2.43%,,,,1.40%,,,,1.47%,0.00%,0.00%,1.76%,2.61%,5.96%
Shareholding Pattern (Yearly),DIIs,0.04%,,,,0.23%,,,,0.29%,,,,0.07%,0.12%,0.11%,0.26%,0.26%,0.06%
Shareholding Pattern (Yearly),Public,53.13%,,,,49.15%,,,,50.11%,,,,45.84%,58.69%,58.71%,56.09%,55.24%,50.29%
Shareholding Pattern (Yearly),No. of Shareholders,146437,,,,140177,,,,130003,,,,130002,12966,23245,26542,36778,109092
,,,,,,,,,,,,,,,,,,,
