Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2011,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,74.59,92.16,67.82,55.05,87.18,72.81,82.89,75.05,82.61,98.09,70.33,74.12,84.57,,,,,,
Quarterly Results,Expenses,72.12,85.15,63.14,50.59,77.72,65.98,71.80,66.91,74.67,89.77,63.24,67.87,75.39,,,,,,
Quarterly Results,Operating Profit,2.47,7.01,4.68,4.46,9.46,6.83,11.09,8.14,7.94,8.32,7.09,6.25,9.18,,,,,,
Quarterly Results,OPM %,3.31%,7.61%,6.90%,8.10%,10.85%,9.38%,13.38%,10.85%,9.61%,8.48%,10.08%,8.43%,10.85%,,,,,,
Quarterly Results,Other Income,4.30,2.19,2.04,2.51,1.14,2.74,0.05,3.01,1.29,0.72,0.83,1.38,0.92,,,,,,
Quarterly Results,Interest,0.72,0.76,0.86,0.79,1.05,0.72,0.80,0.53,1.18,1.55,1.69,1.87,1.98,,,,,,
Quarterly Results,Depreciation,2.95,3.01,3.02,2.94,2.96,3.06,3.39,3.82,3.26,3.60,3.64,3.61,3.54,,,,,,
Quarterly Results,Profit before tax,3.10,5.43,2.84,3.24,6.59,5.79,6.95,6.80,4.79,3.89,2.59,2.15,4.58,,,,,,
Quarterly Results,Tax %,30.32%,29.47%,29.58%,23.15%,10.93%,26.94%,24.46%,22.79%,10.65%,25.19%,28.57%,20.47%,24.24%,,,,,,
Quarterly Results,Net Profit,2.16,3.83,2.01,2.50,5.89,4.23,5.25,5.25,4.29,2.91,1.85,1.70,3.47,,,,,,
Quarterly Results,EPS in Rs,0.18,0.32,0.17,0.21,0.49,0.35,0.44,0.44,0.36,0.24,0.15,0.14,0.29,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,268,,,,302,,,,313,,,,327,366,,,,,
Profit & Loss,Expenses,250,,,,276,,,,278,,,,296,290,,,,,
