Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,35.10,25.83,24.85,35.28,38.30,22.99,23.27,42.15,45.01,29.43,27.36,48.91,73.84,,,,,
Quarterly Results,Expenses,25.93,21.22,20.90,31.24,30.82,19.54,19.38,32.72,37.22,24.83,23.90,39.74,58.45,,,,,
Quarterly Results,Operating Profit,9.17,4.61,3.95,4.04,7.48,3.45,3.89,9.43,7.79,4.60,3.46,9.17,15.39,,,,,
Quarterly Results,OPM %,26.13%,17.85%,15.90%,11.45%,19.53%,15.01%,16.72%,22.37%,17.31%,15.63%,12.65%,18.75%,20.84%,,,,,
Quarterly Results,Other Income,0.33,0.49,2.12,1.35,0.73,0.52,0.88,1.09,1.13,2.65,1.64,0.97,1.77,,,,,
Quarterly Results,Interest,1.37,1.09,1.36,1.75,1.70,1.84,1.77,2.43,2.45,2.27,2.14,2.17,2.10,,,,,
Quarterly Results,Depreciation,2.13,1.61,1.78,1.92,1.86,1.67,1.75,2.72,2.64,2.44,2.45,2.53,2.18,,,,,
Quarterly Results,Profit before tax,6.00,2.40,2.93,1.72,4.65,0.46,1.25,5.37,3.83,2.54,0.51,5.44,12.88,,,,,
Quarterly Results,Tax %,27.00%,28.33%,22.87%,26.74%,19.57%,21.74%,27.20%,21.97%,26.63%,26.77%,19.61%,23.53%,22.44%,,,,,
Quarterly Results,Net Profit,4.38,1.73,2.26,1.25,3.73,0.36,0.91,4.20,2.80,1.87,0.40,4.16,9.99,,,,,
Quarterly Results,EPS in Rs,1.57,0.62,0.81,0.45,1.34,0.13,0.33,1.51,1.00,0.67,0.14,1.49,3.35,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,118,,,,124,,,,133,,,,180,74,79,85,86,104
Profit & Loss,Expenses,93,,,,104,,,,109,,,,147,54,54,66,70,80
Profit & Loss,Operating Profit,25,,,,20,,,,25,,,,34,20,25,19,16,24
Profit & Loss,OPM %,21%,,,,16%,,,,19%,,,,19%,27%,31%,22%,18%,23%
Profit & Loss,Other Income,3,,,,5,,,,4,,,,6,1,3,5,2,3
Profit & Loss,Interest,5,,,,6,,,,9,,,,9,5,6,5,5,6
Profit & Loss,Depreciation,7,,,,7,,,,9,,,,10,7,7,6,7,8
Profit & Loss,Profit before tax,15,,,,12,,,,11,,,,21,9,14,13,5,13
Profit & Loss,Tax %,27%,,,,23%,,,,24%,,,,23%,34%,35%,25%,40%,24%
Profit & Loss,Net Profit,11,,,,9,,,,8,,,,16,6,9,9,3,10
