Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,1461,1635,1584,1971,2598,2162,2220,2311,2527,2835,3055,2340,3073,,,,,
Quarterly Results,Expenses,489,687,718,1118,334,81,521,645,693,392,850,460,671,,,,,
Quarterly Results,Operating Profit,972,948,866,853,2264,2081,1699,1666,1834,2443,2205,1880,2402,,,,,
Quarterly Results,OPM %,67%,58%,55%,43%,87%,96%,77%,72%,73%,86%,72%,80%,78%,,,,,
Quarterly Results,Other Income,111,66,100,216,265,178,353,264,234,219,224,280,39,,,,,
Quarterly Results,Interest,667,458,498,617,1338,1393,1165,1242,1224,1440,1369,1251,1368,,,,,
Quarterly Results,Depreciation,274,280,298,330,392,451,474,481,497,593,618,618,663,,,,,
Quarterly Results,Profit before tax,142,276,170,122,799,415,413,207,347,629,442,291,410,,,,,
Quarterly Results,Tax %,15%,21%,14%,52%,38%,34%,29%,33%,24%,29%,6%,-37%,29%,,,,,
Quarterly Results,Net Profit,121,214,149,103,507,323,371,256,310,629,515,474,383,,,,,
Quarterly Results,EPS in Rs,0.77,1.35,0.94,0.65,3.21,2.03,2.35,1.62,0.95,2.82,1.74,3.11,1.45,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,5133,,,,7776,,,,9220,,,,11212,502,1480,2058,2549,3124
Profit & Loss,Expenses,1621,,,,2806,,,,1881,,,,2323,98,637,532,1098,883
Profit & Loss,Operating Profit,3512,,,,4970,,,,7339,,,,8889,403,843,1526,1450,2241
Profit & Loss,OPM %,68%,,,,64%,,,,80%,,,,79%,80%,57%,74%,57%,72%
Profit & Loss,Other Income,507,,,,667,,,,1323,,,,1316,80,42,73,-111,391
Profit & Loss,Interest,2617,,,,2911,,,,5088,,,,5492,334,552,1121,995,1953
Profit & Loss,Depreciation,849,,,,1300,,,,1903,,,,2498,333,543,1062,394,486
Profit & Loss,Profit before tax,553,,,,1426,,,,1671,,,,2215,-184,-210,-585,-50,193
Profit & Loss,Tax %,12%,,,,32%,,,,25%,,,,10%,-75%,-35%,-19%,23%,6%
Profit & Loss,Net Profit,489,,,,973,,,,1260,,,,2001,-47,-138,-475,-68,182
Profit & Loss,EPS in Rs,3.13,,,,6.15,,,,6.94,,,,9.12,-0.37,-1.00,-3.03,-0.15,1.34
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,0%,0%,0%,0%,0%,0%
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,1564,,,,1584,,,,1584,,,,1584,1274,1564,1564,1564,1564
Balance Sheet,Reserves,1050,,,,5720,,,,9058,,,,10553,-71,-223,369,793,636
Balance Sheet,Borrowings,52832,,,,54223,,,,64858,,,,80040,4347,9864,11142,14866,24209
Balance Sheet,Other Liabilities,3508,,,,5382,,,,12586,,,,18587,610,4503,1582,1201,2283
Balance Sheet,Total Liabilities,58954,,,,66909,,,,88086,,,,110764,6160,15709,14658,18424,28692
Balance Sheet,Fixed Assets,28452,,,,48336,,,,62284,,,,79914,4341,9120,10388,12554,16429
Balance Sheet,CWIP,19899,,,,5291,,,,6427,,,,14480,267,1725,743,1208,4452
Balance Sheet,Investments,574,,,,1149,,,,1515,,,,2743,26,87,77,476,502
Balance Sheet,Other Assets,10029,,,,12133,,,,17860,,,,13627,1525,4777,3449,4186,7309
Balance Sheet,Total Assets,58954,,,,66909,,,,88086,,,,110764,6160,15709,14658,18424,28692
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,3127,,,,7265,,,,7713,,,,8364,28,649,1625,1965,1601
Cash Flows,Cash from Investing Activity,-18730,,,,-3857,,,,-21060,,,,-19828,-1511,-4428,-2666,-3743,-9137
Cash Flows,Cash from Financing Activity,15986,,,,-2973,,,,13953,,,,12068,1559,3942,1045,2161,7083
Cash Flows,Net Cash Flow,383,,,,435,,,,606,,,,604,76,162,3,383,-453
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,129,,,,104,,,,53,,,,50,245,209,134,106,175
Ratios,Inventory Days,,,,,,,,,,,,,,,,383,,
Ratios,Days Payable,,,,,,,,,,,,,,,,455,,
Ratios,Cash Conversion Cycle,129,,,,104,,,,53,,,,50,245,209,63,106,175
Ratios,Working Capital Days,102,,,,27,,,,-7,,,,-83,244,-345,-51,-33,79
Ratios,ROCE %,8%,,,,8%,,,,10%,,,,9%,,4%,4%,8%,10%
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,60.50%,60.75%,60.75%,57.26%,56.27%,56.26%,56.37%,56.37%,57.51%,60.93%,60.93%,60.93%,,,,,
Shareholding Pattern (Quarterly),FIIs,,15.91%,15.25%,15.14%,17.13%,18.25%,18.16%,18.03%,18.15%,16.91%,15.16%,13.68%,12.45%,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.98%,1.26%,1.40%,1.45%,1.47%,1.49%,1.50%,1.55%,1.46%,1.45%,1.73%,2.40%,,,,,
Shareholding Pattern (Quarterly),Public,,22.61%,22.74%,22.70%,24.16%,24.00%,24.09%,24.10%,23.93%,24.11%,22.45%,23.64%,24.22%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,371764,385297,393167,746294,692340,676271,693064,668586,742579,628425,900770,995700,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,61.27%,,,,57.26%,,,,56.37%,,,,60.93%,,,86.50%,74.92%,56.29%
Shareholding Pattern (Yearly),FIIs,16.53%,,,,17.13%,,,,18.15%,,,,12.45%,,,10.26%,21.14%,21.47%
Shareholding Pattern (Yearly),DIIs,0.79%,,,,1.45%,,,,1.55%,,,,2.40%,,,0.24%,0.20%,0.30%
Shareholding Pattern (Yearly),Public,21.41%,,,,24.16%,,,,23.93%,,,,24.22%,,,3.00%,3.75%,21.94%
Shareholding Pattern (Yearly),No. of Shareholders,228469,,,,746294,,,,668586,,,,995700,,,83552,94098,166386
,,,,,,,,,,,,,,,,,,,
