Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2020,Mar 2021,Mar 2017,Mar 2018,Mar 2019
Quarterly Results,Sales,36.59,28.53,30.71,33.47,40.65,38.99,34.08,37.23,43.06,41.15,42.78,43.42,50.24,,,,,
Quarterly Results,Expenses,27.48,20.57,22.12,24.67,32.87,29.96,24.72,28.22,32.09,30.45,31.28,31.66,34.52,,,,,
Quarterly Results,Operating Profit,9.11,7.96,8.59,8.80,7.78,9.03,9.36,9.01,10.97,10.70,11.50,11.76,15.72,,,,,
Quarterly Results,OPM %,24.90%,27.90%,27.97%,26.29%,19.14%,23.16%,27.46%,24.20%,25.48%,26.00%,26.88%,27.08%,31.29%,,,,,
Quarterly Results,Other Income,0.88,0.41,0.60,1.85,1.81,1.52,0.66,0.23,0.77,0.46,0.37,0.25,0.18,,,,,
Quarterly Results,Interest,0.68,0.86,0.99,1.94,2.15,2.08,1.65,1.79,2.08,1.40,1.64,1.30,4.19,,,,,
Quarterly Results,Depreciation,3.19,3.57,3.77,4.10,3.55,4.52,4.22,4.44,4.87,5.06,5.12,5.23,5.48,,,,,
Quarterly Results,Profit before tax,6.12,3.94,4.43,4.61,3.89,3.95,4.15,3.01,4.79,4.70,5.11,5.48,6.23,,,,,
Quarterly Results,Tax %,-46.24%,26.90%,56.21%,13.02%,-0.77%,28.10%,12.53%,30.90%,34.86%,48.72%,6.07%,17.15%,7.70%,,,,,
Quarterly Results,Net Profit,8.95,2.88,1.94,4.01,3.92,2.84,3.64,2.07,3.12,2.41,4.80,4.53,5.76,,,,,
Quarterly Results,EPS in Rs,5.23,1.68,1.04,2.15,2.06,1.49,1.70,0.95,1.43,1.11,2.21,2.06,2.62,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,128,,,,133,,,,153,,,,178,83,95,,,
Profit & Loss,Expenses,99,,,,100,,,,115,,,,128,63,72,,,
Profit & Loss,Operating Profit,29,,,,33,,,,38,,,,50,20,23,,,
Profit & Loss,OPM %,23%,,,,25%,,,,25%,,,,28%,24%,24%,,,
Profit & Loss,Other Income,2,,,,5,,,,3,,,,1,2,1,,,
Profit & Loss,Interest,3,,,,6,,,,8,,,,9,2,2,,,
Profit & Loss,Depreciation,10,,,,15,,,,18,,,,21,7,8,,,
Profit & Loss,Profit before tax,19,,,,17,,,,16,,,,22,12,13,,,
Profit & Loss,Tax %,20%,,,,24%,,,,27%,,,,19%,21%,19%,,,
Profit & Loss,Net Profit,15,,,,13,,,,12,,,,18,10,11,,,
Profit & Loss,EPS in Rs,8.90,,,,6.70,,,,5.37,,,,7.97,6.43,6.84,,,
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,0%,0%,0%,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,17,,,,19,,,,22,,,,22,15,16,,,
Balance Sheet,Reserves,110,,,,154,,,,241,,,,264,66,83,,,
Balance Sheet,Borrowings,93,,,,119,,,,79,,,,75,17,43,,,
Balance Sheet,Other Liabilities,47,,,,44,,,,47,,,,55,17,37,,,
Balance Sheet,Total Liabilities,268,,,,336,,,,389,,,,415,115,178,,,
Balance Sheet,Fixed Assets,205,,,,267,,,,314,,,,309,66,69,,,
Balance Sheet,CWIP,1,,,,6,,,,0,,,,17,13,49,,,
Balance Sheet,Investments,7,,,,3,,,,0,,,,0,0,0,,,
Balance Sheet,Other Assets,55,,,,60,,,,74,,,,90,36,60,,,
Balance Sheet,Total Assets,268,,,,336,,,,389,,,,415,115,178,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,36,,,,33,,,,24,,,,34,19,15,,,
Cash Flows,Cash from Investing Activity,-90,,,,-74,,,,-52,,,,-31,-22,-47,,,
Cash Flows,Cash from Financing Activity,55,,,,41,,,,27,,,,-3,3,32,,,
Cash Flows,Net Cash Flow,-0,,,,0,,,,0,,,,-0,-0,-0,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,40,,,,60,,,,50,,,,63,36,48,,,
Ratios,Inventory Days,69,,,,76,,,,121,,,,193,93,112,,,
Ratios,Days Payable,149,,,,129,,,,120,,,,93,46,141,,,
Ratios,Cash Conversion Cycle,-39,,,,7,,,,51,,,,163,83,19,,,
Ratios,Working Capital Days,2,,,,30,,,,62,,,,96,41,8,,,
Ratios,ROCE %,12%,,,,9%,,,,7%,,,,9%,,13%,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,67.54%,62.10%,62.10%,60.72%,60.72%,54.15%,53.15%,53.15%,53.15%,53.15%,53.58%,53.58%,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,16.12%,16.12%,15.74%,15.74%,14.03%,13.76%,13.52%,13.52%,13.42%,13.58%,13.61%,,,,,
Shareholding Pattern (Quarterly),DIIs,,8.76%,0.55%,0.33%,0.00%,0.00%,10.82%,10.62%,10.62%,10.62%,10.62%,10.88%,10.97%,,,,,
Shareholding Pattern (Quarterly),Public,,23.70%,21.24%,21.45%,23.54%,23.54%,21.00%,22.47%,22.71%,22.71%,22.80%,21.96%,21.85%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,6091,5678,6210,6322,6056,7299,7001,7386,7313,7867,8598,8608,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,67.54%,,,,60.72%,,,,53.15%,,,,53.58%,72.88%,74.02%,68.61%,71.82%,71.99%
Shareholding Pattern (Yearly),FIIs,0.00%,,,,15.74%,,,,13.52%,,,,13.61%,0.00%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,8.76%,,,,0.00%,,,,10.62%,,,,10.97%,0.00%,0.00%,0.00%,0.00%,0.00%
