Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2019,Mar 2020,Mar 2021,Mar 2017,Mar 2018
Quarterly Results,Sales,695,554,581,536,673,533,613,548,598,533,555,591,611,,,,,
Quarterly Results,Expenses,647,515,537,496,622,496,568,507,555,496,521,555,553,,,,,
Quarterly Results,Operating Profit,48,39,43,40,51,37,45,41,43,38,34,35,58,,,,,
Quarterly Results,OPM %,7%,7%,7%,7%,8%,7%,7%,7%,7%,7%,6%,6%,9%,,,,,
Quarterly Results,Other Income,0,0,1,0,1,1,1,1,2,1,1,1,2,,,,,
Quarterly Results,Interest,8,8,10,9,10,9,10,11,9,9,9,9,8,,,,,
Quarterly Results,Depreciation,20,20,20,20,20,21,21,21,21,21,21,21,21,,,,,
Quarterly Results,Profit before tax,20,12,14,11,22,8,14,10,15,8,5,6,30,,,,,
Quarterly Results,Tax %,31%,32%,36%,37%,35%,32%,36%,35%,27%,33%,34%,34%,32%,,,,,
Quarterly Results,Net Profit,14,8,9,7,14,5,9,7,11,5,3,4,21,,,,,
Quarterly Results,EPS in Rs,1.29,0.73,0.83,0.62,1.32,0.48,0.84,0.62,1.04,0.50,0.28,0.36,1.90,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,2078,,,,2344,,,,2292,,,,2290,1994,1658,1499,,
Profit & Loss,Expenses,1928,,,,2171,,,,2126,,,,2125,1820,1517,1363,,
Profit & Loss,Operating Profit,150,,,,173,,,,167,,,,165,174,141,136,,
Profit & Loss,OPM %,7%,,,,7%,,,,7%,,,,7%,9%,9%,9%,,
Profit & Loss,Other Income,1,,,,2,,,,5,,,,4,3,2,5,,
Profit & Loss,Interest,33,,,,37,,,,40,,,,36,34,38,33,,
Profit & Loss,Depreciation,75,,,,80,,,,84,,,,84,61,63,66,,
Profit & Loss,Profit before tax,43,,,,58,,,,48,,,,49,82,42,42,,
Profit & Loss,Tax %,35%,,,,35%,,,,32%,,,,33%,36%,33%,37%,,
Profit & Loss,Net Profit,28,,,,38,,,,32,,,,33,52,28,26,,
Profit & Loss,EPS in Rs,2.60,,,,3.50,,,,2.98,,,,3.04,4.81,2.61,2.42,,
Profit & Loss,Dividend Payout %,19%,,,,20%,,,,24%,,,,23%,10%,10%,10%,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,22,,,,22,,,,22,,,,22,11,11,11,,
Balance Sheet,Reserves,453,,,,486,,,,517,,,,541,393,412,439,,
Balance Sheet,Borrowings,380,,,,336,,,,440,,,,540,404,445,369,,
Balance Sheet,Other Liabilities,473,,,,456,,,,577,,,,569,398,339,414,,
Balance Sheet,Total Liabilities,1327,,,,1299,,,,1556,,,,1672,1205,1207,1233,,
Balance Sheet,Fixed Assets,856,,,,881,,,,906,,,,922,832,817,860,,
Balance Sheet,CWIP,62,,,,23,,,,162,,,,308,51,143,83,,
Balance Sheet,Investments,26,,,,27,,,,34,,,,38,17,21,24,,
Balance Sheet,Other Assets,382,,,,368,,,,453,,,,404,305,226,266,,
Balance Sheet,Total Assets,1327,,,,1299,,,,1556,,,,1672,1205,1207,1233,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,106,,,,154,,,,188,,,,199,128,154,163,,
Cash Flows,Cash from Investing Activity,-76,,,,-65,,,,-140,,,,-265,-195,-144,-50,,
Cash Flows,Cash from Financing Activity,-29,,,,-87,,,,-51,,,,65,66,-10,-113,,
Cash Flows,Net Cash Flow,1,,,,3,,,,-4,,,,-1,-1,1,1,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,16,,,,13,,,,20,,,,14,14,11,15,,
Ratios,Inventory Days,47,,,,40,,,,55,,,,51,40,35,49,,
Ratios,Days Payable,60,,,,51,,,,68,,,,65,49,47,66,,
Ratios,Cash Conversion Cycle,3,,,,2,,,,7,,,,0,5,-1,-2,,
Ratios,Working Capital Days,-9,,,,1,,,,-4,,,,-9,-15,-20,-21,,
Ratios,ROCE %,9%,,,,11%,,,,10%,,,,8%,,10%,9%,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,59.35%,59.35%,59.35%,59.35%,59.35%,59.35%,59.35%,59.35%,59.35%,59.35%,59.35%,59.35%,,,,,
Shareholding Pattern (Quarterly),FIIs,,3.43%,3.48%,3.42%,3.40%,3.55%,3.71%,3.63%,2.61%,0.83%,0.83%,0.83%,0.86%,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,,,,,
Shareholding Pattern (Quarterly),Public,,37.19%,37.15%,37.19%,37.24%,37.07%,36.92%,36.99%,38.02%,39.80%,39.80%,39.81%,39.76%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,24166,22793,21965,21462,21178,21622,23528,33025,35828,38279,41107,40531,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,59.35%,,,,59.35%,,,,59.35%,,,,59.35%,59.39%,59.35%,59.35%,58.56%,58.56%
Shareholding Pattern (Yearly),FIIs,3.50%,,,,3.40%,,,,2.61%,,,,0.86%,0.01%,1.98%,3.36%,0.05%,0.10%
Shareholding Pattern (Yearly),DIIs,0.03%,,,,0.03%,,,,0.03%,,,,0.03%,0.09%,0.18%,0.03%,3.32%,0.61%
Shareholding Pattern (Yearly),Government,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,0.55%,0.60%,0.64%,0.00%,0.45%
Shareholding Pattern (Yearly),Public,37.13%,,,,37.24%,,,,38.02%,,,,39.76%,39.95%,37.89%,36.63%,38.07%,40.27%
Shareholding Pattern (Yearly),No. of Shareholders,24421,,,,21462,,,,33025,,,,40531,16272,16441,15578,13180,15533
,,,,,,,,,,,,,,,,,,,
