Section,,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Sales,,,,,,,,,,,,,,,,,,
Quarterly Results,Expenses,,,,,,,,,,,,,,,,,,
Quarterly Results,Operating Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,OPM %,,,,,,,,,,,,,,,,,,
Quarterly Results,Other Income,,,,,,,,,,,,,,,,,,
Quarterly Results,Interest,,,,,,,,,,,,,,,,,,
Quarterly Results,Depreciation,,,,,,,,,,,,,,,,,,
Quarterly Results,Profit before tax,,,,,,,,,,,,,,,,,,
Quarterly Results,Tax %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,EPS in Rs,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,,,,,,,,,,,,,,,,,,
Profit & Loss,Expenses,,,,,,,,,,,,,,,,,,
Profit & Loss,Operating Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,OPM %,,,,,,,,,,,,,,,,,,
Profit & Loss,Other Income,,,,,,,,,,,,,,,,,,
Profit & Loss,Interest,,,,,,,,,,,,,,,,,,
Profit & Loss,Depreciation,,,,,,,,,,,,,,,,,,
Profit & Loss,Profit before tax,,,,,,,,,,,,,,,,,,
Profit & Loss,Tax %,,,,,,,,,,,,,,,,,,
Profit & Loss,Net Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,EPS in Rs,,,,,,,,,,,,,,,,,,
Profit & Loss,Dividend Payout %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,,,,,,,,,,,,,,,,,,
Balance Sheet,Reserves,,,,,,,,,,,,,,,,,,
Balance Sheet,Borrowings,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Fixed Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,CWIP,,,,,,,,,,,,,,,,,,
Balance Sheet,Investments,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Assets,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Investing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Financing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Net Cash Flow,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,,,,,,,,,,,,,,,,,,
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,,,,,,,,,,,,,,,,,,
Ratios,Working Capital Days,,,,,,,,,,,,,,,,,,
Ratios,ROCE %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,74.25%,74.25%,74.25%,74.25%,74.25%,74.25%,74.25%,74.25%,74.25%,74.25%,74.25%,74.25%,,,,,,
Shareholding Pattern (Quarterly),FIIs,1.01%,1.04%,1.03%,0.76%,0.63%,0.49%,0.48%,0.50%,1.24%,0.86%,1.00%,1.23%,,,,,,
Shareholding Pattern (Quarterly),DIIs,12.47%,11.71%,11.57%,11.14%,10.04%,9.06%,8.90%,8.43%,7.96%,7.95%,7.37%,6.96%,,,,,,
Shareholding Pattern (Quarterly),Public,12.26%,13.01%,13.15%,13.84%,15.08%,16.19%,16.36%,16.81%,16.53%,16.93%,17.38%,17.55%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,35151,35230,35641,35678,34264,37543,36755,37384,34053,32465,32293,32379,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,74.25%,,,,74.25%,,,,74.25%,74.25%,74.25%,74.25%,74.25%,74.25%,74.25%
Shareholding Pattern (Yearly),FIIs,,,,0.76%,,,,0.50%,,,,1.23%,1.24%,1.64%,1.40%,0.98%,0.94%,0.99%
Shareholding Pattern (Yearly),DIIs,,,,11.14%,,,,8.43%,,,,6.96%,13.71%,14.47%,15.00%,16.03%,14.99%,12.61%
Shareholding Pattern (Yearly),Government,,,,0.00%,,,,0.00%,,,,0.00%,0.00%,0.40%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,,,,13.84%,,,,16.81%,,,,17.55%,10.80%,9.24%,9.34%,8.74%,9.81%,12.15%
Shareholding Pattern (Yearly),No. of Shareholders,,,,35678,,,,37384,,,,32379,14557,13800,14714,15156,23136,36444
,,,,,,,,,,,,,,,,,,,
