Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,1.86,3.21,4.30,3.91,3.32,2.31,2.11,1.13,0.91,0.73,1.63,0.83,0.71,,,,,,
Quarterly Results,Expenses,7.76,7.23,8.49,8.68,6.48,5.21,6.60,0.35,6.03,3.54,2.66,2.82,2.24,,,,,,
Quarterly Results,Operating Profit,-5.90,-4.02,-4.19,-4.77,-3.16,-2.90,-4.49,0.78,-5.12,-2.81,-1.03,-1.99,-1.53,,,,,,
Quarterly Results,OPM %,-317.20%,-125.23%,-97.44%,-121.99%,-95.18%,-125.54%,-212.80%,69.03%,-562.64%,-384.93%,-63.19%,-239.76%,-215.49%,,,,,,
Quarterly Results,Other Income,0.42,0.13,0.48,0.54,0.53,0.37,0.49,0.26,-0.61,-0.60,0.42,0.23,-0.06,,,,,,
Quarterly Results,Interest,0.00,0.02,0.08,0.08,0.08,0.05,0.06,0.05,0.05,0.04,0.03,0.02,0.02,,,,,,
Quarterly Results,Depreciation,0.03,0.27,0.42,0.49,0.51,0.52,0.53,0.53,0.51,0.49,0.44,0.32,0.24,,,,,,
Quarterly Results,Profit before tax,-5.51,-4.18,-4.21,-4.80,-3.22,-3.10,-4.59,0.46,-6.29,-3.94,-1.08,-2.10,-1.85,,,,,,
Quarterly Results,Tax %,-10.34%,-5.98%,-4.04%,-0.21%,0.93%,23.23%,-1.31%,-10.87%,-3.97%,-0.25%,3.70%,-0.95%,0.00%,,,,,,
Quarterly Results,Net Profit,-4.95,-3.94,-4.04,-4.79,-3.25,-3.83,-4.54,0.51,-6.04,-3.93,-1.12,-2.09,-1.86,,,,,,
Quarterly Results,EPS in Rs,-3.42,-2.70,-2.66,-3.19,-2.27,-2.53,-3.05,0.44,-3.98,-2.66,-0.80,-1.40,-1.26,,,,,,
