Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,9.92,10.72,19.41,12.38,10.68,8.11,14.45,8.87,9.53,6.49,15.66,12.90,13.79,,,,,,
Quarterly Results,Expenses,15.30,14.11,17.75,17.09,15.76,13.55,13.83,11.48,13.55,8.97,15.49,15.90,23.12,,,,,,
Quarterly Results,Operating Profit,-5.38,-3.39,1.66,-4.71,-5.08,-5.44,0.62,-2.61,-4.02,-2.48,0.17,-3.00,-9.33,,,,,,
Quarterly Results,OPM %,-54.23%,-31.62%,8.55%,-38.05%,-47.57%,-67.08%,4.29%,-29.43%,-42.18%,-38.21%,1.09%,-23.26%,-67.66%,,,,,,
Quarterly Results,Other Income,0.54,0.16,0.13,0.12,0.33,0.10,0.09,0.09,0.14,0.16,0.09,0.13,0.33,,,,,,
Quarterly Results,Interest,0.58,0.60,0.71,0.87,0.80,0.63,0.58,0.67,0.71,0.76,0.96,0.79,0.47,,,,,,
Quarterly Results,Depreciation,0.20,0.20,0.20,0.20,0.19,0.18,0.18,0.18,0.17,0.15,0.15,0.15,0.15,,,,,,
Quarterly Results,Profit before tax,-5.62,-4.03,0.88,-5.66,-5.74,-6.15,-0.05,-3.37,-4.76,-3.23,-0.85,-3.81,-9.62,,,,,,
Quarterly Results,Tax %,-87.37%,0.25%,137.50%,0.35%,8.36%,0.33%,2580.00%,2.67%,0.42%,1.55%,248.24%,-29.66%,-9.25%,,,,,,
Quarterly Results,Net Profit,-0.71,-4.04,-0.32,-5.67,-6.22,-6.18,-1.34,-3.46,-4.78,-3.28,-2.97,-2.66,-8.74,,,,,,
Quarterly Results,EPS in Rs,-0.71,-4.04,-0.32,-5.67,-5.54,-4.27,0.26,-2.31,-3.29,-2.22,-1.65,-1.28,-7.51,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,54,,,,53,,,,41,,,,49,0,47,43,45,46,59
Profit & Loss,Expenses,66,,,,65,,,,52,,,,63,0,38,35,39,47,70
