Section,,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Revenue,,,,,,,,,,,,,,,,,,
Quarterly Results,Interest,,,,,,,,,,,,,,,,,,
Quarterly Results,Expenses,,,,,,,,,,,,,,,,,,
Quarterly Results,Financing Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,Financing Margin %,,,,,,,,,,,,,,,,,,
Quarterly Results,Other Income,,,,,,,,,,,,,,,,,,
Quarterly Results,Depreciation,,,,,,,,,,,,,,,,,,
Quarterly Results,Profit before tax,,,,,,,,,,,,,,,,,,
Quarterly Results,Tax %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,EPS in Rs,,,,,,,,,,,,,,,,,,
Quarterly Results,Gross NPA %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net NPA %,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Revenue,,,,,,,,,,,,,,,,,,
Profit & Loss,Interest,,,,,,,,,,,,,,,,,,
Profit & Loss,Expenses,,,,,,,,,,,,,,,,,,
Profit & Loss,Financing Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,Financing Margin %,,,,,,,,,,,,,,,,,,
Profit & Loss,Other Income,,,,,,,,,,,,,,,,,,
Profit & Loss,Depreciation,,,,,,,,,,,,,,,,,,
Profit & Loss,Profit before tax,,,,,,,,,,,,,,,,,,
Profit & Loss,Tax %,,,,,,,,,,,,,,,,,,
Profit & Loss,Net Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,EPS in Rs,,,,,,,,,,,,,,,,,,
Profit & Loss,Dividend Payout %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,,,,,,,,,,,,,,,,,,
Balance Sheet,Reserves,,,,,,,,,,,,,,,,,,
Balance Sheet,Borrowing,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Fixed Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,CWIP,,,,,,,,,,,,,,,,,,
Balance Sheet,Investments,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Assets,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Investing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Financing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Net Cash Flow,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,ROE %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),FIIs,18.16%,21.32%,23.75%,24.95%,25.33%,23.66%,26.60%,26.95%,26.44%,26.01%,27.44%,28.04%,,,,,,
Shareholding Pattern (Quarterly),DIIs,41.65%,40.14%,37.74%,36.18%,33.12%,33.18%,32.39%,29.50%,32.55%,33.57%,33.59%,33.07%,,,,,,
Shareholding Pattern (Quarterly),Public,40.19%,38.54%,38.53%,38.85%,41.54%,43.15%,41.01%,43.55%,41.00%,40.42%,38.98%,38.90%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,147999,135282,145083,148027,184778,208812,216019,248815,229943,234222,228001,223585,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),FIIs,,,,24.95%,,,,26.95%,,,,28.04%,36.70%,30.38%,24.36%,20.79%,18.02%,18.12%
Shareholding Pattern (Yearly),DIIs,,,,36.18%,,,,29.50%,,,,33.07%,12.97%,20.42%,26.73%,32.09%,39.09%,41.22%
Shareholding Pattern (Yearly),Public,,,,38.85%,,,,43.55%,,,,38.90%,50.33%,49.20%,48.91%,47.12%,42.89%,40.66%
Shareholding Pattern (Yearly),No. of Shareholders,,,,148027,,,,248815,,,,223585,91256,92847,98387,107532,141556,153331
,,,,,,,,,,,,,,,,,,,
