Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,2.36,2.52,1.86,1.72,2.20,2.57,1.97,2.01,1.76,2.46,2.17,1.37,1.73,,,,,
Quarterly Results,Expenses,4.44,1.49,1.87,1.74,1.77,2.19,1.81,1.91,2.04,2.18,2.16,3.99,2.42,,,,,
Quarterly Results,Operating Profit,-2.08,1.03,-0.01,-0.02,0.43,0.38,0.16,0.10,-0.28,0.28,0.01,-2.62,-0.69,,,,,
Quarterly Results,OPM %,-88.14%,40.87%,-0.54%,-1.16%,19.55%,14.79%,8.12%,4.98%,-15.91%,11.38%,0.46%,-191.24%,-39.88%,,,,,
Quarterly Results,Other Income,0.01,0.00,0.03,0.13,0.09,0.04,0.02,0.03,0.03,0.02,0.01,-0.16,0.07,,,,,
Quarterly Results,Interest,0.00,0.11,-0.08,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.03,0.02,,,,,
Quarterly Results,Depreciation,0.08,0.08,0.10,0.10,0.10,0.07,0.08,0.10,0.10,0.06,0.06,0.05,0.04,,,,,
Quarterly Results,Profit before tax,-2.15,0.84,0.00,0.01,0.42,0.35,0.10,0.02,-0.35,0.23,-0.05,-2.86,-0.68,,,,,
Quarterly Results,Tax %,0.00%,15.48%,,0.00%,-35.71%,28.57%,20.00%,50.00%,34.29%,26.09%,-120.00%,0.00%,2.94%,,,,,
Quarterly Results,Net Profit,-2.15,0.71,-0.06,0.01,0.58,0.25,0.08,0.02,-0.47,0.17,0.01,-2.86,-0.71,,,,,
Quarterly Results,EPS in Rs,-2.11,0.70,-0.06,0.01,0.57,0.25,0.08,0.02,-0.46,0.17,0.01,-2.81,-0.70,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,4.88,,,,8.30,,,,8.32,,,,7.73,4.66,4.95,5.94,7.71,1.20
Profit & Loss,Expenses,8.32,,,,6.86,,,,7.95,,,,10.75,3.94,3.59,4.76,6.81,4.43
