Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2021,Mar 2017,Mar 2018,Mar 2019,Mar 2020
Quarterly Results,Sales,1039,1055,1078,1077,1095,1150,1125,1092,1203,1206,1244,1256,1213,,,,,
Quarterly Results,Expenses,880,871,864,893,928,947,1001,920,990,1013,1121,1135,929,,,,,
Quarterly Results,Operating Profit,159,184,214,184,167,203,124,172,213,194,124,121,285,,,,,
Quarterly Results,OPM %,15%,17%,20%,17%,15%,18%,11%,16%,18%,16%,10%,10%,23%,,,,,
Quarterly Results,Other Income,2,9,10,13,20,23,18,24,35,40,23,48,13,,,,,
Quarterly Results,Interest,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Quarterly Results,Depreciation,15,16,17,17,17,18,19,19,19,20,20,21,22,,,,,
Quarterly Results,Profit before tax,146,176,207,180,170,207,122,177,230,214,127,147,276,,,,,
Quarterly Results,Tax %,25%,27%,25%,35%,28%,26%,26%,25%,24%,26%,26%,26%,26%,,,,,
Quarterly Results,Net Profit,109,129,156,117,123,154,90,132,175,159,94,110,203,,,,,
Quarterly Results,EPS in Rs,22.14,26.12,31.52,23.60,24.87,31.24,18.20,26.73,35.44,32.15,19.05,22.15,41.12,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,3666,,,,4305,,,,4570,,,,4920,2671,,,,
Profit & Loss,Expenses,3111,,,,3556,,,,3853,,,,4197,2251,,,,
Profit & Loss,Operating Profit,555,,,,749,,,,718,,,,723,420,,,,
Profit & Loss,OPM %,15%,,,,17%,,,,16%,,,,15%,16%,,,,
Profit & Loss,Other Income,35,,,,52,,,,94,,,,124,36,,,,
Profit & Loss,Interest,2,,,,2,,,,1,,,,1,2,,,,
Profit & Loss,Depreciation,57,,,,67,,,,75,,,,83,58,,,,
Profit & Loss,Profit before tax,531,,,,733,,,,736,,,,763,396,,,,
Profit & Loss,Tax %,26%,,,,28%,,,,25%,,,,26%,25%,,,,
Profit & Loss,Net Profit,395,,,,525,,,,552,,,,566,298,,,,
Profit & Loss,EPS in Rs,79.89,,,,106.17,,,,111.61,,,,114.47,60.21,,,,
Profit & Loss,Dividend Payout %,18%,,,,38%,,,,116%,,,,0%,24%,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,49,,,,49,,,,49,,,,49,49,,,,
Balance Sheet,Reserves,1836,,,,2292,,,,2633,,,,2549,1514,,,,
Balance Sheet,Borrowings,16,,,,14,,,,12,,,,7,18,,,,
Balance Sheet,Other Liabilities,713,,,,822,,,,957,,,,959,721,,,,
Balance Sheet,Total Liabilities,2615,,,,3178,,,,3651,,,,3564,2303,,,,
Balance Sheet,Fixed Assets,402,,,,424,,,,472,,,,551,345,,,,
Balance Sheet,CWIP,52,,,,63,,,,89,,,,56,65,,,,
Balance Sheet,Investments,2,,,,2,,,,9,,,,9,2,,,,
Balance Sheet,Other Assets,2158,,,,2688,,,,3081,,,,2948,1890,,,,
Balance Sheet,Total Assets,2615,,,,3178,,,,3651,,,,3564,2303,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,57,,,,690,,,,624,,,,203,324,,,,
Cash Flows,Cash from Investing Activity,-33,,,,-45,,,,-158,,,,-60,654,,,,
Cash Flows,Cash from Financing Activity,-78,,,,-79,,,,-204,,,,-650,-652,,,,
Cash Flows,Net Cash Flow,-53,,,,567,,,,262,,,,-507,326,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,68,,,,58,,,,60,,,,63,80,,,,
Ratios,Inventory Days,110,,,,98,,,,90,,,,106,109,,,,
Ratios,Days Payable,83,,,,86,,,,94,,,,80,135,,,,
Ratios,Cash Conversion Cycle,96,,,,69,,,,56,,,,88,54,,,,
Ratios,Working Capital Days,87,,,,60,,,,48,,,,70,61,,,,
Ratios,ROCE %,31%,,,,34%,,,,29%,,,,29%,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,52.58%,52.58%,52.58%,52.58%,52.58%,52.58%,52.58%,52.58%,52.58%,52.58%,52.58%,52.58%,,,,,
Shareholding Pattern (Quarterly),FIIs,,6.47%,6.36%,6.48%,6.51%,6.42%,6.46%,6.61%,6.77%,7.93%,8.25%,8.32%,8.21%,,,,,
Shareholding Pattern (Quarterly),DIIs,,28.56%,29.02%,28.97%,29.09%,29.37%,29.20%,28.98%,29.00%,28.12%,27.32%,27.15%,26.51%,,,,,
Shareholding Pattern (Quarterly),Public,,12.39%,12.05%,11.98%,11.81%,11.66%,11.77%,11.83%,11.65%,11.38%,11.86%,11.93%,12.68%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,40456,44610,45534,43098,42359,42377,46562,45970,48477,58535,60295,66264,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,52.58%,,,,52.58%,,,,52.58%,,,,52.58%,52.58%,53.58%,52.32%,52.58%,52.58%
Shareholding Pattern (Yearly),FIIs,6.33%,,,,6.51%,,,,6.77%,,,,8.21%,5.31%,11.86%,9.64%,7.94%,7.27%
Shareholding Pattern (Yearly),DIIs,28.26%,,,,29.09%,,,,29.00%,,,,26.51%,29.20%,20.84%,24.43%,25.92%,28.54%
Shareholding Pattern (Yearly),Public,12.84%,,,,11.81%,,,,11.65%,,,,12.68%,12.92%,13.72%,13.61%,13.56%,11.61%
Shareholding Pattern (Yearly),No. of Shareholders,41009,,,,43098,,,,45970,,,,66264,31411,24617,22804,22660,22785
,,,,,,,,,,,,,,,,,,,
