Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,896,851,860,717,730,894,961,704,877,1053,1202,1023,1229,,,,,,,,
Quarterly Results,Expenses,856,784,808,644,667,811,883,639,796,954,1105,931,1112,,,,,,,,
Quarterly Results,Operating Profit,40,67,52,73,63,83,77,65,81,98,97,91,117,,,,,,,,
Quarterly Results,OPM %,4%,8%,6%,10%,9%,9%,8%,9%,9%,9%,8%,9%,10%,,,,,,,,
Quarterly Results,Other Income,18,4,7,1,23,7,7,3,14,15,9,6,8,,,,,,,,
Quarterly Results,Interest,13,16,16,18,16,20,24,17,22,23,25,24,27,,,,,,,,
Quarterly Results,Depreciation,13,12,12,13,14,14,16,16,19,17,18,19,21,,,,,,,,
Quarterly Results,Profit before tax,32,44,32,44,56,58,46,35,54,73,63,54,78,,,,,,,,
Quarterly Results,Tax %,11%,16%,19%,16%,5%,18%,14%,2%,10%,15%,11%,10%,16%,,,,,,,,
Quarterly Results,Net Profit,28,36,26,37,53,47,39,34,49,62,56,48,65,,,,,,,,
Quarterly Results,EPS in Rs,6.26,8.42,5.34,7.71,11.99,11.10,9.16,8.20,11.78,14.99,12.75,12.25,14.86,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,2714,,,,3158,,,,3436,,,,4506,4699,1024,1393,1538,1496,1758,1685,1491
Profit & Loss,Expenses,2555,,,,2883,,,,3111,,,,4089,4640,974,1333,1465,1450,1657,1603,1424
Profit & Loss,Operating Profit,159,,,,275,,,,325,,,,417,59,50,61,73,46,100,82,67
Profit & Loss,OPM %,6%,,,,9%,,,,9%,,,,9%,1%,5%,4%,5%,3%,6%,5%,4%
Profit & Loss,Other Income,37,,,,34,,,,31,,,,38,60,24,24,30,47,51,44,36
Profit & Loss,Interest,61,,,,82,,,,100,,,,112,40,23,21,35,38,43,53,47
Profit & Loss,Depreciation,48,,,,51,,,,64,,,,75,29,16,17,19,23,26,42,44
Profit & Loss,Profit before tax,86,,,,176,,,,192,,,,267,51,34,47,49,32,83,31,11
Profit & Loss,Tax %,18%,,,,13%,,,,12%,,,,14%,13%,29%,23%,15%,29%,19%,30%,-54%
Profit & Loss,Net Profit,70,,,,153,,,,169,,,,231,44,24,37,42,23,67,22,17
Profit & Loss,EPS in Rs,15.74,,,,34.47,,,,40.11,,,,54.06,8.92,5.79,8.47,9.38,5.56,15.54,4.98,3.99
Profit & Loss,Dividend Payout %,16%,,,,11%,,,,0%,,,,0%,11%,19%,18%,16%,18%,10%,0%,0%
,,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,22,,,,22,,,,22,,,,23,22,22,22,22,22,22,22,22
Balance Sheet,Reserves,577,,,,701,,,,780,,,,1133,674,296,323,359,373,448,479,496
Balance Sheet,Borrowings,645,,,,558,,,,588,,,,773,605,167,217,253,315,333,463,440
Balance Sheet,Other Liabilities,538,,,,501,,,,595,,,,667,609,250,264,282,226,298,288,339
Balance Sheet,Total Liabilities,1781,,,,1781,,,,1985,,,,2595,1910,734,825,916,937,1100,1252,1296
Balance Sheet,Fixed Assets,448,,,,500,,,,612,,,,727,372,213,210,256,274,338,422,390
Balance Sheet,CWIP,15,,,,33,,,,35,,,,44,15,3,11,16,8,8,36,47
Balance Sheet,Investments,55,,,,60,,,,30,,,,24,42,11,19,13,37,33,38,55
Balance Sheet,Other Assets,1263,,,,1188,,,,1309,,,,1800,1481,507,585,630,617,722,756,804
Balance Sheet,Total Assets,1781,,,,1781,,,,1985,,,,2595,1910,734,825,916,937,1100,1252,1296
,,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-92,,,,365,,,,352,,,,176,84,32,25,15,33,75,64,95
Cash Flows,Cash from Investing Activity,-40,,,,-26,,,,-128,,,,-104,-82,-55,-22,-49,-58,-59,-85,-26
Cash Flows,Cash from Financing Activity,153,,,,-200,,,,-152,,,,101,69,2,24,11,31,-14,15,-62
Cash Flows,Net Cash Flow,22,,,,139,,,,72,,,,174,71,-20,27,-23,6,2,-6,7
,,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,49,,,,24,,,,28,,,,26,52,43,50,38,35,46,48,59
Ratios,Inventory Days,131,,,,115,,,,108,,,,108,29,119,80,93,93,99,119,133
Ratios,Days Payable,106,,,,88,,,,105,,,,86,46,113,82,51,48,76,82,117
Ratios,Cash Conversion Cycle,74,,,,52,,,,32,,,,49,35,49,48,80,79,69,85,76
Ratios,Working Capital Days,85,,,,48,,,,41,,,,46,47,57,55,54,57,65,75,90
Ratios,ROCE %,12%,,,,19%,,,,21%,,,,22%,8%,6%,12%,13%,10%,14%,10%,5%
,,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,66.58%,66.58%,66.58%,66.58%,66.58%,66.58%,66.23%,66.19%,66.17%,62.91%,62.82%,62.81%,,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,5.59%,5.33%,5.25%,5.17%,5.03%,5.30%,5.25%,5.45%,5.39%,4.57%,5.20%,7.39%,,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,1.45%,1.29%,1.22%,1.24%,1.05%,0.50%,0.43%,0.49%,0.61%,9.31%,11.24%,11.56%,,,,,,,,
Shareholding Pattern (Quarterly),Public,,26.37%,26.79%,26.95%,27.01%,27.32%,27.61%,28.09%,27.87%,27.84%,23.20%,20.75%,18.24%,,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,13502,13736,13619,13400,13839,14776,17071,16314,19284,21301,23739,24549,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,66.58%,,,,66.58%,,,,66.19%,,,,62.81%,,,,66.58%,66.58%,66.58%,66.58%,66.58%
Shareholding Pattern (Yearly),FIIs,5.66%,,,,5.17%,,,,5.45%,,,,7.39%,,,,6.51%,6.01%,6.01%,6.39%,6.39%
Shareholding Pattern (Yearly),DIIs,1.43%,,,,1.24%,,,,0.49%,,,,11.56%,,,,6.09%,2.35%,2.58%,2.27%,2.23%
Shareholding Pattern (Yearly),Public,26.32%,,,,27.01%,,,,27.87%,,,,18.24%,,,,20.82%,25.05%,24.83%,24.76%,24.79%
Shareholding Pattern (Yearly),No. of Shareholders,13477,,,,13400,,,,16314,,,,24549,,,,19329,19647,17000,15655,13091
,,,,,,,,,,,,,,,,,,,,,,
