Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2017
Quarterly Results,Sales,890,846,820,665,744,704,735,607,656,658,686,654,679,,,,,
Quarterly Results,Expenses,768,715,732,649,718,706,769,613,652,640,674,651,670,,,,,
Quarterly Results,Operating Profit,122,131,88,16,26,-1,-34,-6,4,18,12,4,9,,,,,
Quarterly Results,OPM %,14%,15%,11%,2%,3%,-0%,-5%,-1%,1%,3%,2%,1%,1%,,,,,
Quarterly Results,Other Income,3,-17,6,8,-8,6,5,4,0,7,4,3,7,,,,,
Quarterly Results,Interest,15,13,13,14,17,18,17,14,15,16,16,16,16,,,,,
Quarterly Results,Depreciation,30,31,31,32,32,31,29,29,28,28,28,28,28,,,,,
Quarterly Results,Profit before tax,80,70,49,-23,-31,-45,-76,-45,-39,-19,-28,-37,-27,,,,,
Quarterly Results,Tax %,35%,35%,37%,-31%,-24%,-32%,-35%,-32%,-34%,-39%,-32%,-30%,-53%,,,,,
Quarterly Results,Net Profit,52,45,31,-16,-24,-30,-49,-30,-26,-11,-19,-26,-13,,,,,
Quarterly Results,EPS in Rs,3.15,2.77,1.91,-0.95,-1.46,-1.86,-3.02,-1.84,-1.56,-0.70,-1.14,-1.57,-0.77,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,3076,,,,3074,,,,2703,,,,2677,2476,2614,2417,1884,
Profit & Loss,Expenses,2698,,,,2814,,,,2740,,,,2634,2229,2402,2245,1780,
Profit & Loss,Operating Profit,379,,,,260,,,,-37,,,,43,247,212,172,104,
Profit & Loss,OPM %,12%,,,,8%,,,,-1%,,,,2%,10%,8%,7%,6%,
Profit & Loss,Other Income,28,,,,-10,,,,16,,,,22,76,28,21,31,
Profit & Loss,Interest,50,,,,58,,,,65,,,,63,59,57,46,38,
Profit & Loss,Depreciation,121,,,,127,,,,117,,,,111,107,101,101,96,
Profit & Loss,Profit before tax,236,,,,65,,,,-204,,,,-110,157,83,46,2,
Profit & Loss,Tax %,36%,,,,43%,,,,-33%,,,,-38%,28%,29%,40%,276%,
Profit & Loss,Net Profit,150,,,,37,,,,-136,,,,-68,113,58,28,-4,
Profit & Loss,EPS in Rs,9.17,,,,2.28,,,,-8.27,,,,-4.18,6.92,3.56,1.69,-0.22,
