Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,372,496,564,562,576,606,652,606,634,688,777,772,797,,,,,,
Quarterly Results,Expenses,259,358,412,411,413,449,475,459,475,509,559,585,599,,,,,,
Quarterly Results,Operating Profit,114,137,152,151,163,157,177,147,159,179,218,187,198,,,,,,
Quarterly Results,OPM %,31%,28%,27%,27%,28%,26%,27%,24%,25%,26%,28%,24%,25%,,,,,,
Quarterly Results,Other Income,16,5,24,6,5,3,3,3,4,5,5,18,15,,,,,,
Quarterly Results,Interest,4,6,8,12,5,9,9,12,16,18,20,26,27,,,,,,
Quarterly Results,Depreciation,19,29,31,33,35,32,33,35,46,39,41,45,53,,,,,,
Quarterly Results,Profit before tax,107,107,137,113,127,119,139,102,100,127,162,135,134,,,,,,
Quarterly Results,Tax %,22%,26%,23%,27%,22%,27%,27%,25%,28%,25%,26%,31%,21%,,,,,,
Quarterly Results,Net Profit,83,79,106,82,99,87,101,77,72,95,121,92,106,,,,,,
Quarterly Results,EPS in Rs,2.02,1.75,2.43,1.90,2.33,2.02,2.30,1.80,1.64,2.16,2.68,2.22,2.54,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,1651,,,,2198,,,,2498,,,,3035,512,567,664,918,1123,1330
Profit & Loss,Expenses,1126,,,,1587,,,,1850,,,,2252,403,450,593,833,872,953
Profit & Loss,Operating Profit,524,,,,611,,,,648,,,,783,109,118,71,85,251,377
Profit & Loss,OPM %,32%,,,,28%,,,,26%,,,,26%,21%,21%,11%,9%,22%,28%
Profit & Loss,Other Income,27,,,,41,,,,13,,,,43,5,3,37,6,5,9
Profit & Loss,Interest,22,,,,37,,,,55,,,,90,37,32,88,49,44,37
Profit & Loss,Depreciation,73,,,,129,,,,147,,,,177,36,35,40,56,71,70
Profit & Loss,Profit before tax,457,,,,485,,,,460,,,,558,41,53,-20,-15,141,279
Profit & Loss,Tax %,25%,,,,25%,,,,27%,,,,26%,32%,37%,126%,223%,18%,26%
Profit & Loss,Net Profit,344,,,,366,,,,336,,,,415,28,33,-46,-49,115,205
Profit & Loss,EPS in Rs,8.32,,,,8.41,,,,7.75,,,,9.61,0.76,0.91,-1.32,-1.28,3.20,5.19
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,0%,0%,0%,0%,0%,0%,0%
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,80,,,,80,,,,80,,,,80,70,72,50,74,74,78
Balance Sheet,Reserves,1307,,,,1590,,,,1748,,,,2058,193,255,-209,466,524,786
Balance Sheet,Borrowings,257,,,,678,,,,1355,,,,2557,256,280,753,336,369,316
Balance Sheet,Other Liabilities,260,,,,553,,,,636,,,,1042,146,167,359,237,228,253
Balance Sheet,Total Liabilities,1904,,,,2901,,,,3820,,,,5736,665,774,954,1114,1194,1433
Balance Sheet,Fixed Assets,1005,,,,1766,,,,2434,,,,3348,515,518,755,863,916,931
Balance Sheet,CWIP,21,,,,477,,,,600,,,,1214,2,64,0,0,2,9
Balance Sheet,Investments,332,,,,68,,,,157,,,,99,11,14,0,0,0,0
Balance Sheet,Other Assets,546,,,,590,,,,629,,,,1075,137,177,199,250,276,493
Balance Sheet,Total Assets,1904,,,,2901,,,,3820,,,,5736,665,774,954,1114,1194,1433
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,324,,,,432,,,,521,,,,582,95,82,106,134,202,356
Cash Flows,Cash from Investing Activity,-412,,,,-416,,,,-753,,,,-1116,-41,-100,-64,-110,-125,-354
Cash Flows,Cash from Financing Activity,61,,,,20,,,,217,,,,543,-65,24,-39,-27,-44,10
Cash Flows,Net Cash Flow,-26,,,,36,,,,-15,,,,9,-11,5,3,-3,32,12
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,28,,,,42,,,,43,,,,48,47,59,59,49,43,30
Ratios,Inventory Days,37,,,,,,,,,,,,37,36,43,46,47,44,30
Ratios,Days Payable,133,,,,,,,,,,,,157,194,207,215,181,177,167
Ratios,Cash Conversion Cycle,-67,,,,42,,,,43,,,,-72,-111,-105,-110,-85,-91,-106
Ratios,Working Capital Days,4,,,,15,,,,13,,,,6,11,26,-315,-7,-10,-6
Ratios,ROCE %,34%,,,,24%,,,,17%,,,,15%,,15%,11%,5%,20%,29%
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,38.84%,38.85%,38.85%,38.85%,38.85%,38.85%,38.82%,38.82%,38.82%,38.82%,38.82%,38.82%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,8.36%,10.17%,20.50%,19.41%,13.15%,14.24%,15.27%,16.73%,17.84%,15.85%,15.68%,15.44%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,22.78%,27.97%,28.32%,29.76%,35.77%,34.80%,34.24%,33.13%,32.12%,32.29%,32.05%,31.95%,,,,,,
Shareholding Pattern (Quarterly),Public,,30.01%,23.01%,12.34%,11.99%,12.23%,12.10%,11.67%,11.32%,11.22%,13.03%,13.45%,13.78%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,70795,67735,63362,60980,65449,66957,71014,69092,69063,77617,95468,101895,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,38.84%,,,,38.85%,,,,38.82%,,,,38.82%,,,,,,
Shareholding Pattern (Yearly),FIIs,8.91%,,,,19.41%,,,,16.73%,,,,15.44%,,,,,,
Shareholding Pattern (Yearly),DIIs,21.02%,,,,29.76%,,,,33.13%,,,,31.95%,,,,,,
Shareholding Pattern (Yearly),Public,31.23%,,,,11.99%,,,,11.32%,,,,13.78%,,,,,,
Shareholding Pattern (Yearly),No. of Shareholders,73664,,,,60980,,,,69092,,,,101895,,,,,,
,,,,,,,,,,,,,,,,,,,,
