Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,447,299,484,625,835,657,805,896,1145,1088,1346,1326,1346,,,,,,
Quarterly Results,Expenses,419,308,441,569,780,636,729,814,1061,981,1214,1196,1249,,,,,,
Quarterly Results,Operating Profit,28,-9,43,56,55,21,76,82,84,107,132,131,98,,,,,,
Quarterly Results,OPM %,6%,-3%,9%,9%,7%,3%,9%,9%,7%,10%,10%,10%,7%,,,,,,
Quarterly Results,Other Income,8,4,10,4,8,36,5,9,20,16,16,8,17,,,,,,
Quarterly Results,Interest,23,22,30,32,31,35,37,34,28,28,40,35,34,,,,,,
Quarterly Results,Depreciation,9,9,9,9,9,12,9,9,9,11,11,11,11,,,,,,
Quarterly Results,Profit before tax,4,-37,14,20,23,11,36,49,67,85,98,93,69,,,,,,
Quarterly Results,Tax %,-4%,-33%,18%,54%,35%,20%,44%,47%,38%,38%,31%,25%,49%,,,,,,
Quarterly Results,Net Profit,6,-21,15,13,18,13,25,30,45,59,74,76,39,,,,,,
Quarterly Results,EPS in Rs,0.17,-0.64,0.48,0.40,0.57,0.40,0.77,0.80,1.13,1.50,1.82,1.92,1.00,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,1814,,,,2243,,,,3503,,,,5107,1102,1324,1135,1858,1832,1689
Profit & Loss,Expenses,1674,,,,2098,,,,3239,,,,4639,1052,1249,1071,1688,1672,1570
Profit & Loss,Operating Profit,140,,,,145,,,,264,,,,467,50,74,64,170,160,119
Profit & Loss,OPM %,8%,,,,6%,,,,8%,,,,9%,5%,6%,6%,9%,9%,7%
Profit & Loss,Other Income,22,,,,26,,,,70,,,,58,44,46,48,15,-129,25
Profit & Loss,Interest,100,,,,116,,,,133,,,,137,50,58,61,70,97,103
Profit & Loss,Depreciation,36,,,,35,,,,38,,,,43,17,22,25,29,36,37
Profit & Loss,Profit before tax,26,,,,20,,,,162,,,,345,27,39,26,86,-102,3
Profit & Loss,Tax %,54%,,,,44%,,,,41%,,,,35%,28%,31%,48%,15%,-32%,-8%
Profit & Loss,Net Profit,21,,,,26,,,,113,,,,249,20,29,13,75,-65,12
Profit & Loss,EPS in Rs,0.64,,,,0.81,,,,2.83,,,,6.24,0.59,0.78,0.38,2.24,-1.88,0.44
Profit & Loss,Dividend Payout %,16%,,,,19%,,,,18%,,,,12%,28%,21%,44%,10%,-3%,18%
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,32,,,,32,,,,40,,,,40,21,22,22,22,22,25
Balance Sheet,Reserves,1298,,,,1360,,,,2493,,,,2757,954,983,1048,1116,1005,1116
Balance Sheet,Borrowings,710,,,,984,,,,631,,,,948,432,433,522,575,760,779
Balance Sheet,Other Liabilities,624,,,,1009,,,,1021,,,,1092,584,540,656,979,1099,721
Balance Sheet,Total Liabilities,2664,,,,3385,,,,4185,,,,4837,1991,1978,2249,2693,2887,2642
Balance Sheet,Fixed Assets,389,,,,431,,,,460,,,,996,329,370,372,393,437,406
Balance Sheet,CWIP,2,,,,9,,,,22,,,,64,4,2,5,14,7,4
Balance Sheet,Investments,77,,,,104,,,,425,,,,246,432,390,253,143,101,131
Balance Sheet,Other Assets,2195,,,,2840,,,,3278,,,,3532,1226,1217,1618,2144,2342,2100
Balance Sheet,Total Assets,2664,,,,3385,,,,4185,,,,4837,1991,1978,2249,2693,2887,2642
