Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2017
Quarterly Results,Sales,96,92,96,99,134,122,103,106,146,88,98,89,100,,,,,
Quarterly Results,Expenses,79,72,76,75,111,97,77,82,125,62,73,62,68,,,,,
Quarterly Results,Operating Profit,16,20,20,24,23,25,25,24,21,25,25,27,32,,,,,
Quarterly Results,OPM %,17%,22%,21%,24%,17%,21%,25%,23%,14%,29%,25%,30%,32%,,,,,
Quarterly Results,Other Income,1,1,3,2,1,3,2,2,7,4,5,4,-40,,,,,
Quarterly Results,Interest,1,1,1,2,0,3,1,-0,1,1,2,1,2,,,,,
Quarterly Results,Depreciation,4,4,4,4,5,5,5,5,6,6,6,6,6,,,,,
Quarterly Results,Profit before tax,12,17,18,20,20,21,21,21,21,22,22,24,-16,,,,,
Quarterly Results,Tax %,30%,27%,24%,27%,25%,26%,27%,23%,32%,25%,25%,24%,-18%,,,,,
Quarterly Results,Net Profit,9,12,14,15,15,15,16,16,14,16,16,18,-13,,,,,
Quarterly Results,EPS in Rs,1.36,1.97,2.17,2.23,2.26,2.38,2.29,2.36,1.99,2.28,2.29,2.55,-1.83,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,357,,,,421,,,,477,,,,374,169,211,247,270,
Profit & Loss,Expenses,296,,,,333,,,,381,,,,266,117,155,183,191,
Profit & Loss,Operating Profit,61,,,,88,,,,96,,,,108,52,56,63,79,
Profit & Loss,OPM %,17%,,,,21%,,,,20%,,,,29%,31%,27%,26%,29%,
Profit & Loss,Other Income,2,,,,8,,,,13,,,,-27,52,-2,-7,-4,
Profit & Loss,Interest,4,,,,4,,,,5,,,,7,11,10,9,7,
Profit & Loss,Depreciation,15,,,,17,,,,20,,,,22,12,12,13,15,
Profit & Loss,Profit before tax,45,,,,74,,,,84,,,,52,81,31,34,53,
Profit & Loss,Tax %,28%,,,,26%,,,,27%,,,,27%,0%,0%,0%,59%,
Profit & Loss,Net Profit,33,,,,55,,,,61,,,,38,81,31,34,22,
Profit & Loss,EPS in Rs,5.24,,,,8.45,,,,8.53,,,,5.29,15.58,6.04,6.50,3.51,
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,0%,0%,0%,0%,0%,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,6,,,,7,,,,7,,,,7,6,6,6,6,
Balance Sheet,Reserves,274,,,,350,,,,494,,,,531,75,106,140,226,
Balance Sheet,Borrowings,26,,,,62,,,,57,,,,64,86,66,62,59,
Balance Sheet,Other Liabilities,91,,,,115,,,,118,,,,121,72,73,63,87,
Balance Sheet,Total Liabilities,398,,,,533,,,,677,,,,724,239,251,271,378,
Balance Sheet,Fixed Assets,233,,,,277,,,,335,,,,391,152,164,165,232,
Balance Sheet,CWIP,20,,,,44,,,,46,,,,6,8,12,11,12,
Balance Sheet,Investments,16,,,,18,,,,20,,,,19,1,1,1,2,
Balance Sheet,Other Assets,129,,,,194,,,,276,,,,308,77,74,94,132,
Balance Sheet,Total Assets,398,,,,533,,,,677,,,,724,239,251,271,378,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,86,,,,41,,,,83,,,,55,39,60,27,57,
Cash Flows,Cash from Investing Activity,-59,,,,-62,,,,-147,,,,-60,-19,-27,-13,-40,
Cash Flows,Cash from Financing Activity,-25,,,,15,,,,73,,,,-1,-21,-30,-14,-9,
Cash Flows,Net Cash Flow,2,,,,-7,,,,10,,,,-6,-1,3,0,7,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,34,,,,22,,,,45,,,,57,70,54,52,55,
Ratios,Inventory Days,20,,,,99,,,,34,,,,90,28,21,25,61,
Ratios,Days Payable,127,,,,101,,,,89,,,,139,343,228,180,238,
Ratios,Cash Conversion Cycle,-72,,,,20,,,,-10,,,,8,-244,-153,-104,-122,
Ratios,Working Capital Days,6,,,,30,,,,14,,,,47,-49,-50,0,34,
Ratios,ROCE %,16%,,,,21%,,,,18%,,,,18%,,26%,26%,26%,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,44.51%,44.68%,42.80%,42.80%,42.80%,40.97%,40.97%,39.01%,39.01%,39.01%,39.01%,39.01%,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.64%,0.66%,1.01%,3.37%,2.92%,2.94%,2.97%,5.20%,5.24%,5.08%,5.09%,5.07%,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.10%,0.01%,0.00%,0.00%,0.00%,,,,,
Shareholding Pattern (Quarterly),Public,,54.85%,54.65%,56.20%,53.83%,54.29%,56.08%,56.07%,55.69%,55.75%,55.91%,55.90%,55.91%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,41815,40630,40452,40530,41173,43417,44160,50620,51810,54356,54443,52976,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,44.41%,,,,42.80%,,,,39.01%,,,,39.01%,43.02%,43.02%,43.33%,43.14%,45.28%
Shareholding Pattern (Yearly),FIIs,0.21%,,,,3.37%,,,,5.20%,,,,5.07%,0.36%,0.34%,0.34%,0.21%,0.25%
Shareholding Pattern (Yearly),DIIs,0.15%,,,,0.00%,,,,0.10%,,,,0.00%,0.21%,0.21%,0.21%,0.15%,1.69%
Shareholding Pattern (Yearly),Public,55.24%,,,,53.83%,,,,55.69%,,,,55.91%,56.41%,56.43%,56.12%,56.50%,52.78%
Shareholding Pattern (Yearly),No. of Shareholders,39994,,,,40530,,,,50620,,,,52976,43716,42972,39942,39084,34770
,,,,,,,,,,,,,,,,,,,
