Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,77,65,67,67,114,79,77,82,140,85,103,111,180,,,,,
Quarterly Results,Expenses,68,60,60,59,101,71,69,78,119,79,95,104,159,,,,,
Quarterly Results,Operating Profit,9,5,7,7,12,8,8,4,21,6,8,7,21,,,,,
Quarterly Results,OPM %,11%,8%,11%,11%,11%,10%,10%,5%,15%,7%,8%,6%,12%,,,,,
Quarterly Results,Other Income,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,
Quarterly Results,Interest,1,0,0,1,0,0,1,1,1,0,1,1,2,,,,,
Quarterly Results,Depreciation,1,1,1,1,1,1,1,1,1,1,1,2,4,,,,,
Quarterly Results,Profit before tax,7,4,6,6,12,7,6,3,19,5,7,4,16,,,,,
Quarterly Results,Tax %,26%,25%,28%,25%,26%,25%,25%,25%,26%,23%,28%,22%,27%,,,,,
Quarterly Results,Net Profit,6,3,5,4,9,5,4,2,14,4,5,3,12,,,,,
Quarterly Results,EPS in Rs,3.52,1.96,2.94,2.81,5.47,3.40,2.86,1.28,9.06,2.35,3.05,1.82,7.42,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,206,,,,312,,,,378,,,,480,88,103,132,138,135
Profit & Loss,Expenses,192,,,,280,,,,338,,,,437,78,90,118,124,124
Profit & Loss,Operating Profit,14,,,,32,,,,41,,,,43,10,13,14,13,10
Profit & Loss,OPM %,7%,,,,10%,,,,11%,,,,9%,11%,12%,10%,10%,8%
Profit & Loss,Other Income,1,,,,1,,,,1,,,,1,0,0,0,0,1
Profit & Loss,Interest,2,,,,1,,,,2,,,,4,1,2,1,2,2
Profit & Loss,Depreciation,4,,,,4,,,,4,,,,8,2,2,2,5,4
Profit & Loss,Profit before tax,10,,,,28,,,,35,,,,31,7,10,11,7,5
Profit & Loss,Tax %,25%,,,,26%,,,,26%,,,,26%,32%,32%,29%,27%,32%
Profit & Loss,Net Profit,7,,,,21,,,,26,,,,23,5,7,7,5,4
Profit & Loss,EPS in Rs,4.66,,,,13.18,,,,16.64,,,,14.65,6.95,4.23,4.77,3.22,2.30
Profit & Loss,Dividend Payout %,26%,,,,14%,,,,12%,,,,15%,0%,24%,25%,37%,52%
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,16,,,,16,,,,16,,,,16,7,16,16,16,16
Balance Sheet,Reserves,46,,,,65,,,,88,,,,108,8,29,34,38,41
Balance Sheet,Borrowings,11,,,,5,,,,27,,,,86,15,10,3,17,10
Balance Sheet,Other Liabilities,52,,,,73,,,,80,,,,158,25,27,29,34,42
Balance Sheet,Total Liabilities,125,,,,159,,,,211,,,,368,55,81,83,105,108
Balance Sheet,Fixed Assets,32,,,,32,,,,50,,,,133,11,13,23,31,30
Balance Sheet,CWIP,0,,,,0,,,,12,,,,6,0,1,0,0,1
Balance Sheet,Investments,0,,,,5,,,,0,,,,0,0,0,0,0,0
Balance Sheet,Other Assets,93,,,,122,,,,149,,,,229,44,68,60,74,77
Balance Sheet,Total Assets,125,,,,159,,,,211,,,,368,55,81,83,105,108
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,8,,,,24,,,,10,,,,30,8,-2,8,0,12
Cash Flows,Cash from Investing Activity,-5,,,,-14,,,,-23,,,,-83,-4,-4,-12,-7,-3
Cash Flows,Cash from Financing Activity,-3,,,,-9,,,,17,,,,49,-0,16,-10,5,-9
Cash Flows,Net Cash Flow,0,,,,1,,,,4,,,,-5,3,11,-13,-1,-0
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,60,,,,63,,,,63,,,,72,66,78,60,69,68
Ratios,Inventory Days,123,,,,86,,,,84,,,,118,114,135,121,156,161
Ratios,Days Payable,83,,,,84,,,,76,,,,121,109,96,85,92,103
Ratios,Cash Conversion Cycle,100,,,,64,,,,71,,,,69,71,116,96,132,125
Ratios,Working Capital Days,64,,,,44,,,,50,,,,47,45,79,70,88,85
Ratios,ROCE %,17%,,,,37%,,,,34%,,,,21%,,27%,22%,15%,11%
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,74.63%,74.49%,74.49%,74.49%,74.49%,74.49%,74.49%,74.49%,74.49%,74.49%,74.49%,74.41%,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,0.05%,0.05%,0.05%,0.05%,0.05%,0.02%,0.00%,0.02%,0.00%,0.00%,0.33%,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.58%,0.87%,,,,,
Shareholding Pattern (Quarterly),Public,,25.50%,25.46%,25.46%,25.46%,25.46%,25.46%,25.49%,25.51%,25.50%,25.51%,24.93%,24.39%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,3907,5596,8462,10042,11566,14481,19285,22668,23225,24543,24776,24633,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,74.89%,,,,74.49%,,,,74.49%,,,,74.41%,,73.46%,73.56%,74.96%,74.96%
Shareholding Pattern (Yearly),FIIs,0.00%,,,,0.05%,,,,0.00%,,,,0.33%,,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,0.00%,,,,0.00%,,,,0.00%,,,,0.87%,,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,25.13%,,,,25.46%,,,,25.51%,,,,24.39%,,26.54%,26.43%,25.04%,25.04%
Shareholding Pattern (Yearly),No. of Shareholders,4338,,,,10042,,,,22668,,,,24633,,1027,928,871,2853
,,,,,,,,,,,,,,,,,,,
