Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,966,994,1121,1190,1253,1284,1409,1441,1490,1489,1576,1561,1510,,,,,,,
Quarterly Results,Expenses,914,941,1061,1119,1171,1213,1324,1350,1385,1395,1452,1429,1373,,,,,,,
Quarterly Results,Operating Profit,52,53,60,72,82,71,85,92,106,94,124,133,136,,,,,,,
Quarterly Results,OPM %,5%,5%,5%,6%,7%,6%,6%,6%,7%,6%,8%,8%,9%,,,,,,,
Quarterly Results,Other Income,13,10,11,11,14,9,10,10,10,9,12,13,16,,,,,,,
Quarterly Results,Interest,19,20,20,21,22,23,24,24,25,25,25,26,27,,,,,,,
Quarterly Results,Depreciation,34,38,42,46,56,52,55,57,59,60,63,62,64,,,,,,,
Quarterly Results,Profit before tax,13,5,9,16,17,5,16,20,32,18,48,57,61,,,,,,,
Quarterly Results,Tax %,10%,24%,27%,17%,-54%,26%,12%,31%,-5%,19%,19%,19%,16%,,,,,,,
Quarterly Results,Net Profit,11,4,6,13,27,4,15,14,34,14,39,46,51,,,,,,,
Quarterly Results,EPS in Rs,0.98,0.27,0.55,1.12,2.23,0.32,1.22,1.15,2.79,1.20,3.24,3.83,4.29,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,3779,,,,4558,,,,5625,,,,6136,1368,1733,2011,2131,2273,2871,3069
Profit & Loss,Expenses,3507,,,,4292,,,,5270,,,,5649,1336,1696,1940,2073,2153,2737,2852
Profit & Loss,Operating Profit,273,,,,266,,,,355,,,,487,32,37,71,58,120,134,217
Profit & Loss,OPM %,7%,,,,6%,,,,6%,,,,8%,2%,2%,4%,3%,5%,5%,7%
Profit & Loss,Other Income,31,,,,46,,,,40,,,,49,4,8,7,8,11,17,21
Profit & Loss,Interest,66,,,,83,,,,96,,,,103,14,17,19,28,50,47,55
Profit & Loss,Depreciation,119,,,,182,,,,224,,,,250,9,10,11,12,59,75,88
Profit & Loss,Profit before tax,118,,,,47,,,,73,,,,183,14,19,48,26,23,29,95
Profit & Loss,Tax %,20%,,,,-6%,,,,11%,,,,18%,46%,52%,40%,-65%,48%,94%,34%
Profit & Loss,Net Profit,95,,,,50,,,,66,,,,150,7,9,29,42,12,2,63
Profit & Loss,EPS in Rs,8.03,,,,4.17,,,,5.48,,,,12.56,419.34,508.71,1620.57,2080.06,585.46,107.02,1393.11
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,0%,0%,0%,0%,0%,0%,0%,0%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,24,,,,24,,,,24,,,,24,0.17,0.17,0.17,0.19,0.19,0.19,0.45
Balance Sheet,Reserves,1394,,,,1467,,,,1554,,,,1717,141,137,148,303,291,528,730
Balance Sheet,Borrowings,815,,,,900,,,,1010,,,,1120,170,223,204,162,429,477,590
