Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,84,73,67,98,103,101,101,105,120,123,131,155,167,,,,
Quarterly Results,Expenses,55,44,47,58,61,58,63,65,82,73,73,88,111,,,,
Quarterly Results,Operating Profit,29,30,19,40,42,43,39,40,38,51,57,67,57,,,,
Quarterly Results,OPM %,34%,40%,29%,41%,41%,42%,38%,38%,32%,41%,44%,43%,34%,,,,
Quarterly Results,Other Income,2,2,10,2,50,7,10,9,12,11,7,9,-245,,,,
Quarterly Results,Interest,1,1,0,1,3,2,1,3,3,3,3,3,3,,,,
Quarterly Results,Depreciation,6,6,6,8,9,9,9,9,7,10,10,10,11,,,,
Quarterly Results,Profit before tax,23,25,22,33,80,39,38,37,40,49,51,62,-202,,,,
Quarterly Results,Tax %,26%,21%,25%,24%,10%,20%,22%,25%,7%,21%,19%,23%,2%,,,,
Quarterly Results,Net Profit,17,20,17,25,72,31,30,28,37,39,42,48,-207,,,,
Quarterly Results,EPS in Rs,2.66,3.04,2.59,3.85,11.29,4.88,4.59,4.25,5.64,5.79,6.00,6.81,-32.68,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,322,,,,341,,,,427,,,,576,313,318,262,194
Profit & Loss,Expenses,205,,,,210,,,,260,,,,345,149,165,136,113
Profit & Loss,Operating Profit,116,,,,132,,,,167,,,,231,164,153,126,81
Profit & Loss,OPM %,36%,,,,39%,,,,39%,,,,40%,52%,48%,48%,42%
Profit & Loss,Other Income,3,,,,55,,,,30,,,,-219,3,2,3,6
Profit & Loss,Interest,5,,,,5,,,,8,,,,12,12,12,11,9
Profit & Loss,Depreciation,24,,,,30,,,,34,,,,41,103,98,90,88
Profit & Loss,Profit before tax,91,,,,152,,,,154,,,,-40,52,44,28,-10
Profit & Loss,Tax %,20%,,,,17%,,,,19%,,,,96%,96%,69%,-10%,-744%
Profit & Loss,Net Profit,72,,,,125,,,,125,,,,-79,2,14,31,65
Profit & Loss,EPS in Rs,11.27,,,,19.28,,,,19.35,,,,-14.08,199.00,1358.00,3110.00,10.12
Profit & Loss,Dividend Payout %,14%,,,,10%,,,,13%,,,,-22%,0%,0%,0%,0%
,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,32,,,,32,,,,32,,,,32,0.00,0.00,0.00,32
Balance Sheet,Reserves,1098,,,,1338,,,,1411,,,,1788,2,10,37,1030
Balance Sheet,Borrowings,32,,,,70,,,,160,,,,205,231,102,83,41
Balance Sheet,Other Liabilities,99,,,,147,,,,303,,,,368,1086,1106,1115,70
Balance Sheet,Total Liabilities,1260,,,,1587,,,,1906,,,,2393,1319,1218,1236,1173
