Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Revenue,7860,8182,8708,9457,10021,10730,11248,11572,12199,12547,12686,12801,10634,,,,,,
Quarterly Results,Interest,3875,4057,4406,4962,5351,5863,6171,6277,6822,7139,7339,7573,7586,,,,,,
Quarterly Results,Expenses,3970,3877,3910,3950,4096,4237,4424,4618,4753,4947,5752,5726,6770,,,,,,
Quarterly Results,Financing Profit,15,248,392,545,574,630,653,677,623,460,-405,-498,-3722,,,,,,
Quarterly Results,Financing Margin %,0%,3%,4%,6%,6%,6%,6%,6%,5%,4%,-3%,-4%,-35%,,,,,,
Quarterly Results,Other Income,1903,1932,2011,2076,2154,2210,2282,2396,2508,2442,2185,2355,709,,,,,,
Quarterly Results,Depreciation,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Quarterly Results,Profit before tax,1918,2180,2403,2622,2727,2840,2935,3073,3131,2902,1780,1857,-3013,,,,,,
Quarterly Results,Tax %,27%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,24%,-23%,,,,,,
Quarterly Results,Net Profit,1401,1631,1805,1964,2043,2124,2202,2301,2349,2171,1331,1402,-2329,,,,,,
Quarterly Results,EPS in Rs,18.08,21.04,23.29,25.32,26.34,27.38,28.34,29.59,30.18,27.88,17.09,18.00,-29.89,,,,,,
Quarterly Results,Gross NPA %,2.27%,2.35%,2.11%,2.06%,1.98%,1.94%,1.93%,1.92%,1.92%,2.02%,2.11%,2.25%,3.13%,,,,,,
Quarterly Results,Net NPA %,0.64%,0.67%,0.61%,0.62%,0.59%,0.58%,0.57%,0.57%,0.57%,0.60%,0.64%,0.68%,0.95%,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Revenue,30822,,,,36368,,,,45748,,,,48668,11872,14406,17281,22261,28783,29000
Profit & Loss,Interest,15822,,,,18776,,,,25132,,,,29636,7355,8343,9783,13415,16724,15472
Profit & Loss,Expenses,15624,,,,15425,,,,17569,,,,23196,4188,5684,6555,9284,12544,15772
Profit & Loss,Financing Profit,-623,,,,2167,,,,3046,,,,-4165,329,379,942,-438,-485,-2244
Profit & Loss,Financing Margin %,-2%,,,,6%,,,,7%,,,,-9%,3%,3%,5%,-2%,-2%,-8%
Profit & Loss,Other Income,7408,,,,8173,,,,9396,,,,7690,3297,4171,4750,5647,6953,6501
Profit & Loss,Depreciation,352,,,,407,,,,463,,,,0,157,191,212,229,291,328
Profit & Loss,Profit before tax,6433,,,,9932,,,,11979,,,,3526,3469,4360,5481,4980,6177,3929
Profit & Loss,Tax %,25%,,,,25%,,,,25%,,,,27%,34%,34%,34%,34%,28%,25%
Profit & Loss,Net Profit,4805,,,,7444,,,,8977,,,,2576,2287,2868,3606,3301,4458,2930
Profit & Loss,EPS in Rs,62.03,,,,95.93,,,,115.34,,,,33.06,38.43,47.95,60.08,54.77,64.28,37.89
Profit & Loss,Dividend Payout %,14%,,,,15%,,,,14%,,,,0%,12%,13%,12%,14%,0%,13%
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,775,,,,776,,,,778,,,,779,595,598,600,603,694,773
Balance Sheet,Reserves,47252,,,,54229,,,,62429,,,,63914,17102,20049,23243,26085,34054,42727
Balance Sheet,Deposits,293349,,,,336120,,,,384586,,,,410862,93000,127572,151639,194868,202027,255870
Balance Sheet,Borrowing,47323,,,,49011,,,,47611,,,,53704,24996,21454,38289,47321,60754,51323
Balance Sheet,Other Liabilities,13268,,,,17701,,,,19689,,,,24848,7205,8976,7856,8944,9700,12210
Balance Sheet,Total Liabilities,401967,,,,457837,,,,515094,,,,554107,142898,178650,221628,277821,307229,362903
Balance Sheet,Fixed Assets,1834,,,,1944,,,,2127,,,,2496,1218,1307,1313,1688,1792,1801
Balance Sheet,CWIP,95,,,,135,,,,197,,,,0,37,28,25,22,79,75
Balance Sheet,Investments,70930,,,,83076,,,,106486,,,,114457,34056,36704,50078,59268,59938,69653
Balance Sheet,Other Assets,329109,,,,372682,,,,406283,,,,437154,107587,140611,170211,216843,245419,291374
Balance Sheet,Total Assets,401967,,,,457837,,,,515094,,,,554107,142898,178650,221628,277821,307229,362903
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,16672,,,,-12442,,,,-16925,,,,18278,-2927,11569,-20700,-6389,-12907,44976
Cash Flows,Cash from Investing Activity,-395,,,,-481,,,,-703,,,,-709,-258,-285,-217,-633,1445,-324
Cash Flows,Cash from Financing Activity,-4302,,,,1115,,,,-2242,,,,4876,2517,-2768,15505,8590,12733,-4096
Cash Flows,Net Cash Flow,11975,,,,-11808,,,,-19869,,,,22445,-667,8516,-5412,1568,1271,40556
,,,,,,,,,,,,,,,,,,,,
Ratios,ROE %,10%,,,,14%,,,,15%,,,,4%,,15%,16%,13%,15%,7%
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,16.51%,16.51%,16.51%,16.50%,16.49%,16.47%,16.45%,16.40%,16.38%,16.36%,16.29%,15.83%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,45.83%,46.97%,44.79%,42.16%,42.34%,41.48%,42.47%,40.25%,38.40%,34.11%,24.74%,29.53%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,21.02%,22.24%,24.63%,26.54%,26.22%,28.17%,26.21%,28.09%,29.69%,34.60%,42.43%,36.32%,,,,,,
Shareholding Pattern (Quarterly),Government,,0.00%,0.37%,0.37%,0.37%,0.37%,0.37%,0.36%,0.37%,0.37%,0.37%,0.39%,0.38%,,,,,,
Shareholding Pattern (Quarterly),Public,,16.63%,13.93%,13.70%,14.45%,14.59%,13.50%,14.52%,14.90%,15.16%,14.56%,16.16%,17.94%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,431031,358251,345137,378303,364290,360027,359688,398181,417359,439052,639709,771743,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,16.52%,,,,16.50%,,,,16.40%,,,,15.83%,,16.80%,16.77%,16.80%,14.34%,16.55%
Shareholding Pattern (Yearly),FIIs,46.33%,,,,42.16%,,,,40.25%,,,,29.53%,,48.60%,52.06%,53.53%,53.58%,50.91%
Shareholding Pattern (Yearly),DIIs,21.85%,,,,26.54%,,,,28.09%,,,,36.32%,,13.80%,11.17%,9.75%,15.50%,18.11%
Shareholding Pattern (Yearly),Government,0.00%,,,,0.37%,,,,0.37%,,,,0.38%,,0.00%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,15.30%,,,,14.45%,,,,14.90%,,,,17.94%,,20.81%,20.00%,19.92%,16.58%,14.43%
Shareholding Pattern (Yearly),No. of Shareholders,443112,,,,378303,,,,398181,,,,771743,,117797,125987,151950,302853,420350
,,,,,,,,,,,,,,,,,,,,
