Section,,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Sales,,,,,,,,,,,,,,,,,,
Quarterly Results,Expenses,,,,,,,,,,,,,,,,,,
Quarterly Results,Operating Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,OPM %,,,,,,,,,,,,,,,,,,
Quarterly Results,Other Income,,,,,,,,,,,,,,,,,,
Quarterly Results,Interest,,,,,,,,,,,,,,,,,,
Quarterly Results,Depreciation,,,,,,,,,,,,,,,,,,
Quarterly Results,Profit before tax,,,,,,,,,,,,,,,,,,
Quarterly Results,Tax %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,EPS in Rs,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,,,,,,,,,,,,,,,,,,
Profit & Loss,Expenses,,,,,,,,,,,,,,,,,,
Profit & Loss,Operating Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,OPM %,,,,,,,,,,,,,,,,,,
Profit & Loss,Other Income,,,,,,,,,,,,,,,,,,
Profit & Loss,Interest,,,,,,,,,,,,,,,,,,
Profit & Loss,Depreciation,,,,,,,,,,,,,,,,,,
Profit & Loss,Profit before tax,,,,,,,,,,,,,,,,,,
Profit & Loss,Tax %,,,,,,,,,,,,,,,,,,
Profit & Loss,Net Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,EPS in Rs,,,,,,,,,,,,,,,,,,
Profit & Loss,Dividend Payout %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,,,,,,,,,,,,,,,,,,
Balance Sheet,Reserves,,,,,,,,,,,,,,,,,,
Balance Sheet,Borrowings,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Fixed Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,CWIP,,,,,,,,,,,,,,,,,,
Balance Sheet,Investments,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Assets,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Investing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Financing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Net Cash Flow,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,,,,,,,,,,,,,,,,,,
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,,,,,,,,,,,,,,,,,,
Ratios,Working Capital Days,,,,,,,,,,,,,,,,,,
Ratios,ROCE %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,25.37%,25.37%,26.76%,26.76%,26.76%,26.76%,27.71%,27.71%,27.71%,27.71%,27.71%,27.71%,,,,,,
Shareholding Pattern (Quarterly),FIIs,2.70%,2.78%,3.84%,4.08%,4.14%,0.83%,0.77%,0.47%,0.01%,0.48%,2.46%,4.24%,,,,,,
Shareholding Pattern (Quarterly),DIIs,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.25%,0.00%,0.00%,0.00%,0.09%,0.02%,,,,,,
Shareholding Pattern (Quarterly),Public,71.90%,71.83%,69.38%,69.13%,69.09%,72.40%,71.26%,71.82%,72.28%,71.80%,69.74%,68.04%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,78231,76495,74349,72622,69255,62101,61032,86164,102892,113690,122902,127378,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,26.76%,,,,27.71%,,,,27.71%,31.17%,27.93%,25.85%,25.22%,25.04%,25.37%
Shareholding Pattern (Yearly),FIIs,,,,4.08%,,,,0.47%,,,,4.24%,5.85%,1.20%,6.88%,10.34%,8.21%,2.98%
Shareholding Pattern (Yearly),DIIs,,,,0.02%,,,,0.00%,,,,0.02%,0.44%,0.53%,0.11%,0.02%,0.02%,0.02%
Shareholding Pattern (Yearly),Public,,,,69.13%,,,,71.82%,,,,68.04%,62.53%,70.35%,67.16%,64.42%,66.74%,71.63%
Shareholding Pattern (Yearly),No. of Shareholders,,,,72622,,,,86164,,,,127378,10532,25040,24904,23906,24135,78173
,,,,,,,,,,,,,,,,,,,
