Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,193,293,314,303,303,427,370,388,365,450,458,443,421,,,,,,,,
Quarterly Results,Expenses,176,251,272,248,244,348,307,320,299,384,410,392,360,,,,,,,,
Quarterly Results,Operating Profit,17,42,42,55,58,79,63,68,67,66,48,50,61,,,,,,,,
Quarterly Results,OPM %,9%,14%,13%,18%,19%,19%,17%,18%,18%,15%,10%,11%,14%,,,,,,,,
Quarterly Results,Other Income,-7,2,3,3,3,2,3,4,5,8,7,7,6,,,,,,,,
Quarterly Results,Interest,1,1,2,3,2,3,2,2,2,2,2,2,2,,,,,,,,
Quarterly Results,Depreciation,6,7,8,9,9,13,12,13,14,14,15,15,15,,,,,,,,
Quarterly Results,Profit before tax,3,35,35,46,50,66,52,57,56,58,38,41,49,,,,,,,,
Quarterly Results,Tax %,10%,25%,25%,24%,23%,24%,23%,24%,23%,23%,22%,24%,24%,,,,,,,,
Quarterly Results,Net Profit,2,27,26,34,38,50,40,43,43,44,30,31,38,,,,,,,,
Quarterly Results,EPS in Rs,0.54,5.94,5.47,7.27,8.03,10.54,8.35,9.02,8.86,9.11,6.07,6.37,7.69,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,705,,,,1212,,,,1550,,,,1772,161,211,271,344,419,578,686,328
Profit & Loss,Expenses,649,,,,1015,,,,1273,,,,1547,154,198,252,319,377,525,614,334
Profit & Loss,Operating Profit,56,,,,197,,,,278,,,,225,7,12,19,24,42,53,72,-6
Profit & Loss,OPM %,8%,,,,16%,,,,18%,,,,13%,4%,6%,7%,7%,10%,9%,11%,-2%
Profit & Loss,Other Income,-2,,,,9,,,,14,,,,28,0,-1,1,0,1,1,1,3
Profit & Loss,Interest,5,,,,8,,,,10,,,,9,6,3,3,4,3,4,10,6
Profit & Loss,Depreciation,20,,,,33,,,,52,,,,59,1,3,4,5,6,8,22,20
Profit & Loss,Profit before tax,29,,,,165,,,,230,,,,186,1,6,12,16,34,41,40,-29
Profit & Loss,Tax %,23%,,,,24%,,,,24%,,,,23%,78%,27%,35%,34%,36%,34%,24%,-28%
Profit & Loss,Net Profit,22,,,,125,,,,176,,,,143,0,4,8,10,22,27,31,-21
Profit & Loss,EPS in Rs,4.99,,,,26.39,,,,36.05,,,,29.21,0.04,1.06,1.87,2.45,4.84,6.09,6.86,-4.67
Profit & Loss,Dividend Payout %,8%,,,,7%,,,,11%,,,,10%,-0%,9%,6%,8%,5%,4%,-0%,-0%
,,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,4,,,,5,,,,10,,,,10,3,4,4,4,4,4,4,4
Balance Sheet,Reserves,297,,,,421,,,,814,,,,944,9,72,87,97,168,196,226,275
Balance Sheet,Borrowings,56,,,,139,,,,146,,,,125,54,33,58,42,55,104,114,41
Balance Sheet,Other Liabilities,112,,,,182,,,,173,,,,241,35,20,27,55,47,81,71,77
Balance Sheet,Total Liabilities,469,,,,747,,,,1143,,,,1319,102,130,177,198,275,386,416,397
Balance Sheet,Fixed Assets,96,,,,184,,,,293,,,,414,12,12,24,23,32,29,79,67
Balance Sheet,CWIP,20,,,,-0,,,,1,,,,12,0,0,0,1,0,-0,0,0
Balance Sheet,Investments,-0,,,,-0,,,,149,,,,3,-0,0,0,-0,-0,-0,-0,-0
Balance Sheet,Other Assets,353,,,,563,,,,700,,,,890,90,117,152,174,243,357,336,330
Balance Sheet,Total Assets,469,,,,747,,,,1143,,,,1319,102,130,177,198,275,386,416,397
,,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,16,,,,51,,,,217,,,,57,-3,-32,-13,24,-48,-38,71,111
Cash Flows,Cash from Investing Activity,-4,,,,-70,,,,-345,,,,-10,-9,-3,-15,-6,-13,-7,-21,-98
Cash Flows,Cash from Financing Activity,-14,,,,20,,,,164,,,,-75,12,36,29,-20,59,45,-50,-10
Cash Flows,Net Cash Flow,-2,,,,1,,,,36,,,,-27,-0,1,1,-2,-2,-0,1,3
,,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,59,,,,51,,,,39,,,,50,72,70,73,62,85,89,78,101
Ratios,Inventory Days,123,,,,144,,,,124,,,,133,186,174,180,172,199,206,155,223
Ratios,Days Payable,84,,,,90,,,,70,,,,76,121,40,42,87,68,76,59,138
Ratios,Cash Conversion Cycle,98,,,,105,,,,93,,,,107,137,204,211,147,217,219,174,185
Ratios,Working Capital Days,85,,,,83,,,,67,,,,83,102,147,149,116,163,167,134,154
Ratios,ROCE %,13%,,,,37%,,,,31%,,,,19%,,12%,12%,14%,20%,17%,16%,-7%
,,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,50.01%,47.24%,47.24%,47.24%,47.23%,46.96%,46.88%,45.73%,45.73%,45.41%,45.41%,45.41%,,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,15.77%,15.14%,15.53%,15.93%,12.30%,12.95%,13.44%,13.14%,12.69%,12.24%,12.26%,13.25%,,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,6.74%,12.21%,12.01%,12.62%,17.00%,17.51%,16.75%,20.52%,21.83%,22.73%,23.97%,23.71%,,,,,,,,
Shareholding Pattern (Quarterly),Government,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,,,,,,,,
Shareholding Pattern (Quarterly),Public,,27.48%,25.43%,25.23%,24.22%,23.47%,22.59%,22.91%,20.61%,19.75%,19.60%,18.37%,17.63%,,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,13741,15581,14583,15148,24023,31307,45251,35078,32050,45148,42218,38387,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,50.02%,,,,47.24%,,,,45.73%,,,,45.41%,,,,61.98%,57.80%,57.61%,56.67%,55.27%
Shareholding Pattern (Yearly),FIIs,16.21%,,,,15.93%,,,,13.14%,,,,13.25%,,,,0.00%,8.73%,9.98%,23.54%,15.75%
Shareholding Pattern (Yearly),DIIs,5.88%,,,,12.62%,,,,20.52%,,,,23.71%,,,,20.09%,15.98%,14.53%,0.81%,5.73%
Shareholding Pattern (Yearly),Public,27.89%,,,,24.22%,,,,20.61%,,,,17.63%,,,,17.93%,17.48%,17.88%,18.98%,23.25%
Shareholding Pattern (Yearly),No. of Shareholders,14346,,,,15148,,,,35078,,,,38387,,,,3038,3488,7603,8790,12041
,,,,,,,,,,,,,,,,,,,,,,
