Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,153,148,119,128,144,151,126,141,160,156,145,168,223,,,,,,,
Quarterly Results,Expenses,139,141,112,118,132,140,119,128,146,138,134,152,205,,,,,,,
Quarterly Results,Operating Profit,14,7,7,10,11,12,7,13,14,17,11,17,18,,,,,,,
Quarterly Results,OPM %,9%,5%,6%,8%,8%,8%,6%,9%,9%,11%,8%,10%,8%,,,,,,,
Quarterly Results,Other Income,1,1,1,1,1,2,2,2,3,2,2,2,1,,,,,,,
Quarterly Results,Interest,1,1,1,1,1,1,2,2,2,2,3,3,3,,,,,,,
Quarterly Results,Depreciation,2,2,2,2,2,2,2,2,2,2,2,3,3,,,,,,,
Quarterly Results,Profit before tax,12,5,5,8,9,10,6,11,13,15,8,14,14,,,,,,,
Quarterly Results,Tax %,25%,7%,35%,21%,23%,21%,19%,21%,21%,23%,29%,22%,24%,,,,,,,
Quarterly Results,Net Profit,9,5,3,6,7,8,5,9,10,11,6,11,11,,,,,,,
Quarterly Results,EPS in Rs,3.61,1.85,1.35,2.48,2.71,3.16,1.84,3.52,3.94,4.46,2.30,4.27,4.28,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,448,,,,538,,,,579,,,,692,157,180,203,243,261,242,231
Profit & Loss,Expenses,406,,,,503,,,,532,,,,628,144,161,182,213,231,215,205
Profit & Loss,Operating Profit,42,,,,35,,,,46,,,,64,13,19,21,30,29,27,26
Profit & Loss,OPM %,9%,,,,7%,,,,8%,,,,9%,9%,11%,10%,12%,11%,11%,11%
Profit & Loss,Other Income,5,,,,3,,,,9,,,,7,0,1,5,1,6,3,3
Profit & Loss,Interest,4,,,,4,,,,7,,,,10,6,7,4,4,3,2,2
Profit & Loss,Depreciation,6,,,,7,,,,8,,,,10,2,2,2,2,2,3,5
Profit & Loss,Profit before tax,37,,,,27,,,,40,,,,51,6,12,20,24,30,24,22
Profit & Loss,Tax %,22%,,,,22%,,,,21%,,,,24%,37%,34%,28%,37%,26%,24%,22%
Profit & Loss,Net Profit,29,,,,21,,,,32,,,,39,4,9,17,19,23,19,17
Profit & Loss,EPS in Rs,11.41,,,,8.39,,,,12.46,,,,15.31,3.12,7.16,13.88,10.18,8.90,7.31,6.87
Profit & Loss,Dividend Payout %,9%,,,,12%,,,,12%,,,,13%,0%,0%,0%,0%,0%,0%,15%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,25,,,,25,,,,25,,,,25,8,8,8,12,17,25,25
Balance Sheet,Reserves,213,,,,232,,,,264,,,,298,15,26,46,89,157,165,184
Balance Sheet,Borrowings,52,,,,58,,,,93,,,,156,43,39,41,38,23,17,30
Balance Sheet,Other Liabilities,45,,,,43,,,,53,,,,69,21,21,19,24,25,27,33
Balance Sheet,Total Liabilities,335,,,,358,,,,435,,,,549,87,95,114,163,221,234,272
Balance Sheet,Fixed Assets,147,,,,160,,,,183,,,,223,34,37,37,37,44,90,112
Balance Sheet,CWIP,4,,,,15,,,,27,,,,28,2,1,1,0,25,17,29
Balance Sheet,Investments,29,,,,32,,,,42,,,,48,1,7,16,20,21,19,22
Balance Sheet,Other Assets,155,,,,151,,,,183,,,,250,50,51,61,106,131,107,109
