Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,726.61,800.27,852.15,876.14,853.80,693.98,770.69,959.25,863.97,831.98,907.27,1195.03,1091.22,,,,
Quarterly Results,Expenses,674.46,749.07,791.18,811.20,792.99,649.62,716.24,894.01,810.44,783.47,855.32,1128.54,1036.55,,,,
Quarterly Results,Operating Profit,52.15,51.20,60.97,64.94,60.81,44.36,54.45,65.24,53.53,48.51,51.95,66.49,54.67,,,,
Quarterly Results,OPM %,7.18%,6.40%,7.15%,7.41%,7.12%,6.39%,7.07%,6.80%,6.20%,5.83%,5.73%,5.56%,5.01%,,,,
Quarterly Results,Other Income,3.55,1.63,-0.36,2.10,1.23,0.09,2.70,1.27,2.70,0.70,-0.90,3.05,5.81,,,,
Quarterly Results,Interest,8.24,12.33,14.82,13.77,10.18,11.10,13.91,14.81,13.66,15.51,18.22,19.50,20.87,,,,
Quarterly Results,Depreciation,21.49,20.83,21.83,21.93,22.72,23.40,24.57,26.22,27.12,28.96,32.35,34.04,35.59,,,,
Quarterly Results,Profit before tax,25.97,19.67,23.96,31.34,29.14,9.95,18.67,25.48,15.45,4.74,0.48,16.00,4.02,,,,
Quarterly Results,Tax %,26.49%,7.78%,29.59%,17.58%,16.75%,27.04%,-9.80%,27.47%,28.93%,27.43%,31.25%,26.25%,56.72%,,,,
Quarterly Results,Net Profit,19.09,18.15,16.87,25.83,24.26,7.27,20.50,18.48,10.97,3.45,0.34,11.81,1.75,,,,
Quarterly Results,EPS in Rs,5.12,4.87,4.57,6.54,6.07,1.75,5.00,4.44,2.56,0.77,-0.00,2.75,0.34,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,2977,,,,3382,,,,3288,,,,4026,1611,2827,2219,1956
Profit & Loss,Expenses,2800,,,,3144,,,,3069,,,,3804,1561,2745,2142,1842
Profit & Loss,Operating Profit,176,,,,238,,,,219,,,,222,51,82,77,114
Profit & Loss,OPM %,6%,,,,7%,,,,7%,,,,6%,3%,3%,3%,6%
Profit & Loss,Other Income,11,,,,4,,,,5,,,,9,4,7,6,6
Profit & Loss,Interest,35,,,,51,,,,53,,,,74,17,53,45,38
Profit & Loss,Depreciation,70,,,,87,,,,101,,,,131,13,53,63,62
Profit & Loss,Profit before tax,82,,,,104,,,,70,,,,25,25,-18,-25,20
Profit & Loss,Tax %,20%,,,,18%,,,,18%,,,,31%,30%,39%,17%,44%
Profit & Loss,Net Profit,66,,,,85,,,,57,,,,17,18,-24,-29,11
Profit & Loss,EPS in Rs,17.88,,,,21.32,,,,13.56,,,,3.85,22.33,-31.92,-15.69,6.19
Profit & Loss,Dividend Payout %,0%,,,,11%,,,,11%,,,,13%,3%,0%,0%,0%
,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,18,,,,20,,,,21,,,,21,8,18,18,18
Balance Sheet,Reserves,229,,,,450,,,,518,,,,533,133,170,151,163
Balance Sheet,Borrowings,476,,,,430,,,,627,,,,870,121,409,327,345
Balance Sheet,Other Liabilities,362,,,,361,,,,383,,,,465,343,408,334,360
Balance Sheet,Total Liabilities,1085,,,,1261,,,,1549,,,,1889,605,1006,830,887
Balance Sheet,Fixed Assets,497,,,,509,,,,594,,,,762,143,392,370,326
Balance Sheet,CWIP,5,,,,6,,,,2,,,,3,43,0,1,2
Balance Sheet,Investments,17,,,,16,,,,16,,,,16,0,0,10,13
Balance Sheet,Other Assets,566,,,,730,,,,937,,,,1108,419,614,449,546
Balance Sheet,Total Assets,1085,,,,1261,,,,1549,,,,1889,605,1006,830,887
,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,76,,,,71,,,,41,,,,152,13,55,210,76
Cash Flows,Cash from Investing Activity,-34,,,,-72,,,,-113,,,,-164,-57,-38,-66,-34
Cash Flows,Cash from Financing Activity,-38,,,,1,,,,65,,,,23,60,-28,-148,-38
Cash Flows,Net Cash Flow,5,,,,-1,,,,-8,,,,11,16,-11,-5,5
,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,8,,,,11,,,,15,,,,16,10,10,4,10
Ratios,Inventory Days,48,,,,59,,,,78,,,,71,58,50,43,64
Ratios,Days Payable,21,,,,15,,,,16,,,,15,61,10,11,22
Ratios,Cash Conversion Cycle,35,,,,55,,,,77,,,,72,6,50,37,52
Ratios,Working Capital Days,20,,,,36,,,,58,,,,56,5,19,5,28
Ratios,ROCE %,19%,,,,20%,,,,12%,,,,8%,,8%,4%,12%
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,,,55.23%,55.18%,53.05%,52.87%,51.82%,51.59%,51.55%,51.62%,51.57%,51.56%,,,,
Shareholding Pattern (Quarterly),FIIs,,,,7.75%,6.98%,10.47%,8.61%,8.40%,8.74%,9.73%,9.82%,10.70%,9.85%,,,,
Shareholding Pattern (Quarterly),DIIs,,,,7.65%,7.52%,14.29%,15.47%,15.19%,15.86%,16.61%,14.28%,13.81%,13.61%,,,,
Shareholding Pattern (Quarterly),Public,,,,29.38%,30.31%,22.19%,23.04%,24.58%,23.80%,22.10%,24.28%,23.91%,24.97%,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,,,51169,27953,27806,30360,33397,36700,38529,46214,43717,44256,,,,
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,,55.18%,,,,51.59%,,,,51.56%,,,,
Shareholding Pattern (Yearly),FIIs,,,,,6.98%,,,,8.74%,,,,9.85%,,,,
Shareholding Pattern (Yearly),DIIs,,,,,7.52%,,,,15.86%,,,,13.61%,,,,
Shareholding Pattern (Yearly),Public,,,,,30.31%,,,,23.80%,,,,24.97%,,,,
Shareholding Pattern (Yearly),No. of Shareholders,,,,,27953,,,,36700,,,,44256,,,,
,,,,,,,,,,,,,,,,,,
