Section,,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Sales,,,,,,,,,,,,,,,,,,
Quarterly Results,Expenses,,,,,,,,,,,,,,,,,,
Quarterly Results,Operating Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,OPM %,,,,,,,,,,,,,,,,,,
Quarterly Results,Other Income,,,,,,,,,,,,,,,,,,
Quarterly Results,Interest,,,,,,,,,,,,,,,,,,
Quarterly Results,Depreciation,,,,,,,,,,,,,,,,,,
Quarterly Results,Profit before tax,,,,,,,,,,,,,,,,,,
Quarterly Results,Tax %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,EPS in Rs,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,,,,,,,,,,,,,,,,,,
Profit & Loss,Expenses,,,,,,,,,,,,,,,,,,
Profit & Loss,Operating Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,OPM %,,,,,,,,,,,,,,,,,,
Profit & Loss,Other Income,,,,,,,,,,,,,,,,,,
Profit & Loss,Interest,,,,,,,,,,,,,,,,,,
Profit & Loss,Depreciation,,,,,,,,,,,,,,,,,,
Profit & Loss,Profit before tax,,,,,,,,,,,,,,,,,,
Profit & Loss,Tax %,,,,,,,,,,,,,,,,,,
Profit & Loss,Net Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,EPS in Rs,,,,,,,,,,,,,,,,,,
Profit & Loss,Dividend Payout %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,,,,,,,,,,,,,,,,,,
Balance Sheet,Reserves,,,,,,,,,,,,,,,,,,
Balance Sheet,Borrowings,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Fixed Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,CWIP,,,,,,,,,,,,,,,,,,
Balance Sheet,Investments,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Assets,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Investing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Financing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Net Cash Flow,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,,,,,,,,,,,,,,,,,,
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,,,,,,,,,,,,,,,,,,
Ratios,Working Capital Days,,,,,,,,,,,,,,,,,,
Ratios,ROCE %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,52.13%,52.13%,52.13%,52.13%,52.12%,52.12%,52.12%,52.12%,52.12%,52.12%,52.12%,52.12%,,,,,,
Shareholding Pattern (Quarterly),FIIs,1.90%,1.91%,1.73%,1.75%,2.50%,2.60%,2.71%,2.55%,2.86%,3.23%,3.35%,3.47%,,,,,,
Shareholding Pattern (Quarterly),DIIs,8.91%,9.05%,8.91%,9.16%,8.47%,8.51%,9.02%,9.54%,8.84%,8.89%,9.77%,9.89%,,,,,,
Shareholding Pattern (Quarterly),Public,37.06%,36.89%,37.22%,36.96%,36.90%,36.76%,36.16%,35.79%,36.18%,35.76%,34.77%,34.51%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,29274,28741,28359,27469,27487,28030,26976,27146,29241,30207,31736,31903,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,52.13%,,,,52.12%,,,,52.12%,50.62%,50.74%,50.73%,52.18%,52.16%,52.13%
Shareholding Pattern (Yearly),FIIs,,,,1.75%,,,,2.55%,,,,3.47%,5.03%,2.51%,2.62%,1.17%,1.58%,1.84%
Shareholding Pattern (Yearly),DIIs,,,,9.16%,,,,9.54%,,,,9.89%,12.22%,13.05%,11.22%,10.39%,10.43%,8.91%
Shareholding Pattern (Yearly),Government,,,,0.00%,,,,0.00%,,,,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,,,,36.96%,,,,35.79%,,,,34.51%,32.14%,33.68%,35.43%,36.25%,35.83%,37.11%
Shareholding Pattern (Yearly),No. of Shareholders,,,,27469,,,,27146,,,,31903,12436,19356,19772,19537,24258,30202
,,,,,,,,,,,,,,,,,,,
