Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,292.23,270.18,276.38,331.62,301.54,293.47,307.83,371.08,405.59,454.56,440.47,609.76,514.88,,,,,
Quarterly Results,Expenses,267.32,248.86,257.34,309.60,275.92,281.65,291.61,360.35,386.28,431.05,424.23,583.03,486.00,,,,,
Quarterly Results,Operating Profit,24.91,21.32,19.04,22.02,25.62,11.82,16.22,10.73,19.31,23.51,16.24,26.73,28.88,,,,,
Quarterly Results,OPM %,8.52%,7.89%,6.89%,6.64%,8.50%,4.03%,5.27%,2.89%,4.76%,5.17%,3.69%,4.38%,5.61%,,,,,
Quarterly Results,Other Income,1.10,0.47,1.35,2.17,3.08,3.78,3.98,3.02,1.42,2.18,1.16,0.74,0.78,,,,,
Quarterly Results,Interest,1.38,1.09,1.49,1.52,2.03,2.13,3.98,0.48,3.52,4.28,7.46,7.88,8.78,,,,,
Quarterly Results,Depreciation,8.48,7.06,7.12,7.21,7.34,8.78,9.53,5.27,8.78,8.44,8.07,10.52,10.36,,,,,
Quarterly Results,Profit before tax,16.15,13.64,11.78,15.46,19.33,4.69,6.69,8.00,8.43,12.97,1.87,9.07,10.52,,,,,
Quarterly Results,Tax %,27.74%,25.29%,22.84%,23.35%,25.66%,6.61%,67.41%,42.12%,21.95%,25.37%,34.22%,25.58%,33.46%,,,,,
Quarterly Results,Net Profit,11.67,10.19,9.09,11.85,14.37,4.38,2.17,4.63,6.58,9.69,1.22,6.75,7.01,,,,,
Quarterly Results,EPS in Rs,1.97,1.63,1.46,1.90,2.30,0.70,0.35,0.74,1.05,1.55,0.20,1.08,1.12,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,1101,,,,1180,,,,1378,,,,2020,,,,,
Profit & Loss,Expenses,951,,,,1092,,,,1320,,,,1924,,,,,
Profit & Loss,Operating Profit,150,,,,88,,,,58,,,,95,,,,,
Profit & Loss,OPM %,14%,,,,7%,,,,4%,,,,5%,,,,,
Profit & Loss,Other Income,2,,,,7,,,,12,,,,5,,,,,
Profit & Loss,Interest,5,,,,6,,,,10,,,,28,,,,,
Profit & Loss,Depreciation,32,,,,29,,,,32,,,,37,,,,,
Profit & Loss,Profit before tax,115,,,,60,,,,28,,,,34,,,,,
Profit & Loss,Tax %,26%,,,,25%,,,,36%,,,,28%,,,,,
Profit & Loss,Net Profit,85,,,,45,,,,18,,,,25,,,,,
Profit & Loss,EPS in Rs,14.40,,,,7.24,,,,2.85,,,,3.96,,,,,
Profit & Loss,Dividend Payout %,12%,,,,6%,,,,11%,,,,8%,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,5,,,,5,,,,6,,,,6,,,,,
Balance Sheet,Reserves,530,,,,570,,,,584,,,,607,,,,,
Balance Sheet,Borrowings,117,,,,248,,,,349,,,,397,,,,,
Balance Sheet,Other Liabilities,122,,,,165,,,,217,,,,312,,,,,
Balance Sheet,Total Liabilities,774,,,,988,,,,1156,,,,1323,,,,,
Balance Sheet,Fixed Assets,240,,,,279,,,,521,,,,718,,,,,
Balance Sheet,CWIP,91,,,,278,,,,182,,,,4,,,,,
Balance Sheet,Investments,26,,,,23,,,,15,,,,17,,,,,
Balance Sheet,Other Assets,417,,,,408,,,,438,,,,584,,,,,
Balance Sheet,Total Assets,774,,,,988,,,,1156,,,,1323,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,61,,,,15,,,,66,,,,42,,,,,
Cash Flows,Cash from Investing Activity,-136,,,,-247,,,,-158,,,,-54,,,,,
Cash Flows,Cash from Financing Activity,170,,,,124,,,,88,,,,13,,,,,
Cash Flows,Net Cash Flow,95,,,,-107,,,,-4,,,,1,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,40,,,,44,,,,44,,,,33,,,,,
Ratios,Inventory Days,69,,,,82,,,,62,,,,76,,,,,
Ratios,Days Payable,37,,,,42,,,,52,,,,60,,,,,
Ratios,Cash Conversion Cycle,72,,,,84,,,,54,,,,49,,,,,
Ratios,Working Capital Days,48,,,,70,,,,59,,,,52,,,,,
Ratios,ROCE %,,,,,9%,,,,3%,,,,6%,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,66.65%,66.65%,66.65%,66.65%,66.65%,66.72%,66.72%,66.72%,66.68%,66.68%,66.71%,66.71%,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.54%,0.34%,0.33%,0.31%,0.01%,0.00%,0.00%,0.01%,0.00%,0.50%,0.00%,0.06%,,,,,
Shareholding Pattern (Quarterly),DIIs,,3.30%,3.52%,3.52%,3.53%,3.52%,1.23%,1.20%,0.58%,0.40%,0.80%,1.11%,0.67%,,,,,
Shareholding Pattern (Quarterly),Public,,29.29%,29.24%,29.27%,29.27%,29.58%,31.80%,31.77%,32.36%,32.66%,31.77%,31.88%,32.27%,,,,,
Shareholding Pattern (Quarterly),Others,,0.23%,0.23%,0.23%,0.25%,0.25%,0.26%,0.31%,0.33%,0.27%,0.27%,0.30%,0.30%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,31328,31357,30447,29377,32997,34248,34718,35992,35909,38819,39873,37960,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,64.86%,,,,66.65%,,,,66.72%,,,,66.71%,58.89%,58.89%,59.27%,63.28%,68.20%
