Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,5475,5233,6332,6790,6315,6758,6903,7237,7114,7696,8038,8381,8528,,,,,,,,
Quarterly Results,Expenses,5024,4292,4433,4851,4781,4696,4894,5214,5283,5566,5962,6108,6530,,,,,,,,
Quarterly Results,Operating Profit,451,941,1899,1939,1534,2062,2008,2023,1831,2130,2076,2273,1998,,,,,,,,
Quarterly Results,OPM %,8%,18%,30%,29%,24%,31%,29%,28%,26%,28%,26%,27%,23%,,,,,,,,
Quarterly Results,Other Income,132,863,55,65,146,178,319,219,201,193,314,154,528,,,,,,,,
Quarterly Results,Interest,32,35,31,42,35,37,35,39,59,60,76,82,66,,,,,,,,
Quarterly Results,Depreciation,293,302,309,324,316,353,376,374,368,381,397,471,455,,,,,,,,
Quarterly Results,Profit before tax,259,1468,1614,1638,1329,1850,1917,1829,1605,1883,1917,1874,2005,,,,,,,,
Quarterly Results,Tax %,63%,19%,31%,24%,28%,24%,23%,24%,18%,26%,30%,25%,21%,,,,,,,,
Quarterly Results,Net Profit,97,1189,1114,1244,960,1405,1482,1381,1310,1392,1342,1404,1587,,,,,,,,
Quarterly Results,EPS in Rs,1.17,14.29,13.39,14.94,11.53,16.87,17.77,16.56,15.70,16.69,15.05,16.94,19.09,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,21545,,,,24670,,,,28011,,,,32644,13415,15023,15568,14196,14281,15448,17517,19048
Profit & Loss,Expenses,17778,,,,18200,,,,20078,,,,24097,10164,11515,11983,11724,11930,12270,15040,15173
Profit & Loss,Operating Profit,3768,,,,6470,,,,7933,,,,8547,3251,3508,3585,2472,2351,3178,2477,3874
Profit & Loss,OPM %,17%,,,,26%,,,,28%,,,,26%,24%,23%,23%,17%,16%,21%,14%,20%
Profit & Loss,Other Income,555,,,,971,,,,909,,,,1119,170,260,295,172,155,381,670,335
Profit & Loss,Interest,96,,,,143,,,,171,,,,283,127,108,83,63,79,89,98,97
Profit & Loss,Depreciation,1165,,,,1250,,,,1470,,,,1704,648,760,939,1027,1077,1135,1163,1229
Profit & Loss,Profit before tax,3061,,,,6048,,,,7201,,,,7680,2646,2900,2859,1554,1350,2336,1886,2884
Profit & Loss,Tax %,29%,,,,25%,,,,23%,,,,25%,26%,19%,26%,19%,32%,17%,-7%,32%
Profit & Loss,Net Profit,2182,,,,4507,,,,5578,,,,5725,1963,2336,2131,1292,947,1950,2026,1952
