Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,94.58,95.11,106.55,105.99,114.09,100.47,109.09,104.72,121.39,113.18,130.17,150.76,161.81,,,,,
Quarterly Results,Expenses,88.49,89.21,100.26,100.58,107.69,95.13,102.75,100.93,115.27,109.56,126.42,145.08,152.98,,,,,
Quarterly Results,Operating Profit,6.09,5.90,6.29,5.41,6.40,5.34,6.34,3.79,6.12,3.62,3.75,5.68,8.83,,,,,
Quarterly Results,OPM %,6.44%,6.20%,5.90%,5.10%,5.61%,5.32%,5.81%,3.62%,5.04%,3.20%,2.88%,3.77%,5.46%,,,,,
Quarterly Results,Other Income,0.38,1.52,0.17,0.35,0.29,0.36,0.28,1.20,0.80,0.26,0.39,0.40,0.49,,,,,
Quarterly Results,Interest,1.35,1.15,1.31,1.73,1.58,1.66,1.76,1.94,2.09,4.14,3.98,4.69,4.93,,,,,
Quarterly Results,Depreciation,1.03,0.99,1.00,1.02,1.00,0.93,0.93,0.94,1.67,2.82,3.46,3.48,3.63,,,,,
Quarterly Results,Profit before tax,4.09,5.28,4.15,3.01,4.11,3.11,3.93,2.11,3.16,-3.08,-3.30,-2.09,0.76,,,,,
Quarterly Results,Tax %,29.58%,18.94%,25.54%,22.92%,37.71%,26.05%,26.46%,30.81%,86.08%,-18.83%,-9.09%,-15.79%,114.47%,,,,,
Quarterly Results,Net Profit,2.89,4.28,3.10,2.31,2.56,2.31,2.89,1.46,0.43,-2.50,-3.00,-1.75,-0.10,,,,,
Quarterly Results,EPS in Rs,1.45,2.15,1.56,1.16,1.29,1.16,1.45,0.73,0.22,-1.26,-1.51,-0.88,-0.05,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,303,,,,417,,,,432,,,,556,,,,,
Profit & Loss,Expenses,284,,,,393,,,,410,,,,534,,,,,
Profit & Loss,Operating Profit,19,,,,24,,,,22,,,,22,,,,,
Profit & Loss,OPM %,6%,,,,6%,,,,5%,,,,4%,,,,,
Profit & Loss,Other Income,1,,,,2,,,,3,,,,2,,,,,
Profit & Loss,Interest,5,,,,6,,,,7,,,,18,,,,,
Profit & Loss,Depreciation,4,,,,4,,,,4,,,,13,,,,,
Profit & Loss,Profit before tax,12,,,,17,,,,12,,,,-8,,,,,
Profit & Loss,Tax %,27%,,,,26%,,,,42%,,,,-5%,,,,,
Profit & Loss,Net Profit,8,,,,12,,,,7,,,,-7,,,,,
Profit & Loss,EPS in Rs,4.26,,,,6.17,,,,3.57,,,,-3.71,,,,,
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,0%,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,20,,,,20,,,,20,,,,20,,,,,
Balance Sheet,Reserves,72,,,,84,,,,92,,,,84,,,,,
Balance Sheet,Borrowings,54,,,,83,,,,148,,,,196,,,,,
Balance Sheet,Other Liabilities,53,,,,62,,,,67,,,,92,,,,,
Balance Sheet,Total Liabilities,199,,,,248,,,,327,,,,392,,,,,
Balance Sheet,Fixed Assets,44,,,,64,,,,148,,,,146,,,,,
Balance Sheet,CWIP,0,,,,12,,,,2,,,,0,,,,,
Balance Sheet,Investments,1,,,,0,,,,0,,,,0,,,,,
Balance Sheet,Other Assets,155,,,,172,,,,176,,,,246,,,,,
Balance Sheet,Total Assets,199,,,,248,,,,327,,,,392,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,11,,,,21,,,,11,,,,-23,,,,,
Cash Flows,Cash from Investing Activity,-1,,,,-49,,,,-69,,,,-5,,,,,
Cash Flows,Cash from Financing Activity,-15,,,,26,,,,56,,,,27,,,,,
Cash Flows,Net Cash Flow,-5,,,,-2,,,,-2,,,,-1,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,98,,,,80,,,,83,,,,90,,,,,
Ratios,Inventory Days,95,,,,65,,,,66,,,,77,,,,,
Ratios,Days Payable,70,,,,51,,,,58,,,,67,,,,,
Ratios,Cash Conversion Cycle,124,,,,94,,,,90,,,,100,,,,,
Ratios,Working Capital Days,113,,,,84,,,,87,,,,96,,,,,
Ratios,ROCE %,,,,,13%,,,,9%,,,,4%,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,69.89%,69.89%,69.89%,69.89%,69.89%,69.89%,69.89%,69.89%,69.89%,69.89%,69.89%,69.89%,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.05%,0.00%,,,,,
Shareholding Pattern (Quarterly),Public,,30.11%,30.12%,30.11%,30.11%,30.12%,30.11%,30.11%,30.10%,30.11%,30.12%,30.06%,30.11%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,11371,12985,12845,12589,12318,11703,12747,12455,13181,11640,11863,11659,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,69.89%,,,,69.89%,,,,69.89%,,,,69.89%,72.67%,72.67%,72.67%,72.67%,69.18%
Shareholding Pattern (Yearly),FIIs,0.00%,,,,0.00%,,,,0.01%,,,,0.00%,0.00%,1.85%,1.81%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,0.06%,0.26%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,30.11%,,,,30.11%,,,,30.10%,,,,30.11%,27.27%,25.22%,25.52%,27.33%,30.82%
Shareholding Pattern (Yearly),No. of Shareholders,11152,,,,12589,,,,12455,,,,11659,9472,11440,11135,10486,11028
,,,,,,,,,,,,,,,,,,,
