Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2019,Mar 2020,Mar 2021,Mar 2018
Quarterly Results,Sales,735,246,242,308,381,427,397,416,446,554,370,511,297,,,,,,
Quarterly Results,Expenses,742,220,238,321,352,350,377,350,471,414,462,454,627,,,,,,
Quarterly Results,Operating Profit,-7,26,5,-14,29,77,19,66,-26,140,-93,57,-329,,,,,,
Quarterly Results,OPM %,-1%,11%,2%,-4%,8%,18%,5%,16%,-6%,25%,-25%,11%,-111%,,,,,,
Quarterly Results,Other Income,54,17,16,18,112,17,79,58,-4,7,266,9,285,,,,,,
Quarterly Results,Interest,132,26,48,6,81,44,42,14,43,32,37,38,14,,,,,,
Quarterly Results,Depreciation,19,7,8,2,15,6,1,14,47,14,8,28,4,,,,,,
Quarterly Results,Profit before tax,-104,10,-36,-3,45,45,56,96,-120,102,128,-1,-63,,,,,,
Quarterly Results,Tax %,-5%,46%,-13%,240%,30%,34%,10%,3%,-15%,30%,9%,800%,-6%,,,,,,
Quarterly Results,Net Profit,-99,5,-31,-9,31,29,50,93,-102,72,117,-7,-59,,,,,,
Quarterly Results,EPS in Rs,-0.64,0.04,-0.20,-0.06,0.20,0.19,0.33,0.60,-0.66,0.46,0.76,-0.05,-0.38,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,1017,,,,1177,,,,1686,,,,1731,966,1281,1536,1176,892,
Profit & Loss,Expenses,945,,,,1125,,,,1539,,,,1957,821,1098,1386,1093,849,
Profit & Loss,Operating Profit,71,,,,51,,,,147,,,,-225,146,183,150,83,43,
Profit & Loss,OPM %,7%,,,,4%,,,,9%,,,,-13%,15%,14%,10%,7%,5%,
Profit & Loss,Other Income,62,,,,158,,,,150,,,,568,18,15,26,35,82,
Profit & Loss,Interest,170,,,,161,,,,152,,,,121,60,92,145,140,155,
Profit & Loss,Depreciation,28,,,,31,,,,68,,,,55,29,30,51,46,36,
Profit & Loss,Profit before tax,-64,,,,17,,,,77,,,,166,75,75,-21,-67,-67,
Profit & Loss,Tax %,10%,,,,121%,,,,8%,,,,27%,52%,54%,165%,48%,23%,
Profit & Loss,Net Profit,-70,,,,-3,,,,71,,,,122,39,33,-54,-99,-82,
Profit & Loss,EPS in Rs,-0.13,,,,0.00,,,,0.37,,,,0.79,0.27,0.29,-0.35,-0.64,-0.16,
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,0%,0%,0%,0%,0%,0%,
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,51,,,,154,,,,154,,,,154,51,51,,51,51,
Balance Sheet,Reserves,1139,,,,1178,,,,1342,,,,1454,235,296,,1161,1134,
Balance Sheet,Borrowings,1545,,,,1638,,,,1017,,,,372,939,1194,,1156,1306,
Balance Sheet,Other Liabilities,1896,,,,2022,,,,2148,,,,750,304,627,,2146,1982,
Balance Sheet,Total Liabilities,4631,,,,4992,,,,4661,,,,2730,1530,2167,,4515,4473,
Balance Sheet,Fixed Assets,3270,,,,3463,,,,3488,,,,82,662,708,,3238,3160,
Balance Sheet,CWIP,0,,,,0,,,,0,,,,0,5,4,,0,0,
Balance Sheet,Investments,235,,,,177,,,,191,,,,1922,109,42,,274,285,
Balance Sheet,Other Assets,1126,,,,1352,,,,982,,,,726,755,1414,,1004,1029,
Balance Sheet,Total Assets,4631,,,,4992,,,,4661,,,,2730,1530,2167,,4515,4473,
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,175,,,,-108,,,,685,,,,-51,-237,-450,,,-51,
Cash Flows,Cash from Investing Activity,-23,,,,152,,,,71,,,,473,-24,182,,,12,
Cash Flows,Cash from Financing Activity,-159,,,,-23,,,,-688,,,,-408,263,314,,,36,
Cash Flows,Net Cash Flow,-7,,,,21,,,,68,,,,15,2,46,,,-3,
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,132,,,,121,,,,75,,,,73,73,158,,76,122,
Ratios,Inventory Days,303,,,,,,,,,,,,3,71,132,,16,,
Ratios,Days Payable,975,,,,,,,,,,,,17,119,280,,73,,
Ratios,Cash Conversion Cycle,-540,,,,121,,,,75,,,,59,26,10,,18,122,
Ratios,Working Capital Days,-2,,,,91,,,,85,,,,110,-2,125,,-45,50,
Ratios,ROCE %,3%,,,,5%,,,,6%,,,,10%,,11%,,,1%,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,74.97%,74.97%,74.97%,74.97%,74.97%,74.97%,74.97%,74.97%,74.97%,74.97%,74.97%,74.96%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.26%,0.33%,0.38%,0.24%,0.24%,0.24%,0.28%,0.06%,0.06%,0.00%,0.00%,0.04%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.04%,0.05%,0.06%,0.01%,,,,,,
Shareholding Pattern (Quarterly),Public,,24.78%,24.69%,24.64%,24.79%,24.79%,24.79%,24.75%,24.95%,24.93%,24.98%,24.96%,25.00%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,14796,14322,14868,14436,14166,14136,16182,33853,34853,38461,41642,47788,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,74.97%,,,,74.97%,,,,74.97%,,,,74.96%,,74.93%,74.97%,74.97%,74.97%,74.97%
Shareholding Pattern (Yearly),FIIs,0.25%,,,,0.24%,,,,0.06%,,,,0.04%,,0.00%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,0.00%,,,,0.00%,,,,0.02%,,,,0.01%,,0.00%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,24.79%,,,,24.79%,,,,24.95%,,,,25.00%,,25.07%,25.03%,25.03%,25.03%,25.03%
Shareholding Pattern (Yearly),No. of Shareholders,11844,,,,14436,,,,33853,,,,47788,,562,630,666,754,554
,,,,,,,,,,,,,,,,,,,,
