Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,11561,3622,5145,5666,12495,3915,5636,6061,14769,4348,5976,6957,13700,,,,,,,
Quarterly Results,Expenses,9061,2796,3523,4680,9262,3039,4108,4626,8867,3357,4336,5275,8405,,,,,,,
Quarterly Results,Operating Profit,2500,826,1622,985,3232,877,1528,1435,5901,991,1640,1683,5295,,,,,,,
Quarterly Results,OPM %,22%,23%,32%,17%,26%,22%,27%,24%,40%,23%,27%,24%,39%,,,,,,,
Quarterly Results,Other Income,502,204,261,498,722,414,474,467,569,742,560,637,669,,,,,,,
Quarterly Results,Interest,42,0,0,2,55,0,0,0,31,0,0,0,8,,,,,,,
Quarterly Results,Depreciation,382,208,252,269,1056,201,350,212,644,149,178,277,736,,,,,,,
Quarterly Results,Profit before tax,2577,822,1631,1213,2844,1089,1651,1689,5795,1584,2023,2042,5219,,,,,,,
Quarterly Results,Tax %,-20%,25%,25%,5%,0%,25%,25%,25%,26%,9%,25%,30%,24%,,,,,,,
Quarterly Results,Net Profit,3105,620,1221,1155,2831,814,1237,1262,4309,1437,1510,1440,3977,,,,,,,
Quarterly Results,EPS in Rs,46.43,9.27,18.26,17.27,42.33,12.17,18.49,18.86,64.43,21.49,22.59,21.53,59.46,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,24620,,,,26927,,,,30381,,,,30981,15939,16758,17950,18520,20008,21445,22882
Profit & Loss,Expenses,19205,,,,20242,,,,20630,,,,21373,13560,14285,14719,15071,15457,16531,17538
Profit & Loss,Operating Profit,5415,,,,6686,,,,9752,,,,9608,2379,2474,3231,3449,4551,4914,5344
Profit & Loss,OPM %,22%,,,,25%,,,,32%,,,,31%,15%,15%,18%,19%,23%,23%,23%
Profit & Loss,Other Income,985,,,,1673,,,,1923,,,,2608,1650,1608,1058,776,376,423,364
Profit & Loss,Interest,65,,,,64,,,,43,,,,9,15,6,16,35,178,360,267
Profit & Loss,Depreciation,1111,,,,1785,,,,1407,,,,1340,822,863,681,947,1025,999,1158
Profit & Loss,Profit before tax,5225,,,,6510,,,,10225,,,,10867,3191,3213,3592,3243,3725,3979,4283
Profit & Loss,Tax %,3%,,,,10%,,,,25%,,,,23%,25%,38%,27%,39%,37%,28%,24%
Profit & Loss,Net Profit,5080,,,,5828,,,,7621,,,,8364,2399,2004,2625,1990,2328,2883,3246
Profit & Loss,EPS in Rs,75.96,,,,87.14,,,,113.96,,,,125.07,24.89,27.72,36.30,29.76,34.82,43.10,48.53
Profit & Loss,Dividend Payout %,26%,,,,32%,,,,31%,,,,20%,20%,31%,30%,54%,28%,39%,31%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,334,,,,334,,,,334,,,,334,482,362,362,334,334,334,334
Balance Sheet,Reserves,18979,,,,23238,,,,28804,,,,34647,16322,10671,12198,9177,11748,12914,15090
