Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,3311,3544,3662,3660,4063,4158,4130,4205,4233,4317,4394,4466,4911,,,,,,
Quarterly Results,Expenses,2870,3095,3230,3256,3541,3690,3639,3627,3676,3797,3834,3883,4264,,,,,,
Quarterly Results,Operating Profit,441,449,431,404,522,468,491,578,557,520,560,583,647,,,,,,
Quarterly Results,OPM %,13%,13%,12%,11%,13%,11%,12%,14%,13%,12%,13%,13%,13%,,,,,,
Quarterly Results,Other Income,87,57,150,131,136,187,939,214,226,179,257,142,237,,,,,,
Quarterly Results,Interest,7,4,2,2,5,31,12,4,4,3,2,6,6,,,,,,
Quarterly Results,Depreciation,89,65,92,108,121,92,101,117,119,86,90,101,99,,,,,,
Quarterly Results,Profit before tax,431,438,487,425,533,532,1317,671,661,611,726,618,778,,,,,,
Quarterly Results,Tax %,19%,24%,24%,25%,25%,23%,24%,23%,15%,24%,26%,26%,29%,,,,,,
Quarterly Results,Net Profit,351,334,374,320,398,409,1000,518,564,466,537,459,554,,,,,,
Quarterly Results,EPS in Rs,118.97,113.28,126.67,108.40,134.98,138.78,338.99,175.70,191.23,158.10,181.97,155.53,187.67,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,11782,,,,14929,,,,16727,,,,18087,9701,10435,11690,12085,9842,9716
Profit & Loss,Expenses,10319,,,,13120,,,,14632,,,,15778,7823,8473,9597,9931,8358,8555
Profit & Loss,Operating Profit,1462,,,,1810,,,,2095,,,,2310,1878,1963,2093,2154,1483,1162
Profit & Loss,OPM %,12%,,,,12%,,,,13%,,,,13%,19%,19%,18%,18%,15%,12%
Profit & Loss,Other Income,391,,,,470,,,,1566,,,,815,623,912,418,600,-105,-241
Profit & Loss,Interest,29,,,,12,,,,51,,,,17,13,27,3,13,10,14
Profit & Loss,Depreciation,324,,,,386,,,,430,,,,376,386,456,467,402,383,341
Profit & Loss,Profit before tax,1500,,,,1882,,,,3181,,,,2732,2102,2391,2041,2339,985,565
Profit & Loss,Tax %,19%,,,,24%,,,,22%,,,,26%,27%,27%,33%,32%,34%,15%
Profit & Loss,Net Profit,1218,,,,1426,,,,2491,,,,2015,1534,1740,1371,1598,650,482
Profit & Loss,EPS in Rs,413.07,,,,483.33,,,,844.69,,,,683.27,488.42,570.17,449.24,541.91,220.22,163.43
Profit & Loss,Dividend Payout %,51%,,,,99%,,,,44%,,,,75%,17%,29%,22%,19%,48%,70%
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,30,,,,30,,,,30,,,,30,31,30,30,30,30,30
Balance Sheet,Reserves,10650,,,,10976,,,,12027,,,,13784,9495,8760,9942,9088,9231,9783
Balance Sheet,Borrowings,73,,,,53,,,,39,,,,118,50,0,0,0,74,54
Balance Sheet,Other Liabilities,4650,,,,5194,,,,5252,,,,6310,2848,3000,3946,3583,3977,4898
Balance Sheet,Total Liabilities,15402,,,,16252,,,,17348,,,,20241,12425,11791,13919,12701,13311,14764
Balance Sheet,Fixed Assets,1211,,,,1731,,,,1770,,,,1622,1149,1514,1318,1176,1342,1241
Balance Sheet,CWIP,606,,,,366,,,,224,,,,396,151,129,313,644,487,488
Balance Sheet,Investments,5521,,,,5018,,,,5121,,,,7160,4620,3918,5232,4045,4033,5150
Balance Sheet,Other Assets,8064,,,,9138,,,,10234,,,,11062,6505,6231,7056,6836,7450,7886
Balance Sheet,Total Assets,15402,,,,16252,,,,17348,,,,20241,12425,11791,13919,12701,13311,14764
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,269,,,,1214,,,,1253,,,,2373,1318,1457,1729,593,1336,835
Cash Flows,Cash from Investing Activity,-31,,,,262,,,,283,,,,-1959,-995,1246,-1170,1766,-873,-463
Cash Flows,Cash from Financing Activity,-383,,,,-1239,,,,-1452,,,,-529,-356,-2670,-325,-2531,-399,-338
Cash Flows,Net Cash Flow,-146,,,,236,,,,84,,,,-114,-33,33,234,-172,64,34
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,48,,,,47,,,,48,,,,48,50,41,50,47,52,52
Ratios,Inventory Days,86,,,,73,,,,64,,,,62,87,81,71,79,77,82
Ratios,Days Payable,112,,,,105,,,,86,,,,94,96,92,117,86,110,140
Ratios,Cash Conversion Cycle,22,,,,15,,,,25,,,,15,41,31,4,40,19,-6
Ratios,Working Capital Days,28,,,,26,,,,32,,,,88,57,45,31,52,30,4
Ratios,ROCE %,15%,,,,17%,,,,21%,,,,21%,,26%,23%,25%,18%,14%
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,70.54%,70.54%,70.54%,70.54%,70.54%,70.54%,70.54%,70.54%,70.54%,70.54%,70.54%,70.54%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,3.56%,3.62%,3.73%,3.70%,3.88%,3.56%,3.68%,4.10%,5.96%,6.19%,6.14%,6.09%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,16.48%,16.33%,16.52%,16.78%,16.70%,17.04%,17.28%,17.19%,15.80%,15.78%,15.87%,16.00%,,,,,,
Shareholding Pattern (Quarterly),Public,,9.42%,9.51%,9.22%,8.99%,8.89%,8.86%,8.50%,8.15%,7.71%,7.50%,7.45%,7.36%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,95273,91023,85222,79456,77156,76127,65214,65376,65580,65133,65532,68418,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,70.54%,,,,70.54%,,,,70.54%,,,,70.54%,,70.49%,70.49%,70.54%,70.54%,70.54%
Shareholding Pattern (Yearly),FIIs,3.50%,,,,3.70%,,,,4.10%,,,,6.09%,,7.37%,6.87%,7.51%,7.52%,4.33%
Shareholding Pattern (Yearly),DIIs,16.37%,,,,16.78%,,,,17.19%,,,,16.00%,,12.57%,13.43%,13.03%,13.11%,16.19%
Shareholding Pattern (Yearly),Public,9.59%,,,,8.99%,,,,8.15%,,,,7.36%,,9.58%,9.21%,8.92%,8.83%,8.94%
Shareholding Pattern (Yearly),No. of Shareholders,98873,,,,79456,,,,65376,,,,68418,,56108,67782,73237,73784,81507
,,,,,,,,,,,,,,,,,,,,
