Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,917,920,1182,1073,1055,867,1174,1125,1094,955,1273,1203,1189,,,,,
Quarterly Results,Expenses,844,828,1066,961,942,773,1035,982,959,839,1111,1037,1030,,,,,
Quarterly Results,Operating Profit,73,92,116,112,113,93,139,143,135,116,162,166,159,,,,,
Quarterly Results,OPM %,8%,10%,10%,10%,11%,11%,12%,13%,12%,12%,13%,14%,13%,,,,,
Quarterly Results,Other Income,21,2,20,11,10,10,0,36,12,8,7,8,11,,,,,
Quarterly Results,Interest,23,28,32,34,34,34,36,38,35,38,39,40,39,,,,,
Quarterly Results,Depreciation,61,53,59,55,55,55,55,62,59,61,64,65,65,,,,,
Quarterly Results,Profit before tax,10,13,45,34,35,14,48,79,53,24,66,67,66,,,,,
Quarterly Results,Tax %,-123%,38%,38%,35%,18%,132%,23%,18%,25%,41%,32%,31%,210%,,,,,
Quarterly Results,Net Profit,22,8,28,22,29,-5,37,65,40,14,45,47,-72,,,,,
Quarterly Results,EPS in Rs,0.06,-0.04,1.37,0.61,0.82,-1.24,1.63,3.84,1.83,0.10,2.22,2.00,-6.99,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,3056,,,,4069,,,,4259,,,,4620,1292,4219,4644,3614,1912
Profit & Loss,Expenses,2864,,,,3630,,,,3734,,,,4018,1218,3977,4350,3390,1911
Profit & Loss,Operating Profit,192,,,,440,,,,525,,,,602,74,242,294,224,1
Profit & Loss,OPM %,6%,,,,11%,,,,12%,,,,13%,6%,6%,6%,6%,0%
Profit & Loss,Other Income,-67,,,,26,,,,56,,,,33,2,5,4,-2,-134
Profit & Loss,Interest,135,,,,135,,,,156,,,,156,34,96,131,278,183
Profit & Loss,Depreciation,233,,,,203,,,,230,,,,256,43,139,153,421,238
Profit & Loss,Profit before tax,-242,,,,127,,,,194,,,,224,-1,12,13,-477,-554
Profit & Loss,Tax %,-2%,,,,32%,,,,29%,,,,85%,-1310%,-12%,-67%,-16%,8%
Profit & Loss,Net Profit,-237,,,,87,,,,137,,,,33,15,13,21,-399,-596
Profit & Loss,EPS in Rs,-20.19,,,,2.76,,,,6.06,,,,-2.67,,,1.48,-35.31,-51.08
Profit & Loss,Dividend Payout %,0%,,,,36%,,,,21%,,,,-60%,0%,0%,0%,0%,0%
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,53,,,,53,,,,53,,,,53,22,23,23,23,42
Balance Sheet,Reserves,697,,,,857,,,,950,,,,904,636,1037,1106,574,480
Balance Sheet,Borrowings,958,,,,1265,,,,1148,,,,1157,604,745,824,2162,1755
Balance Sheet,Other Liabilities,1558,,,,1497,,,,1456,,,,1695,946,1371,1571,1673,1424
Balance Sheet,Total Liabilities,3267,,,,3672,,,,3607,,,,3809,2208,3176,3524,4433,3701
Balance Sheet,Fixed Assets,661,,,,865,,,,896,,,,1010,340,532,537,1234,1045
Balance Sheet,CWIP,0,,,,2,,,,4,,,,1,0,1,11,1,0
Balance Sheet,Investments,0,,,,0,,,,0,,,,0,82,0,0,0,0
Balance Sheet,Other Assets,2605,,,,2805,,,,2707,,,,2798,1786,2643,2975,3197,2656
Balance Sheet,Total Assets,3267,,,,3672,,,,3607,,,,3809,2208,3176,3524,4433,3701
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,300,,,,317,,,,434,,,,530,-146,-78,175,206,-70
Cash Flows,Cash from Investing Activity,-9,,,,-28,,,,32,,,,-75,-703,-145,-132,-118,-49
Cash Flows,Cash from Financing Activity,-209,,,,-198,,,,-491,,,,-456,855,226,-46,-85,113
Cash Flows,Net Cash Flow,82,,,,91,,,,-25,,,,-2,6,4,-3,3,-6
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,68,,,,50,,,,55,,,,58,71,68,69,79,119
Ratios,Inventory Days,177,,,,173,,,,163,,,,183,495,134,189,239,264
Ratios,Days Payable,224,,,,180,,,,168,,,,199,392,197,198,243,300
Ratios,Cash Conversion Cycle,22,,,,44,,,,51,,,,42,173,5,60,75,84
Ratios,Working Capital Days,87,,,,81,,,,77,,,,73,125,75,80,101,174
Ratios,ROCE %,1%,,,,14%,,,,14%,,,,16%,,7%,7%,-8%,-5%
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,36.88%,36.84%,36.83%,36.82%,36.82%,36.80%,36.79%,36.78%,35.21%,35.21%,35.20%,35.19%,,,,,
Shareholding Pattern (Quarterly),FIIs,,7.63%,7.64%,16.31%,16.31%,15.78%,16.60%,16.76%,15.73%,15.58%,10.44%,9.99%,9.42%,,,,,
Shareholding Pattern (Quarterly),DIIs,,11.68%,11.06%,10.54%,10.53%,9.94%,8.00%,8.37%,10.66%,11.93%,21.00%,21.81%,21.94%,,,,,
Shareholding Pattern (Quarterly),Public,,43.80%,44.44%,36.33%,36.33%,37.46%,38.59%,38.09%,36.82%,37.27%,33.34%,33.00%,33.46%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,168885,165454,165868,163930,162162,162014,167323,168919,164774,168912,190823,192596,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,36.92%,,,,36.82%,,,,36.78%,,,,35.19%,,,36.00%,35.58%,40.41%
Shareholding Pattern (Yearly),FIIs,7.87%,,,,16.31%,,,,15.73%,,,,9.42%,,,18.01%,15.56%,8.02%
Shareholding Pattern (Yearly),DIIs,11.25%,,,,10.53%,,,,10.66%,,,,21.94%,,,13.09%,20.96%,11.56%
Shareholding Pattern (Yearly),Public,43.95%,,,,36.33%,,,,36.82%,,,,33.46%,,,32.90%,27.90%,40.01%
Shareholding Pattern (Yearly),No. of Shareholders,171465,,,,163930,,,,168919,,,,192596,,,189939,167261,173999
,,,,,,,,,,,,,,,,,,,
