Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2020,Mar 2021,Mar 2017,Mar 2018,Mar 2019
Quarterly Results,Sales,137.72,121.72,131.81,126.00,122.57,100.01,122.01,74.37,111.25,111.39,103.73,102.73,122.62,,,,,
Quarterly Results,Expenses,117.26,102.12,111.62,106.68,104.35,92.91,108.55,66.09,97.17,99.40,94.02,93.57,116.55,,,,,
Quarterly Results,Operating Profit,20.46,19.60,20.19,19.32,18.22,7.10,13.46,8.28,14.08,11.99,9.71,9.16,6.07,,,,,
Quarterly Results,OPM %,14.86%,16.10%,15.32%,15.33%,14.86%,7.10%,11.03%,11.13%,12.66%,10.76%,9.36%,8.92%,4.95%,,,,,
Quarterly Results,Other Income,0.33,0.17,0.37,0.50,0.22,0.32,0.13,0.76,1.47,2.27,3.25,2.45,1.32,,,,,
Quarterly Results,Interest,2.06,1.77,0.82,0.85,1.55,1.72,2.27,1.56,2.14,1.34,1.77,2.45,1.55,,,,,
Quarterly Results,Depreciation,2.23,2.32,2.43,2.47,2.58,2.63,2.81,2.68,2.85,3.25,3.41,3.61,3.60,,,,,
Quarterly Results,Profit before tax,16.50,15.68,17.31,16.50,14.31,3.07,8.51,4.80,10.56,9.67,7.78,5.55,2.24,,,,,
Quarterly Results,Tax %,34.06%,24.04%,29.46%,29.33%,34.38%,35.83%,32.67%,30.83%,31.63%,41.05%,30.08%,35.32%,139.73%,,,,,
Quarterly Results,Net Profit,10.88,11.90,12.21,11.65,9.39,1.97,5.72,3.32,7.22,5.71,5.44,3.59,-0.88,,,,,
Quarterly Results,EPS in Rs,1.06,1.14,1.17,1.12,0.90,0.19,0.55,0.32,0.69,0.46,0.44,0.29,-0.07,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,436,,,,502,,,,408,,,,440,246,318,,,
Profit & Loss,Expenses,367,,,,425,,,,365,,,,404,229,271,,,
Profit & Loss,Operating Profit,68,,,,77,,,,43,,,,37,17,47,,,
Profit & Loss,OPM %,16%,,,,15%,,,,11%,,,,8%,7%,15%,,,
Profit & Loss,Other Income,1,,,,1,,,,3,,,,9,4,2,,,
Profit & Loss,Interest,9,,,,5,,,,8,,,,7,5,8,,,
