Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,45,52,58,61,77,80,96,97,100,92,141,139,147,,,
Quarterly Results,Expenses,27,32,37,40,53,56,68,73,67,66,109,109,112,,,
Quarterly Results,Operating Profit,18,21,22,21,24,24,28,25,33,27,32,30,35,,,
Quarterly Results,OPM %,41%,39%,37%,35%,31%,30%,29%,25%,33%,29%,23%,22%,24%,,,
Quarterly Results,Other Income,0,1,1,1,2,1,0,2,3,3,1,2,2,,,
Quarterly Results,Interest,2,1,0,0,2,0,0,1,1,0,1,0,-0,,,
Quarterly Results,Depreciation,3,4,4,4,4,5,5,5,6,6,6,6,6,,,
Quarterly Results,Profit before tax,14,16,19,18,20,20,23,20,29,24,27,25,31,,,
Quarterly Results,Tax %,21%,16%,12%,16%,22%,17%,19%,2%,28%,23%,18%,12%,22%,,,
Quarterly Results,Net Profit,11,14,16,15,16,16,19,20,21,18,22,22,24,,,
Quarterly Results,EPS in Rs,1.54,1.78,2.13,1.96,2.03,2.00,2.35,2.58,2.54,2.16,2.65,2.53,2.88,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,183,,,,249,,,,373,,,,519,102,116,132
Profit & Loss,Expenses,116,,,,161,,,,263,,,,395,69,85,92
Profit & Loss,Operating Profit,67,,,,87,,,,110,,,,124,32,32,40
Profit & Loss,OPM %,37%,,,,35%,,,,29%,,,,24%,32%,27%,30%
Profit & Loss,Other Income,1,,,,5,,,,7,,,,8,-2,0,1
Profit & Loss,Interest,5,,,,3,,,,3,,,,1,0,1,1
Profit & Loss,Depreciation,13,,,,16,,,,21,,,,24,8,9,9
Profit & Loss,Profit before tax,50,,,,73,,,,93,,,,107,22,23,31
Profit & Loss,Tax %,18%,,,,17%,,,,18%,,,,19%,19%,20%,19%
Profit & Loss,Net Profit,41,,,,61,,,,76,,,,87,17,18,25
Profit & Loss,EPS in Rs,5.90,,,,7.90,,,,9.06,,,,10.22,2.49,2.37,2.49
Profit & Loss,Dividend Payout %,21%,,,,15%,,,,13%,,,,12%,0%,0%,0%
,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,35,,,,37,,,,40,,,,41,35,35,35
Balance Sheet,Reserves,118,,,,354,,,,616,,,,705,41,57,72
Balance Sheet,Borrowings,67,,,,25,,,,8,,,,0,29,42,52
Balance Sheet,Other Liabilities,39,,,,43,,,,86,,,,123,15,25,32
Balance Sheet,Total Liabilities,259,,,,460,,,,750,,,,868,120,159,192
Balance Sheet,Fixed Assets,117,,,,162,,,,253,,,,419,62,62,125
Balance Sheet,CWIP,43,,,,47,,,,51,,,,17,22,40,4
Balance Sheet,Investments,0,,,,21,,,,4,,,,81,0,0,14
Balance Sheet,Other Assets,99,,,,230,,,,443,,,,351,36,56,49
Balance Sheet,Total Assets,259,,,,460,,,,750,,,,868,120,159,192
,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,22,,,,34,,,,73,,,,102,17,23,41
Cash Flows,Cash from Investing Activity,-37,,,,-102,,,,-90,,,,-204,-32,-29,-47
Cash Flows,Cash from Financing Activity,16,,,,127,,,,176,,,,-21,10,12,5
Cash Flows,Net Cash Flow,1,,,,59,,,,158,,,,-124,-5,7,-1
,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,88,,,,99,,,,101,,,,102,77,73,41
Ratios,Inventory Days,26,,,,13,,,,32,,,,16,5,22,14
Ratios,Days Payable,177,,,,223,,,,261,,,,358,83,115,68
Ratios,Cash Conversion Cycle,-62,,,,-111,,,,-128,,,,-240,-1,-20,-13
Ratios,Working Capital Days,89,,,,135,,,,119,,,,100,70,68,40
Ratios,ROCE %,28%,,,,24%,,,,18%,,,,15%,,20%,21%
,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,61.03%,61.03%,61.03%,57.70%,57.70%,57.70%,57.70%,54.40%,54.40%,54.40%,54.40%,54.40%,,,
Shareholding Pattern (Quarterly),FIIs,,4.31%,4.24%,4.09%,4.16%,4.28%,4.30%,3.85%,4.20%,4.17%,4.40%,5.04%,4.23%,,,
Shareholding Pattern (Quarterly),DIIs,,10.68%,10.53%,10.87%,10.65%,9.87%,8.47%,9.12%,14.45%,14.36%,15.03%,14.85%,15.98%,,,
Shareholding Pattern (Quarterly),Public,,23.98%,24.22%,24.02%,27.50%,28.15%,29.55%,29.35%,26.94%,27.08%,26.17%,25.72%,23.60%,,,
Shareholding Pattern (Quarterly),Others,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.80%,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,75705,69296,65974,66978,62851,66030,70561,73650,78824,80884,82175,80017,,,
,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,,57.70%,,,,54.40%,,,,54.40%,,,
Shareholding Pattern (Yearly),FIIs,,,,,4.16%,,,,4.20%,,,,4.23%,,,
Shareholding Pattern (Yearly),DIIs,,,,,10.65%,,,,14.45%,,,,15.98%,,,
Shareholding Pattern (Yearly),Public,,,,,27.50%,,,,26.94%,,,,23.60%,,,
Shareholding Pattern (Yearly),Others,,,,,0.00%,,,,0.00%,,,,1.80%,,,
Shareholding Pattern (Yearly),No. of Shareholders,,,,,66978,,,,73650,,,,80017,,,
,,,,,,,,,,,,,,,,,
