Section,,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Sales,,,,,,,,,,,,,,,,,,
Quarterly Results,Expenses,,,,,,,,,,,,,,,,,,
Quarterly Results,Operating Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,OPM %,,,,,,,,,,,,,,,,,,
Quarterly Results,Other Income,,,,,,,,,,,,,,,,,,
Quarterly Results,Interest,,,,,,,,,,,,,,,,,,
Quarterly Results,Depreciation,,,,,,,,,,,,,,,,,,
Quarterly Results,Profit before tax,,,,,,,,,,,,,,,,,,
Quarterly Results,Tax %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,EPS in Rs,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,,,,,,,,,,,,,,,,,,
Profit & Loss,Expenses,,,,,,,,,,,,,,,,,,
Profit & Loss,Operating Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,OPM %,,,,,,,,,,,,,,,,,,
Profit & Loss,Other Income,,,,,,,,,,,,,,,,,,
Profit & Loss,Interest,,,,,,,,,,,,,,,,,,
Profit & Loss,Depreciation,,,,,,,,,,,,,,,,,,
Profit & Loss,Profit before tax,,,,,,,,,,,,,,,,,,
Profit & Loss,Tax %,,,,,,,,,,,,,,,,,,
Profit & Loss,Net Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,EPS in Rs,,,,,,,,,,,,,,,,,,
Profit & Loss,Dividend Payout %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,,,,,,,,,,,,,,,,,,
Balance Sheet,Reserves,,,,,,,,,,,,,,,,,,
Balance Sheet,Borrowings,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Fixed Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,CWIP,,,,,,,,,,,,,,,,,,
Balance Sheet,Investments,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Assets,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Investing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Financing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Net Cash Flow,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,,,,,,,,,,,,,,,,,,
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,,,,,,,,,,,,,,,,,,
Ratios,Working Capital Days,,,,,,,,,,,,,,,,,,
Ratios,ROCE %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,46.12%,46.12%,46.12%,46.12%,46.12%,45.11%,45.11%,45.11%,45.04%,44.29%,42.89%,42.89%,,,,,,
Shareholding Pattern (Quarterly),FIIs,25.18%,25.29%,24.66%,22.38%,21.99%,21.98%,21.78%,20.86%,20.55%,20.84%,22.67%,23.58%,,,,,,
Shareholding Pattern (Quarterly),DIIs,18.21%,18.87%,19.00%,21.26%,21.41%,22.92%,23.92%,25.85%,27.35%,28.76%,28.69%,27.87%,,,,,,
Shareholding Pattern (Quarterly),Government,0.62%,0.61%,0.61%,0.61%,0.61%,0.63%,0.71%,0.76%,0.75%,0.75%,0.75%,0.75%,,,,,,
Shareholding Pattern (Quarterly),Public,9.87%,9.10%,9.60%,9.61%,9.88%,9.35%,8.49%,7.43%,6.30%,5.35%,5.02%,4.92%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,80259,80716,86416,90855,102337,98082,92192,84513,69796,57515,52181,50905,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,46.12%,,,,45.11%,,,,42.89%,49.01%,49.01%,48.32%,48.32%,48.32%,47.19%
Shareholding Pattern (Yearly),FIIs,,,,22.38%,,,,20.86%,,,,23.58%,36.87%,36.07%,36.42%,29.18%,25.89%,25.21%
Shareholding Pattern (Yearly),DIIs,,,,21.26%,,,,25.85%,,,,27.87%,4.62%,5.40%,3.17%,10.02%,15.44%,17.06%
Shareholding Pattern (Yearly),Government,,,,0.61%,,,,0.76%,,,,0.75%,0.00%,0.00%,0.00%,0.28%,0.74%,0.62%
Shareholding Pattern (Yearly),Public,,,,9.61%,,,,7.43%,,,,4.92%,9.50%,9.52%,12.09%,12.21%,9.61%,9.92%
Shareholding Pattern (Yearly),No. of Shareholders,,,,90855,,,,84513,,,,50905,36887,39661,62251,70385,66805,75727
,,,,,,,,,,,,,,,,,,,
