Section,,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Sales,,,,,,,,,,,,,,,,,,
Quarterly Results,Expenses,,,,,,,,,,,,,,,,,,
Quarterly Results,Operating Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,OPM %,,,,,,,,,,,,,,,,,,
Quarterly Results,Other Income,,,,,,,,,,,,,,,,,,
Quarterly Results,Interest,,,,,,,,,,,,,,,,,,
Quarterly Results,Depreciation,,,,,,,,,,,,,,,,,,
Quarterly Results,Profit before tax,,,,,,,,,,,,,,,,,,
Quarterly Results,Tax %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,EPS in Rs,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,,,,,,,,,,,,,,,,,,
Profit & Loss,Expenses,,,,,,,,,,,,,,,,,,
Profit & Loss,Operating Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,OPM %,,,,,,,,,,,,,,,,,,
Profit & Loss,Other Income,,,,,,,,,,,,,,,,,,
Profit & Loss,Interest,,,,,,,,,,,,,,,,,,
Profit & Loss,Depreciation,,,,,,,,,,,,,,,,,,
Profit & Loss,Profit before tax,,,,,,,,,,,,,,,,,,
Profit & Loss,Tax %,,,,,,,,,,,,,,,,,,
Profit & Loss,Net Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,EPS in Rs,,,,,,,,,,,,,,,,,,
Profit & Loss,Dividend Payout %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,,,,,,,,,,,,,,,,,,
Balance Sheet,Reserves,,,,,,,,,,,,,,,,,,
Balance Sheet,Borrowings,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Fixed Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,CWIP,,,,,,,,,,,,,,,,,,
Balance Sheet,Investments,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Assets,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Investing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Financing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Net Cash Flow,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,,,,,,,,,,,,,,,,,,
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,,,,,,,,,,,,,,,,,,
Ratios,Working Capital Days,,,,,,,,,,,,,,,,,,
Ratios,ROCE %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,71.04%,71.04%,71.04%,71.04%,71.04%,71.04%,71.04%,71.04%,71.04%,71.04%,71.04%,71.04%,,,,,,
Shareholding Pattern (Quarterly),FIIs,1.35%,0.74%,0.71%,0.73%,0.70%,0.67%,0.63%,0.51%,0.58%,0.63%,0.55%,0.54%,,,,,,
Shareholding Pattern (Quarterly),DIIs,13.31%,13.21%,13.88%,13.53%,12.47%,12.00%,11.96%,11.97%,11.51%,12.77%,13.05%,13.53%,,,,,,
Shareholding Pattern (Quarterly),Public,14.30%,15.02%,14.37%,14.71%,15.81%,16.31%,16.38%,16.49%,16.88%,15.56%,15.37%,14.89%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,18273,19993,19661,26820,31769,37152,34527,30108,29496,30802,31444,30520,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,71.04%,,,,71.04%,,,,71.04%,71.04%,71.04%,71.04%,71.04%,71.04%,71.04%
Shareholding Pattern (Yearly),FIIs,,,,0.73%,,,,0.51%,,,,0.54%,0.23%,2.12%,1.28%,0.84%,0.74%,1.08%
Shareholding Pattern (Yearly),DIIs,,,,13.53%,,,,11.97%,,,,13.53%,13.29%,11.40%,9.44%,13.87%,12.38%,14.45%
Shareholding Pattern (Yearly),Public,,,,14.71%,,,,16.49%,,,,14.89%,15.44%,15.44%,18.24%,14.26%,15.84%,13.43%
Shareholding Pattern (Yearly),No. of Shareholders,,,,26820,,,,30108,,,,30520,13330,14978,20108,17989,16613,17806
,,,,,,,,,,,,,,,,,,,
