Section,,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Sales,,,,,,,,,,,,,,,,,,
Quarterly Results,Expenses,,,,,,,,,,,,,,,,,,
Quarterly Results,Operating Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,OPM %,,,,,,,,,,,,,,,,,,
Quarterly Results,Other Income,,,,,,,,,,,,,,,,,,
Quarterly Results,Interest,,,,,,,,,,,,,,,,,,
Quarterly Results,Depreciation,,,,,,,,,,,,,,,,,,
Quarterly Results,Profit before tax,,,,,,,,,,,,,,,,,,
Quarterly Results,Tax %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,EPS in Rs,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,,,,,,,,,,,,,,,,,,
Profit & Loss,Expenses,,,,,,,,,,,,,,,,,,
Profit & Loss,Operating Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,OPM %,,,,,,,,,,,,,,,,,,
Profit & Loss,Other Income,,,,,,,,,,,,,,,,,,
Profit & Loss,Interest,,,,,,,,,,,,,,,,,,
Profit & Loss,Depreciation,,,,,,,,,,,,,,,,,,
Profit & Loss,Profit before tax,,,,,,,,,,,,,,,,,,
Profit & Loss,Tax %,,,,,,,,,,,,,,,,,,
Profit & Loss,Net Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,EPS in Rs,,,,,,,,,,,,,,,,,,
Profit & Loss,Dividend Payout %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,,,,,,,,,,,,,,,,,,
Balance Sheet,Reserves,,,,,,,,,,,,,,,,,,
Balance Sheet,Borrowings,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Fixed Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,CWIP,,,,,,,,,,,,,,,,,,
Balance Sheet,Investments,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Assets,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Investing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Financing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Net Cash Flow,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,,,,,,,,,,,,,,,,,,
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,,,,,,,,,,,,,,,,,,
Ratios,Working Capital Days,,,,,,,,,,,,,,,,,,
Ratios,ROCE %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,50.01%,50.01%,50.01%,50.01%,50.01%,50.01%,50.01%,50.01%,50.01%,50.01%,50.01%,50.01%,,,,,,
Shareholding Pattern (Quarterly),FIIs,0.20%,0.23%,0.25%,0.30%,0.32%,0.50%,1.23%,1.52%,1.66%,1.90%,1.95%,2.17%,,,,,,
Shareholding Pattern (Quarterly),DIIs,9.63%,9.63%,9.22%,9.10%,9.15%,11.17%,10.92%,10.99%,11.01%,11.03%,11.05%,11.10%,,,,,,
Shareholding Pattern (Quarterly),Public,40.15%,40.12%,40.52%,40.58%,40.51%,38.31%,37.82%,37.47%,37.32%,37.05%,36.98%,36.72%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,20865,20319,19309,19380,18138,17249,19704,19726,20496,21061,21135,21204,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,50.01%,,,,50.01%,,,,50.01%,50.01%,50.01%,50.01%,50.01%,50.01%,50.01%
Shareholding Pattern (Yearly),FIIs,,,,0.30%,,,,1.52%,,,,2.17%,3.42%,3.32%,3.17%,3.22%,3.17%,0.20%
Shareholding Pattern (Yearly),DIIs,,,,9.10%,,,,10.99%,,,,11.10%,15.86%,15.80%,16.99%,15.06%,12.45%,10.11%
Shareholding Pattern (Yearly),Public,,,,40.58%,,,,37.47%,,,,36.72%,30.71%,30.86%,29.82%,31.71%,34.37%,39.67%
Shareholding Pattern (Yearly),No. of Shareholders,,,,19380,,,,19726,,,,21204,17996,18281,18666,17419,18531,24466
,,,,,,,,,,,,,,,,,,,
