Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,626,729,846,986,1009,967,1015,1024,1017,1103,1113,1184,1175,,,,,,
Quarterly Results,Expenses,570,644,743,861,877,840,886,899,892,980,978,1054,1053,,,,,,
Quarterly Results,Operating Profit,56,85,103,125,132,127,128,125,125,124,135,130,122,,,,,,
Quarterly Results,OPM %,9%,12%,12%,13%,13%,13%,13%,12%,12%,11%,12%,11%,10%,,,,,,
Quarterly Results,Other Income,8,15,2,8,15,11,4,35,13,11,39,9,-13,,,,,,
Quarterly Results,Interest,3,4,4,7,5,7,7,6,8,9,14,9,8,,,,,,
Quarterly Results,Depreciation,15,20,19,22,21,21,21,22,22,22,22,22,22,,,,,,
Quarterly Results,Profit before tax,47,76,82,103,120,110,104,132,109,103,137,107,79,,,,,,
Quarterly Results,Tax %,-1%,6%,12%,17%,14%,17%,15%,14%,13%,21%,22%,20%,24%,,,,,,
Quarterly Results,Net Profit,47,71,73,85,104,92,88,114,95,81,107,85,60,,,,,,
Quarterly Results,EPS in Rs,7.25,11.01,11.84,13.23,16.27,14.80,14.18,16.89,14.03,12.51,16.08,13.09,8.98,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,2002,,,,3569,,,,4023,,,,4576,367,458,505,845,956,1406
Profit & Loss,Expenses,1782,,,,3124,,,,3510,,,,4048,288,375,433,758,855,1231
Profit & Loss,Operating Profit,220,,,,445,,,,514,,,,528,80,82,72,87,101,175
Profit & Loss,OPM %,11%,,,,12%,,,,13%,,,,12%,22%,18%,14%,10%,11%,12%
Profit & Loss,Other Income,20,,,,39,,,,57,,,,28,4,5,5,8,-3,16
Profit & Loss,Interest,7,,,,22,,,,30,,,,41,1,1,7,12,6,4
Profit & Loss,Depreciation,38,,,,82,,,,86,,,,89,3,5,12,17,23,26
Profit & Loss,Profit before tax,195,,,,382,,,,455,,,,426,80,81,57,65,69,162
Profit & Loss,Tax %,13%,,,,13%,,,,15%,,,,22%,22%,25%,17%,15%,16%,18%
Profit & Loss,Net Profit,170,,,,333,,,,389,,,,334,63,61,48,56,58,133
Profit & Loss,EPS in Rs,26.36,,,,52.38,,,,59.74,,,,50.61,31.37,12.13,9.74,11.38,11.65,23.10
Profit & Loss,Dividend Payout %,19%,,,,21%,,,,18%,,,,22%,35%,0%,15%,13%,13%,9%
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,63,,,,62,,,,63,,,,63,20,50,50,50,50,58
Balance Sheet,Reserves,1610,,,,1758,,,,2087,,,,2369,50,77,121,173,219,594
Balance Sheet,Borrowings,16,,,,140,,,,378,,,,468,0,18,84,79,53,20
Balance Sheet,Other Liabilities,964,,,,916,,,,934,,,,926,158,55,168,185,302,350
Balance Sheet,Total Liabilities,2653,,,,2877,,,,3462,,,,3826,228,200,423,487,625,1022
Balance Sheet,Fixed Assets,952,,,,953,,,,898,,,,850,9,33,182,170,176,193
Balance Sheet,CWIP,0,,,,15,,,,26,,,,0,1,0,0,2,0,1
Balance Sheet,Investments,13,,,,20,,,,15,,,,16,0,0,0,11,12,13
Balance Sheet,Other Assets,1688,,,,1889,,,,2523,,,,2960,218,167,241,304,438,815
Balance Sheet,Total Assets,2653,,,,2877,,,,3462,,,,3826,228,200,423,487,625,1022
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,135,,,,73,,,,-98,,,,602,203,-60,28,23,98,222
Cash Flows,Cash from Investing Activity,-821,,,,111,,,,-2,,,,-260,-35,-19,-132,0,1,-225
Cash Flows,Cash from Financing Activity,824,,,,-108,,,,158,,,,-34,-33,18,46,-17,-67,211
Cash Flows,Net Cash Flow,137,,,,76,,,,59,,,,309,135,-61,-57,6,32,208
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,94,,,,72,,,,97,,,,74,22,26,70,63,78,56
Ratios,Inventory Days,0,,,,0,,,,0,,,,0,0,0,0,0,0,0
Ratios,Days Payable,,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,94,,,,72,,,,97,,,,74,22,26,70,63,78,56
Ratios,Working Capital Days,-5,,,,18,,,,50,,,,45,-130,-14,-37,-5,-5,-16
Ratios,ROCE %,17%,,,,22%,,,,21%,,,,18%,,76%,32%,28%,29%,33%
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,59.82%,58.56%,58.43%,58.32%,58.32%,58.15%,58.15%,57.99%,83.11%,74.90%,74.86%,74.86%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,19.94%,21.32%,21.11%,20.30%,21.34%,21.76%,21.59%,15.83%,5.75%,6.65%,4.73%,4.45%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,7.03%,7.18%,7.21%,8.15%,6.81%,5.50%,5.99%,5.83%,1.04%,6.14%,7.87%,8.12%,,,,,,
Shareholding Pattern (Quarterly),Public,,13.21%,12.94%,13.23%,13.25%,13.53%,14.56%,14.26%,20.35%,10.10%,12.29%,12.48%,12.56%,,,,,,
Shareholding Pattern (Quarterly),Others,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.00%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,222152,222094,221230,218991,210491,194987,184060,175549,148721,151020,152510,154065,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,59.82%,,,,58.32%,,,,57.99%,,,,74.86%,,,,,,65.35%
Shareholding Pattern (Yearly),FIIs,20.15%,,,,20.30%,,,,15.83%,,,,4.45%,,,,,,15.94%
Shareholding Pattern (Yearly),DIIs,5.80%,,,,8.15%,,,,5.83%,,,,8.12%,,,,,,5.77%
Shareholding Pattern (Yearly),Public,13.95%,,,,13.25%,,,,20.35%,,,,12.56%,,,,,,12.94%
Shareholding Pattern (Yearly),Others,0.27%,,,,0.00%,,,,0.00%,,,,0.00%,,,,,,0.00%
Shareholding Pattern (Yearly),No. of Shareholders,209626,,,,218991,,,,175549,,,,154065,,,,,,98073
,,,,,,,,,,,,,,,,,,,,
