Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,17.61,22.49,17.38,22.44,23.07,24.90,32.07,21.03,15.64,29.14,16.70,16.68,17.67,,,,,,,
Quarterly Results,Expenses,18.03,23.69,24.06,24.80,22.49,26.03,32.10,23.13,16.87,26.23,17.29,18.74,20.07,,,,,,,
Quarterly Results,Operating Profit,-0.42,-1.20,-6.68,-2.36,0.58,-1.13,-0.03,-2.10,-1.23,2.91,-0.59,-2.06,-2.40,,,,,,,
Quarterly Results,OPM %,-2.39%,-5.34%,-38.43%,-10.52%,2.51%,-4.54%,-0.09%,-9.99%,-7.86%,9.99%,-3.53%,-12.35%,-13.58%,,,,,,,
Quarterly Results,Other Income,0.32,0.11,0.20,0.13,0.61,0.13,0.14,0.13,0.09,0.11,0.11,0.11,0.18,,,,,,,
Quarterly Results,Interest,0.00,0.01,0.01,0.10,0.00,0.08,0.06,0.17,0.24,0.06,0.02,0.10,0.03,,,,,,,
Quarterly Results,Depreciation,-0.02,0.02,0.02,0.02,0.00,0.02,0.02,0.02,-0.01,0.01,0.01,0.01,0.00,,,,,,,
Quarterly Results,Profit before tax,-0.08,-1.12,-6.51,-2.35,1.19,-1.10,0.03,-2.16,-1.37,2.95,-0.51,-2.06,-2.25,,,,,,,
Quarterly Results,Tax %,362.50%,0.00%,0.00%,5.96%,-187.39%,0.00%,0.00%,0.00%,-84.67%,0.00%,0.00%,0.00%,-22.22%,,,,,,,
Quarterly Results,Net Profit,-0.38,-1.12,-6.51,-2.49,3.42,-1.09,0.03,-2.15,-0.21,2.95,-0.51,-2.06,-1.75,,,,,,,
Quarterly Results,EPS in Rs,-0.40,-1.19,-6.92,-2.65,3.64,-1.16,0.03,-2.29,-0.22,3.14,-0.54,-2.19,-1.86,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,126.99,,,,85.37,,,,93.62,,,,80.19,155.95,108.90,142.10,88.61,77.37,97.71,128.62
Profit & Loss,Expenses,125.03,,,,95.01,,,,98.09,,,,82.34,156.04,108.20,141.37,88.26,79.49,99.88,117.55
Profit & Loss,Operating Profit,1.96,,,,-9.64,,,,-4.47,,,,-2.15,-0.09,0.70,0.73,0.35,-2.12,-2.17,11.07
Profit & Loss,OPM %,1.54%,,,,-11.29%,,,,-4.77%,,,,-2.68%,-0.06%,0.64%,0.51%,0.39%,-2.74%,-2.22%,8.61%
Profit & Loss,Other Income,0.69,,,,1.05,,,,0.48,,,,0.51,1.59,0.81,0.70,0.25,0.42,0.68,0.95
Profit & Loss,Interest,0.32,,,,0.13,,,,0.56,,,,0.20,0.23,0.16,0.26,0.14,0.50,0.34,0.08
Profit & Loss,Depreciation,0.06,,,,0.05,,,,0.04,,,,0.03,0.21,0.20,0.24,0.23,0.19,0.79,0.07
Profit & Loss,Profit before tax,2.27,,,,-8.77,,,,-4.59,,,,-1.87,1.06,1.15,0.93,0.23,-2.39,-2.62,11.87
