Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2020,Mar 2021,Mar 2017,Mar 2018,Mar 2019
Quarterly Results,Sales,486,506,566,517,519,439,463,448,550,525,553,522,648,,,,,
Quarterly Results,Expenses,347,375,418,369,372,338,358,333,400,400,420,379,468,,,,,
Quarterly Results,Operating Profit,139,131,148,148,147,100,105,115,150,124,134,142,180,,,,,
Quarterly Results,OPM %,29%,26%,26%,29%,28%,23%,23%,26%,27%,24%,24%,27%,28%,,,,,
Quarterly Results,Other Income,15,19,20,11,12,10,11,9,10,9,22,7,6,,,,,
Quarterly Results,Interest,0,0,0,0,1,1,1,1,1,0,0,0,0,,,,,
Quarterly Results,Depreciation,12,13,13,17,17,17,17,19,20,21,22,22,23,,,,,
Quarterly Results,Profit before tax,142,136,155,142,142,92,97,103,139,112,134,127,164,,,,,
Quarterly Results,Tax %,29%,26%,25%,25%,26%,25%,25%,25%,25%,25%,22%,26%,25%,,,,,
Quarterly Results,Net Profit,101,101,116,107,105,69,72,77,104,84,104,94,123,,,,,
Quarterly Results,EPS in Rs,9.84,9.85,11.29,10.40,10.18,6.75,7.05,7.49,10.05,8.12,10.07,9.04,11.87,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,1616,,,,2066,,,,1900,,,,2248,1029,954,,,
Profit & Loss,Expenses,1180,,,,1493,,,,1429,,,,1667,614,601,,,
Profit & Loss,Operating Profit,435,,,,573,,,,471,,,,581,415,353,,,
Profit & Loss,OPM %,27%,,,,28%,,,,25%,,,,26%,40%,37%,,,
Profit & Loss,Other Income,61,,,,52,,,,39,,,,44,45,26,,,
Profit & Loss,Interest,2,,,,3,,,,5,,,,1,2,1,,,
Profit & Loss,Depreciation,45,,,,59,,,,73,,,,89,33,43,,,
Profit & Loss,Profit before tax,449,,,,563,,,,432,,,,536,425,335,,,
Profit & Loss,Tax %,23%,,,,26%,,,,25%,,,,24%,21%,20%,,,
Profit & Loss,Net Profit,347,,,,419,,,,323,,,,405,334,269,,,
Profit & Loss,EPS in Rs,33.72,,,,40.78,,,,31.15,,,,39.09,32.48,26.20,,,
Profit & Loss,Dividend Payout %,19%,,,,17%,,,,22%,,,,19%,17%,23%,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,10,,,,10,,,,10,,,,10,10,10,,,
Balance Sheet,Reserves,1818,,,,2203,,,,2451,,,,2783,1269,1533,,,
Balance Sheet,Borrowings,18,,,,35,,,,5,,,,63,0,2,,,
Balance Sheet,Other Liabilities,243,,,,335,,,,374,,,,423,163,188,,,
Balance Sheet,Total Liabilities,2090,,,,2584,,,,2840,,,,3279,1443,1734,,,
Balance Sheet,Fixed Assets,873,,,,1159,,,,1489,,,,1724,751,757,,,
Balance Sheet,CWIP,51,,,,242,,,,249,,,,438,31,56,,,
Balance Sheet,Investments,94,,,,227,,,,64,,,,36,227,289,,,
Balance Sheet,Other Assets,1071,,,,955,,,,1038,,,,1081,434,632,,,
Balance Sheet,Total Assets,2090,,,,2584,,,,2840,,,,3279,1443,1734,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,127,,,,515,,,,332,,,,458,416,219,,,
Cash Flows,Cash from Investing Activity,-255,,,,-329,,,,-348,,,,-443,-197,-198,,,
