Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,1541,1680,1914,2062,2334,2342,2519,2850,2267,1502,1660,1828,1912,,,,,
Quarterly Results,Expenses,2308,2320,2461,2393,2466,2652,2750,3014,2734,2295,2063,2050,2000,,,,,
Quarterly Results,Operating Profit,-767,-640,-547,-331,-131,-311,-231,-163,-467,-794,-403,-223,-89,,,,,
Quarterly Results,OPM %,-50%,-38%,-29%,-16%,-6%,-13%,-9%,-6%,-21%,-53%,-24%,-12%,-5%,,,,,
Quarterly Results,Other Income,108,102,100,83,130,123,139,149,132,138,1524,189,-298,,,,,
Quarterly Results,Interest,7,6,5,5,7,7,7,5,5,4,3,4,4,,,,,
Quarterly Results,Depreciation,95,97,104,124,160,159,180,201,196,178,179,165,150,,,,,
Quarterly Results,Profit before tax,-762,-641,-557,-377,-168,-354,-279,-221,-536,-839,939,-204,-542,,,,,
Quarterly Results,Tax %,0%,1%,3%,4%,-0%,1%,5%,0%,3%,0%,1%,2%,0%,,,,,
Quarterly Results,Net Profit,-762,-645,-572,-392,-168,-358,-292,-222,-550,-840,930,-208,-545,,,,,
Quarterly Results,EPS in Rs,-11.74,-9.93,-8.80,-6.04,-2.66,-5.63,-4.58,-3.46,-8.65,-13.19,14.58,-3.27,-8.46,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,4974,,,,7990,,,,9978,,,,6900,323,855,3224,3279,2801
Profit & Loss,Expenses,7358,,,,9634,,,,10921,,,,8407,683,2523,7592,5964,4640
Profit & Loss,Operating Profit,-2384,,,,-1644,,,,-943,,,,-1506,-360,-1668,-4368,-2685,-1838
Profit & Loss,OPM %,-48%,,,,-21%,,,,-9%,,,,-22%,-111%,-195%,-135%,-82%,-66%
Profit & Loss,Other Income,288,,,,410,,,,314,,,,1550,16,164,280,-45,356
Profit & Loss,Interest,42,,,,24,,,,26,,,,16,2,1,38,54,38
Profit & Loss,Depreciation,247,,,,485,,,,736,,,,673,21,28,112,174,178
Profit & Loss,Profit before tax,-2385,,,,-1743,,,,-1390,,,,-645,-367,-1534,-4237,-2958,-1698
Profit & Loss,Tax %,0%,,,,2%,,,,2%,,,,3%,1%,0%,-0%,-1%,0%
Profit & Loss,Net Profit,-2396,,,,-1776,,,,-1422,,,,-663,-372,-1535,-4231,-2942,-1701
Profit & Loss,EPS in Rs,-36.90,,,,-28.02,,,,-22.30,,,,-10.33,-123.02,-331.99,-726.78,-470.27,-280.42
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,0%,0%,0%,0%,0%,0%
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,65,,,,63,,,,64,,,,64,30,46,58,60,60
Balance Sheet,Reserves,14087,,,,12952,,,,13263,,,,14963,354,2751,5667,8045,6474
Balance Sheet,Borrowings,222,,,,223,,,,177,,,,160,0,15,932,428,612
Balance Sheet,Other Liabilities,3618,,,,4727,,,,3636,,,,6261,316,637,2107,1769,2004
Balance Sheet,Total Liabilities,17991,,,,17966,,,,17139,,,,21448,701,3450,8764,10302,9151
Balance Sheet,Fixed Assets,914,,,,1209,,,,1247,,,,901,47,81,841,594,491
Balance Sheet,CWIP,12,,,,11,,,,14,,,,4,11,59,56,15,24
Balance Sheet,Investments,1230,,,,2697,,,,4628,,,,4172,112,2308,2849,3740,413
Balance Sheet,Other Assets,15836,,,,14048,,,,11250,,,,16370,530,1002,5018,5954,8223
Balance Sheet,Total Assets,17991,,,,17966,,,,17139,,,,21448,701,3450,8764,10302,9151
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-1236,,,,416,,,,651,,,,-121,-334,-1405,-4476,-2377,-2082
Cash Flows,Cash from Investing Activity,-5484,,,,2628,,,,338,,,,-2043,-20,-2229,1906,-1997,1934
Cash Flows,Cash from Financing Activity,8054,,,,-1112,,,,-22,,,,-53,459,3938,2110,5160,-222
Cash Flows,Net Cash Flow,1334,,,,1931,,,,967,,,,-2217,104,304,-460,786,-371
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,55,,,,57,,,,60,,,,69,100,53,29,34,61
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,55,,,,57,,,,60,,,,69,100,53,29,34,61
Ratios,Working Capital Days,165,,,,63,,,,40,,,,-33,12,-83,195,143,364
Ratios,ROCE %,-22%,,,,-12%,,,,-8%,,,,-10%,,-101%,,-34%,-21%
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,5.45%,77.26%,72.80%,71.83%,72.11%,60.92%,63.72%,60.41%,58.25%,55.53%,56.20%,55.39%,,,,,
Shareholding Pattern (Quarterly),DIIs,,1.15%,1.33%,1.87%,3.19%,3.54%,4.05%,6.07%,6.85%,7.04%,8.29%,11.88%,14.02%,,,,,
Shareholding Pattern (Quarterly),Public,,93.40%,21.42%,25.32%,24.98%,24.35%,35.02%,30.22%,32.75%,34.73%,36.17%,31.93%,30.60%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,1195332,1124470,1200100,1120566,1034995,1012892,1128929,1231219,1166854,1049976,989752,967955,,,,,
,,,,,,,,,,,,,,,,,,,
