Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,305,145,186,185,313,274,462,327,440,375,441,636,816,,,,,
Quarterly Results,Expenses,268,123,153,162,306,253,385,270,385,323,371,546,689,,,,,
Quarterly Results,Operating Profit,37,22,32,23,7,21,78,56,54,52,70,90,127,,,,,
Quarterly Results,OPM %,12%,15%,17%,13%,2%,8%,17%,17%,12%,14%,16%,14%,16%,,,,,
Quarterly Results,Other Income,-0,28,42,20,78,29,29,45,31,68,39,44,53,,,,,
Quarterly Results,Interest,2,1,1,2,6,4,4,4,4,2,2,3,4,,,,,
Quarterly Results,Depreciation,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,
Quarterly Results,Profit before tax,33,48,71,40,77,44,101,95,79,117,105,129,174,,,,,
Quarterly Results,Tax %,-13%,25%,17%,21%,21%,42%,27%,4%,2%,16%,11%,26%,23%,,,,,
Quarterly Results,Net Profit,37,36,59,31,61,25,74,92,78,98,94,96,135,,,,,
Quarterly Results,EPS in Rs,3.38,3.23,5.35,2.90,5.65,2.35,6.86,8.54,7.21,9.12,8.10,8.25,11.58,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,999,,,,830,,,,1502,,,,2269,120,1283,986,871,884
Profit & Loss,Expenses,840,,,,742,,,,1292,,,,1929,10,988,736,654,668
Profit & Loss,Operating Profit,159,,,,87,,,,210,,,,339,110,295,250,217,216
Profit & Loss,OPM %,16%,,,,11%,,,,14%,,,,15%,91%,23%,25%,25%,24%
Profit & Loss,Other Income,175,,,,165,,,,134,,,,205,19,42,73,48,67
Profit & Loss,Interest,7,,,,11,,,,17,,,,11,21,25,13,7,9
Profit & Loss,Depreciation,7,,,,8,,,,8,,,,8,37,42,42,42,41
Profit & Loss,Profit before tax,319,,,,233,,,,319,,,,525,70,271,268,216,232
Profit & Loss,Tax %,19%,,,,20%,,,,16%,,,,20%,20%,24%,28%,17%,22%
Profit & Loss,Net Profit,264,,,,187,,,,268,,,,423,56,206,193,179,182
Profit & Loss,EPS in Rs,23.99,,,,17.36,,,,24.95,,,,36.37,0.63,2.31,17.16,16.28,16.53
Profit & Loss,Dividend Payout %,8%,,,,35%,,,,28%,,,,25%,0%,0%,0%,0%,61%
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,22,,,,22,,,,22,,,,23,178,23,23,22,22
Balance Sheet,Reserves,1815,,,,1909,,,,2142,,,,3716,484,1209,1404,1474,1594
Balance Sheet,Borrowings,0,,,,0,,,,0,,,,39,273,67,44,0,40
Balance Sheet,Other Liabilities,679,,,,839,,,,658,,,,1278,32,621,547,583,546
Balance Sheet,Total Liabilities,2516,,,,2769,,,,2821,,,,5056,967,1920,2017,2079,2203
Balance Sheet,Fixed Assets,459,,,,81,,,,76,,,,70,616,585,546,508,467
Balance Sheet,CWIP,0,,,,95,,,,276,,,,442,0,0,0,0,0
