Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,549,512,620,579,608,618,644,632,743,766,816,887,923,,,,,,
Quarterly Results,Expenses,492,469,560,524,559,567,589,573,677,708,755,817,844,,,,,,
Quarterly Results,Operating Profit,57,43,60,56,49,51,55,58,66,58,61,70,79,,,,,,
Quarterly Results,OPM %,10%,8%,10%,10%,8%,8%,9%,9%,9%,8%,8%,8%,9%,,,,,,
Quarterly Results,Other Income,-1,9,15,13,14,14,15,13,28,31,21,18,25,,,,,,
Quarterly Results,Interest,5,6,7,8,9,10,11,13,15,16,19,19,18,,,,,,
Quarterly Results,Depreciation,17,19,20,20,21,21,21,24,27,26,26,27,33,,,,,,
Quarterly Results,Profit before tax,35,27,48,41,33,34,38,35,52,46,37,42,53,,,,,,
Quarterly Results,Tax %,19%,28%,31%,27%,38%,32%,31%,27%,31%,26%,23%,19%,18%,,,,,,
Quarterly Results,Net Profit,29,20,33,30,21,23,26,26,36,34,28,33,44,,,,,,
Quarterly Results,EPS in Rs,30.51,21.20,35.27,31.60,22.20,24.73,28.08,27.37,38.59,36.57,30.25,35.82,47.04,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,1751,,,,2320,,,,2637,,,,3400,1252,1271,1649,1851,1602,1426
Profit & Loss,Expenses,1616,,,,2112,,,,2405,,,,3121,1164,1170,1515,1698,1443,1326
Profit & Loss,Operating Profit,135,,,,208,,,,231,,,,279,89,101,135,154,158,100
Profit & Loss,OPM %,8%,,,,9%,,,,9%,,,,8%,7%,8%,8%,8%,10%,7%
Profit & Loss,Other Income,3,,,,51,,,,70,,,,84,4,17,19,57,19,27
Profit & Loss,Interest,22,,,,30,,,,49,,,,72,13,11,8,16,22,29
Profit & Loss,Depreciation,64,,,,80,,,,93,,,,113,38,41,48,60,64,65
Profit & Loss,Profit before tax,53,,,,149,,,,159,,,,178,41,65,98,134,92,33
Profit & Loss,Tax %,23%,,,,31%,,,,30%,,,,21%,10%,16%,27%,23%,22%,45%
Profit & Loss,Net Profit,41,,,,103,,,,111,,,,140,52,54,71,104,72,18
Profit & Loss,EPS in Rs,43.56,,,,110.27,,,,118.77,,,,149.67,55.66,58.16,76.34,111.03,76.92,19.42
Profit & Loss,Dividend Payout %,31%,,,,24%,,,,29%,,,,23%,22%,25%,30%,32%,31%,36%
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,9,,,,9,,,,9,,,,9,9,9,9,9,9,9
Balance Sheet,Reserves,482,,,,574,,,,662,,,,765,259,300,353,426,437,451
Balance Sheet,Borrowings,401,,,,431,,,,723,,,,888,127,92,104,140,347,338
Balance Sheet,Other Liabilities,654,,,,852,,,,1207,,,,1199,463,478,751,615,490,564
Balance Sheet,Total Liabilities,1546,,,,1866,,,,2601,,,,2861,859,880,1217,1190,1283,1362
Balance Sheet,Fixed Assets,711,,,,749,,,,968,,,,1106,408,419,518,549,653,627
Balance Sheet,CWIP,48,,,,43,,,,178,,,,212,17,20,34,50,32,47
Balance Sheet,Investments,102,,,,147,,,,179,,,,246,69,79,88,81,90,92
Balance Sheet,Other Assets,685,,,,927,,,,1276,,,,1297,365,362,577,510,508,596
Balance Sheet,Total Assets,1546,,,,1866,,,,2601,,,,2861,859,880,1217,1190,1283,1362
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,108,,,,108,,,,132,,,,212,81,100,140,104,103,76
